analysis_type,validation_mode,level,universe,ticker,window,window_weeks,strategy,target_invested,actual_invested,normalized_final_value,normalized_return_pct
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,AAPL,rolling_104w_013_117,104,hybrid_70_30,10190.38,10344.18,11540.72,13.25
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,AAPL,rolling_104w_013_117,104,hybrid_80_20,10190.38,10366.16,11516.35,13.01
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,AAPL,rolling_104w_013_117,104,trend_aware_hybrid,10190.38,10398.31,11481.66,12.67
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,ASML,rolling_104w_013_117,104,fixed_weekly_dca,9970.36,10400.0,10144.62,1.75
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,ASML,rolling_104w_013_117,104,simple_dip_buy,9970.36,10208.17,10360.73,3.92
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,ASML,rolling_104w_013_117,104,risk_adjusted_v2,9970.36,9970.36,10567.91,5.99
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,ASML,rolling_104w_013_117,104,hybrid_70_30,9970.36,10345.75,10204.92,2.35
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,ASML,rolling_104w_013_117,104,hybrid_80_20,9970.36,10365.42,10182.99,2.13
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,ASML,rolling_104w_013_117,104,trend_aware_hybrid,9970.36,10400.0,10148.99,1.79
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,BYDDY,rolling_104w_013_117,104,fixed_weekly_dca,10120.51,10400.0,10308.66,1.86
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,BYDDY,rolling_104w_013_117,104,simple_dip_buy,10120.51,10235.09,10543.89,4.18
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,BYDDY,rolling_104w_013_117,104,risk_adjusted_v2,10120.51,10120.51,10593.44,4.67
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,BYDDY,rolling_104w_013_117,104,hybrid_70_30,10120.51,10353.7,10374.26,2.51
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,BYDDY,rolling_104w_013_117,104,hybrid_80_20,10120.51,10370.61,10350.37,2.27
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,BYDDY,rolling_104w_013_117,104,trend_aware_hybrid,10120.51,10391.87,10317.64,1.95
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,KO,rolling_104w_013_117,104,fixed_weekly_dca,10359.04,10400.0,9979.94,-3.66
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,KO,rolling_104w_013_117,104,simple_dip_buy,10359.04,10359.04,10030.01,-3.18
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,KO,rolling_104w_013_117,104,risk_adjusted_v2,10359.04,10400.0,9978.53,-3.67
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,KO,rolling_104w_013_117,104,hybrid_70_30,10359.04,10394.75,9987.87,-3.58
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,KO,rolling_104w_013_117,104,hybrid_80_20,10359.04,10398.56,9983.02,-3.63
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,KO,rolling_104w_013_117,104,trend_aware_hybrid,10359.04,10399.93,9981.19,-3.65
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,MSFT,rolling_104w_013_117,104,fixed_weekly_dca,10221.41,10400.0,12070.23,18.09
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,MSFT,rolling_104w_013_117,104,simple_dip_buy,10221.41,10221.41,12277.79,20.12
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,MSFT,rolling_104w_013_117,104,risk_adjusted_v2,10221.41,10392.29,12082.26,18.21
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,MSFT,rolling_104w_013_117,104,hybrid_70_30,10221.41,10349.51,12128.3,18.66
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,MSFT,rolling_104w_013_117,104,hybrid_80_20,10221.41,10367.81,12107.26,18.45
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,MSFT,rolling_104w_013_117,104,trend_aware_hybrid,10221.41,10395.88,12078.35,18.17
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,NVDA,rolling_104w_013_117,104,fixed_weekly_dca,9313.71,10400.0,19705.06,111.57
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,NVDA,rolling_104w_013_117,104,simple_dip_buy,9313.71,9825.11,20425.43,119.31
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,NVDA,rolling_104w_013_117,104,risk_adjusted_v2,9313.71,9313.71,20802.29,123.35
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,NVDA,rolling_104w_013_117,104,hybrid_70_30,9313.71,10230.85,19906.99,113.74
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,NVDA,rolling_104w_013_117,104,hybrid_80_20,9313.71,10288.78,19836.5,112.98
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,NVDA,rolling_104w_013_117,104,trend_aware_hybrid,9313.71,10400.0,19722.42,111.76
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,portfolio,all_symbols,all_symbols,rolling_104w_013_117,104,fixed_weekly_dca,60596.88,62400.0,74962.35,23.71
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,portfolio,all_symbols,all_symbols,rolling_104w_013_117,104,simple_dip_buy,60596.88,61039.2,76283.24,25.89
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,portfolio,all_symbols,all_symbols,rolling_104w_013_117,104,risk_adjusted_v2,60596.88,60596.88,75982.23,25.39
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,portfolio,all_symbols,all_symbols,rolling_104w_013_117,104,hybrid_70_30,60596.88,62018.74,75319.89,24.3
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,portfolio,all_symbols,all_symbols,rolling_104w_013_117,104,hybrid_80_20,60596.88,62157.34,75186.47,24.08
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,portfolio,all_symbols,all_symbols,rolling_104w_013_117,104,trend_aware_hybrid,60596.88,62385.98,75009.75,23.78
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,AAPL,rolling_104w_026_130,104,fixed_weekly_dca,10207.71,10400.0,12370.16,21.18
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,AAPL,rolling_104w_026_130,104,simple_dip_buy,10207.71,10207.71,12593.0,23.37
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,AAPL,rolling_104w_026_130,104,risk_adjusted_v2,10207.71,10365.57,12409.61,21.57
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,AAPL,rolling_104w_026_130,104,hybrid_70_30,10207.71,10349.17,12429.34,21.76
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,AAPL,rolling_104w_026_130,104,hybrid_80_20,10207.71,10368.69,12406.87,21.54
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,AAPL,rolling_104w_026_130,104,trend_aware_hybrid,10207.71,10390.1,12382.5,21.31
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,ASML,rolling_104w_026_130,104,fixed_weekly_dca,10005.3,10400.0,11595.67,15.9
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,ASML,rolling_104w_026_130,104,simple_dip_buy,10005.3,10165.12,11867.6,18.61
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,ASML,rolling_104w_026_130,104,risk_adjusted_v2,10005.3,10005.3,11998.92,19.93
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,ASML,rolling_104w_026_130,104,hybrid_70_30,10005.3,10333.75,11671.28,16.65
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,ASML,rolling_104w_026_130,104,hybrid_80_20,10005.3,10357.85,11643.76,16.38
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,ASML,rolling_104w_026_130,104,trend_aware_hybrid,10005.3,10386.27,11614.23,16.08
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,BYDDY,rolling_104w_026_130,104,fixed_weekly_dca,9921.21,10400.0,8923.85,-10.05
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,BYDDY,rolling_104w_026_130,104,simple_dip_buy,9921.21,10290.0,9089.93,-8.38
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,BYDDY,rolling_104w_026_130,104,risk_adjusted_v2,9921.21,9921.21,9428.85,-4.96
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,BYDDY,rolling_104w_026_130,104,hybrid_70_30,9921.21,10371.09,8968.62,-9.6
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,BYDDY,rolling_104w_026_130,104,hybrid_80_20,9921.21,10382.62,8951.49,-9.77
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,BYDDY,rolling_104w_026_130,104,trend_aware_hybrid,9921.21,10398.75,8925.01,-10.04
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,KO,rolling_104w_026_130,104,fixed_weekly_dca,10333.37,10400.0,9964.42,-3.57
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,KO,rolling_104w_026_130,104,simple_dip_buy,10333.37,10333.37,10037.38,-2.86
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,KO,rolling_104w_026_130,104,risk_adjusted_v2,10333.37,10396.8,9966.23,-3.55
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,KO,rolling_104w_026_130,104,hybrid_70_30,10333.37,10384.27,9981.71,-3.4
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,KO,rolling_104w_026_130,104,hybrid_80_20,10333.37,10391.55,9973.79,-3.48
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,KO,rolling_104w_026_130,104,trend_aware_hybrid,10333.37,10392.48,9972.76,-3.49
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,MSFT,rolling_104w_026_130,104,fixed_weekly_dca,10175.39,10400.0,13335.82,31.06
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,MSFT,rolling_104w_026_130,104,simple_dip_buy,10175.39,10175.39,13599.45,33.65
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,MSFT,rolling_104w_026_130,104,risk_adjusted_v2,10175.39,10375.58,13369.13,31.39
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,MSFT,rolling_104w_026_130,104,hybrid_70_30,10175.39,10336.62,13409.32,31.78
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,MSFT,rolling_104w_026_130,104,hybrid_80_20,10175.39,10359.64,13382.66,31.52
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,MSFT,rolling_104w_026_130,104,trend_aware_hybrid,10175.39,10398.14,13340.84,31.11
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,NVDA,rolling_104w_026_130,104,fixed_weekly_dca,9331.02,10400.0,19637.94,110.46
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,NVDA,rolling_104w_026_130,104,simple_dip_buy,9331.02,9802.42,20319.71,117.77
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,NVDA,rolling_104w_026_130,104,risk_adjusted_v2,9331.02,9331.02,20555.37,120.29
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,NVDA,rolling_104w_026_130,104,hybrid_70_30,9331.02,10224.94,19828.26,112.5
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,NVDA,rolling_104w_026_130,104,hybrid_80_20,9331.02,10285.29,19761.33,111.78
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,NVDA,rolling_104w_026_130,104,trend_aware_hybrid,9331.02,10400.0,19649.24,110.58
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,portfolio,all_symbols,all_symbols,rolling_104w_026_130,104,fixed_weekly_dca,60395.47,62400.0,77001.68,27.5
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,portfolio,all_symbols,all_symbols,rolling_104w_026_130,104,simple_dip_buy,60395.47,60974.0,78310.94,29.66
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,portfolio,all_symbols,all_symbols,rolling_104w_026_130,104,risk_adjusted_v2,60395.47,60395.47,78244.22,29.55
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,portfolio,all_symbols,all_symbols,rolling_104w_026_130,104,hybrid_70_30,60395.47,61999.83,77356.88,28.08
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,portfolio,all_symbols,all_symbols,rolling_104w_026_130,104,hybrid_80_20,60395.47,62145.64,77223.76,27.86
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,portfolio,all_symbols,all_symbols,rolling_104w_026_130,104,trend_aware_hybrid,60395.47,62365.73,77063.78,27.6
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,AAPL,rolling_104w_039_143,104,fixed_weekly_dca,10263.27,10400.0,10726.72,4.52
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,AAPL,rolling_104w_039_143,104,simple_dip_buy,10263.27,10263.27,10882.53,6.03
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,AAPL,rolling_104w_039_143,104,risk_adjusted_v2,10263.27,10400.0,10726.75,4.52
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,AAPL,rolling_104w_039_143,104,hybrid_70_30,10263.27,10366.19,10765.84,4.9
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,AAPL,rolling_104w_039_143,104,hybrid_80_20,10263.27,10380.48,10749.66,4.74
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,AAPL,rolling_104w_039_143,104,trend_aware_hybrid,10263.27,10400.0,10727.51,4.52
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,ASML,rolling_104w_039_143,104,fixed_weekly_dca,9817.81,10400.0,15923.47,62.19
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,ASML,rolling_104w_039_143,104,simple_dip_buy,9817.81,10015.07,16417.67,67.22
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,ASML,rolling_104w_039_143,104,risk_adjusted_v2,9817.81,9817.81,16581.68,68.89
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,ASML,rolling_104w_039_143,104,hybrid_70_30,9817.81,10289.62,16061.92,63.6
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,ASML,rolling_104w_039_143,104,hybrid_80_20,9817.81,10328.9,16012.59,63.1
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,ASML,rolling_104w_039_143,104,trend_aware_hybrid,9817.81,10400.0,15925.44,62.21
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,BYDDY,rolling_104w_039_143,104,fixed_weekly_dca,10236.23,10400.0,8393.97,-18.0
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,BYDDY,rolling_104w_039_143,104,simple_dip_buy,10236.23,10332.59,8520.92,-16.76
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,BYDDY,rolling_104w_039_143,104,risk_adjusted_v2,10236.23,10236.23,8561.91,-16.36
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,BYDDY,rolling_104w_039_143,104,hybrid_70_30,10236.23,10384.78,8426.33,-17.68
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,BYDDY,rolling_104w_039_143,104,hybrid_80_20,10236.23,10392.17,8412.96,-17.81
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,BYDDY,rolling_104w_039_143,104,trend_aware_hybrid,10236.23,10393.84,8401.5,-17.92
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,KO,rolling_104w_039_143,104,fixed_weekly_dca,10327.92,10400.0,10130.15,-1.91
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,KO,rolling_104w_039_143,104,simple_dip_buy,10327.92,10327.92,10207.05,-1.17
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,KO,rolling_104w_039_143,104,risk_adjusted_v2,10327.92,10400.0,10129.94,-1.92
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,KO,rolling_104w_039_143,104,hybrid_70_30,10327.92,10383.52,10147.81,-1.74
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,KO,rolling_104w_039_143,104,hybrid_80_20,10327.92,10391.48,10139.42,-1.83
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,KO,rolling_104w_039_143,104,trend_aware_hybrid,10327.92,10395.23,10135.62,-1.86
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,MSFT,rolling_104w_039_143,104,fixed_weekly_dca,10142.26,10400.0,14044.93,38.48
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,MSFT,rolling_104w_039_143,104,simple_dip_buy,10142.26,10142.26,14346.94,41.46
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,MSFT,rolling_104w_039_143,104,risk_adjusted_v2,10142.26,10399.9,14046.39,38.49
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,MSFT,rolling_104w_039_143,104,hybrid_70_30,10142.26,10327.59,14128.49,39.3
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,MSFT,rolling_104w_039_143,104,hybrid_80_20,10142.26,10354.06,14097.93,39.0
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,MSFT,rolling_104w_039_143,104,trend_aware_hybrid,10142.26,10400.0,14047.33,38.5
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,NVDA,rolling_104w_039_143,104,fixed_weekly_dca,8847.84,10400.0,32022.0,261.92
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,NVDA,rolling_104w_039_143,104,simple_dip_buy,8847.84,9549.38,33396.51,277.45
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,NVDA,rolling_104w_039_143,104,risk_adjusted_v2,8847.84,8847.84,32970.19,272.64
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,NVDA,rolling_104w_039_143,104,hybrid_70_30,8847.84,10149.93,32401.48,266.21
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,NVDA,rolling_104w_039_143,104,hybrid_80_20,8847.84,10235.74,32268.73,264.71
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,NVDA,rolling_104w_039_143,104,trend_aware_hybrid,8847.84,10400.0,32039.82,262.12
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,portfolio,all_symbols,all_symbols,rolling_104w_039_143,104,fixed_weekly_dca,60101.77,62400.0,94879.77,57.87
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,portfolio,all_symbols,all_symbols,rolling_104w_039_143,104,simple_dip_buy,60101.77,60630.49,95985.29,59.7
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,portfolio,all_symbols,all_symbols,rolling_104w_039_143,104,risk_adjusted_v2,60101.77,60101.77,93587.29,55.71
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,portfolio,all_symbols,all_symbols,rolling_104w_039_143,104,hybrid_70_30,60101.77,61901.63,95165.26,58.34
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,portfolio,all_symbols,all_symbols,rolling_104w_039_143,104,hybrid_80_20,60101.77,62082.83,95051.31,58.15
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,portfolio,all_symbols,all_symbols,rolling_104w_039_143,104,trend_aware_hybrid,60101.77,62389.08,94924.99,57.94
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,AAPL,rolling_104w_052_156,104,fixed_weekly_dca,10207.38,10400.0,12098.33,18.53
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,AAPL,rolling_104w_052_156,104,simple_dip_buy,10207.38,10207.38,12310.82,20.61
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,AAPL,rolling_104w_052_156,104,risk_adjusted_v2,10207.38,10359.66,12138.97,18.92
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,AAPL,rolling_104w_052_156,104,hybrid_70_30,10207.38,10349.43,12154.07,19.07
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,AAPL,rolling_104w_052_156,104,hybrid_80_20,10207.38,10369.73,12132.01,18.86
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,AAPL,rolling_104w_052_156,104,trend_aware_hybrid,10207.38,10389.07,12112.08,18.66
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,ASML,rolling_104w_052_156,104,fixed_weekly_dca,9679.37,10400.0,15441.78,59.53
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,ASML,rolling_104w_052_156,104,simple_dip_buy,9679.37,9996.99,15918.22,64.46
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,ASML,rolling_104w_052_156,104,risk_adjusted_v2,9679.37,9679.37,16106.46,66.4
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,ASML,rolling_104w_052_156,104,hybrid_70_30,9679.37,10285.11,15574.11,60.9
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,ASML,rolling_104w_052_156,104,hybrid_80_20,9679.37,10326.33,15526.47,60.41
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,ASML,rolling_104w_052_156,104,trend_aware_hybrid,9679.37,10391.54,15452.16,59.64
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,BYDDY,rolling_104w_052_156,104,fixed_weekly_dca,10198.39,10400.0,10252.82,0.53
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,BYDDY,rolling_104w_052_156,104,simple_dip_buy,10198.39,10251.33,10445.84,2.43
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,BYDDY,rolling_104w_052_156,104,risk_adjusted_v2,10198.39,10198.39,10454.14,2.51
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,BYDDY,rolling_104w_052_156,104,hybrid_70_30,10198.39,10361.33,10304.33,1.04
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,BYDDY,rolling_104w_052_156,104,hybrid_80_20,10198.39,10376.95,10284.45,0.84
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,BYDDY,rolling_104w_052_156,104,trend_aware_hybrid,10198.39,10397.93,10256.8,0.57
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,KO,rolling_104w_052_156,104,fixed_weekly_dca,10299.87,10400.0,10888.52,5.72
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,KO,rolling_104w_052_156,104,simple_dip_buy,10299.87,10299.87,10992.15,6.72
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,KO,rolling_104w_052_156,104,risk_adjusted_v2,10299.87,10397.2,10891.12,5.74
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,KO,rolling_104w_052_156,104,hybrid_70_30,10299.87,10376.02,10913.33,5.96
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,KO,rolling_104w_052_156,104,hybrid_80_20,10299.87,10386.92,10902.15,5.85
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,KO,rolling_104w_052_156,104,trend_aware_hybrid,10299.87,10390.67,10898.33,5.81
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,MSFT,rolling_104w_052_156,104,fixed_weekly_dca,10124.91,10400.0,13984.55,38.12
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,MSFT,rolling_104w_052_156,104,simple_dip_buy,10124.91,10124.91,14290.34,41.14
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,MSFT,rolling_104w_052_156,104,risk_adjusted_v2,10124.91,10396.1,13986.29,38.14
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,MSFT,rolling_104w_052_156,104,hybrid_70_30,10124.91,10323.31,14068.23,38.95
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,MSFT,rolling_104w_052_156,104,hybrid_80_20,10124.91,10351.63,14037.22,38.64
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,MSFT,rolling_104w_052_156,104,trend_aware_hybrid,10124.91,10395.77,13992.23,38.2
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,NVDA,rolling_104w_052_156,104,fixed_weekly_dca,9058.75,10400.0,40003.41,341.6
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,NVDA,rolling_104w_052_156,104,simple_dip_buy,9058.75,9405.07,41696.99,360.3
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,NVDA,rolling_104w_052_156,104,risk_adjusted_v2,9058.75,9058.75,40565.09,347.8
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,NVDA,rolling_104w_052_156,104,hybrid_70_30,9058.75,10107.57,40465.57,346.7
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,NVDA,rolling_104w_052_156,104,hybrid_80_20,9058.75,10207.92,40303.4,344.91
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,NVDA,rolling_104w_052_156,104,trend_aware_hybrid,9058.75,10400.0,40011.38,341.69
