analysis_type,validation_mode,level,universe,ticker,window,window_weeks,strategy,target_invested,actual_invested,normalized_final_value,normalized_return_pct
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,KO,rolling_52w_065_117,52,hybrid_80_20,5173.68,5198.56,4958.96,-4.15
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,KO,rolling_52w_065_117,52,trend_aware_hybrid,5173.68,5198.56,4958.96,-4.15
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,MSFT,rolling_52w_065_117,52,fixed_weekly_dca,5021.41,5200.0,6093.61,21.35
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,MSFT,rolling_52w_065_117,52,simple_dip_buy,5021.41,5021.41,6286.44,25.19
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,MSFT,rolling_52w_065_117,52,risk_adjusted_v2,5021.41,5192.29,6097.66,21.43
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,MSFT,rolling_52w_065_117,52,hybrid_70_30,5021.41,5149.51,6146.87,22.41
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,MSFT,rolling_52w_065_117,52,hybrid_80_20,5021.41,5167.81,6127.5,22.03
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,MSFT,rolling_52w_065_117,52,trend_aware_hybrid,5021.41,5195.88,6098.74,21.45
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,NVDA,rolling_52w_065_117,52,fixed_weekly_dca,4542.04,5200.0,9409.68,107.17
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,NVDA,rolling_52w_065_117,52,simple_dip_buy,4542.04,4625.11,9984.01,119.81
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,NVDA,rolling_52w_065_117,52,risk_adjusted_v2,4542.04,4542.04,9967.67,119.45
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,NVDA,rolling_52w_065_117,52,hybrid_70_30,4542.04,5030.85,9564.58,110.58
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,NVDA,rolling_52w_065_117,52,hybrid_80_20,4542.04,5088.78,9510.13,109.38
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,NVDA,rolling_52w_065_117,52,trend_aware_hybrid,4542.04,5200.0,9377.85,106.47
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,portfolio,all_symbols,all_symbols,rolling_52w_065_117,52,fixed_weekly_dca,29727.72,31200.0,37135.17,24.92
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,portfolio,all_symbols,all_symbols,rolling_52w_065_117,52,simple_dip_buy,29727.72,29932.56,38077.7,28.09
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,portfolio,all_symbols,all_symbols,rolling_52w_065_117,52,risk_adjusted_v2,29727.72,29727.72,38115.95,28.22
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,portfolio,all_symbols,all_symbols,rolling_52w_065_117,52,hybrid_70_30,29727.72,30838.42,37390.62,25.78
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,portfolio,all_symbols,all_symbols,rolling_52w_065_117,52,hybrid_80_20,29727.72,30967.81,37295.72,25.46
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,portfolio,all_symbols,all_symbols,rolling_52w_065_117,52,trend_aware_hybrid,29727.72,31184.62,37113.07,24.84
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,AAPL,rolling_52w_078_130,52,fixed_weekly_dca,5030.77,5200.0,5876.37,16.81
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,AAPL,rolling_52w_078_130,52,simple_dip_buy,5030.77,5030.77,6044.92,20.16
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,AAPL,rolling_52w_078_130,52,risk_adjusted_v2,5030.77,5165.56,5906.93,17.42
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,AAPL,rolling_52w_078_130,52,hybrid_70_30,5030.77,5152.59,5922.37,17.72
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,AAPL,rolling_52w_078_130,52,hybrid_80_20,5030.77,5170.01,5905.31,17.38
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,AAPL,rolling_52w_078_130,52,trend_aware_hybrid,5030.77,5190.1,5883.53,16.95
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,ASML,rolling_52w_078_130,52,fixed_weekly_dca,5090.33,5200.0,5449.31,7.05
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,ASML,rolling_52w_078_130,52,simple_dip_buy,5090.33,5090.33,5571.8,9.46
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,ASML,rolling_52w_078_130,52,risk_adjusted_v2,5090.33,5156.66,5497.34,8.0
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,ASML,rolling_52w_078_130,52,hybrid_70_30,5090.33,5170.54,5482.06,7.7
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,ASML,rolling_52w_078_130,52,hybrid_80_20,5090.33,5182.0,5469.46,7.45
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,ASML,rolling_52w_078_130,52,trend_aware_hybrid,5090.33,5186.27,5462.01,7.3
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,BYDDY,rolling_52w_078_130,52,fixed_weekly_dca,5139.86,5200.0,4619.62,-10.12
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,BYDDY,rolling_52w_078_130,52,simple_dip_buy,5139.86,5139.86,4699.11,-8.58
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,BYDDY,rolling_52w_078_130,52,risk_adjusted_v2,5139.86,5198.1,4629.63,-9.93
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,BYDDY,rolling_52w_078_130,52,hybrid_70_30,5139.86,5185.48,4639.75,-9.73
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,BYDDY,rolling_52w_078_130,52,hybrid_80_20,5139.86,5191.96,4631.38,-9.89
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,BYDDY,rolling_52w_078_130,52,trend_aware_hybrid,5139.86,5198.75,4621.56,-10.08
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,KO,rolling_52w_078_130,52,fixed_weekly_dca,5159.19,5200.0,5031.52,-2.47
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,KO,rolling_52w_078_130,52,simple_dip_buy,5159.19,5159.19,5071.14,-1.71
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,KO,rolling_52w_078_130,52,risk_adjusted_v2,5159.19,5196.8,5034.01,-2.43
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,KO,rolling_52w_078_130,52,hybrid_70_30,5159.19,5188.32,5042.74,-2.26
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,KO,rolling_52w_078_130,52,hybrid_80_20,5159.19,5192.48,5038.71,-2.34
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,KO,rolling_52w_078_130,52,trend_aware_hybrid,5159.19,5192.48,5038.71,-2.34
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,MSFT,rolling_52w_078_130,52,fixed_weekly_dca,4985.0,5200.0,6179.47,23.96
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,MSFT,rolling_52w_078_130,52,simple_dip_buy,4985.0,4985.0,6394.93,28.28
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,MSFT,rolling_52w_078_130,52,risk_adjusted_v2,4985.0,5175.57,6198.74,24.35
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,MSFT,rolling_52w_078_130,52,hybrid_70_30,4985.0,5138.87,6238.8,25.15
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,MSFT,rolling_52w_078_130,52,hybrid_80_20,4985.0,5160.84,6217.27,24.72
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,MSFT,rolling_52w_078_130,52,trend_aware_hybrid,4985.0,5198.14,6176.7,23.91
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,NVDA,rolling_52w_078_130,52,fixed_weekly_dca,4719.22,5200.0,7394.78,56.7
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,NVDA,rolling_52w_078_130,52,simple_dip_buy,4719.22,4719.22,7770.8,64.66
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,NVDA,rolling_52w_078_130,52,risk_adjusted_v2,4719.22,4836.53,7573.04,60.47
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,NVDA,rolling_52w_078_130,52,hybrid_70_30,4719.22,5059.2,7496.54,58.85
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,NVDA,rolling_52w_078_130,52,hybrid_80_20,4719.22,5107.77,7460.31,58.08
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,NVDA,rolling_52w_078_130,52,trend_aware_hybrid,4719.22,5200.0,7352.05,55.79
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,portfolio,all_symbols,all_symbols,rolling_52w_078_130,52,fixed_weekly_dca,30124.37,31200.0,34739.46,15.32
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,portfolio,all_symbols,all_symbols,rolling_52w_078_130,52,simple_dip_buy,30124.37,30124.37,35552.7,18.02
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,portfolio,all_symbols,all_symbols,rolling_52w_078_130,52,risk_adjusted_v2,30124.37,30729.22,34883.55,15.8
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,portfolio,all_symbols,all_symbols,rolling_52w_078_130,52,hybrid_70_30,30124.37,30895.0,34960.0,16.05
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,portfolio,all_symbols,all_symbols,rolling_52w_078_130,52,hybrid_80_20,30124.37,31005.05,34877.76,15.78
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,portfolio,all_symbols,all_symbols,rolling_52w_078_130,52,trend_aware_hybrid,30124.37,31165.73,34722.1,15.26
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,AAPL,rolling_52w_091_143,52,fixed_weekly_dca,5140.43,5200.0,4867.7,-5.31
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,AAPL,rolling_52w_091_143,52,simple_dip_buy,5140.43,5140.43,4928.75,-4.12
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,AAPL,rolling_52w_091_143,52,risk_adjusted_v2,5140.43,5200.0,4863.76,-5.38
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,AAPL,rolling_52w_091_143,52,hybrid_70_30,5140.43,5185.76,4882.26,-5.02
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,AAPL,rolling_52w_091_143,52,hybrid_80_20,5140.43,5192.28,4875.63,-5.15
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,AAPL,rolling_52w_091_143,52,trend_aware_hybrid,5140.43,5199.32,4868.18,-5.3
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,ASML,rolling_52w_091_143,52,fixed_weekly_dca,4975.46,5200.0,7093.2,42.56
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,ASML,rolling_52w_091_143,52,simple_dip_buy,4975.46,4975.46,7370.67,48.14
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,ASML,rolling_52w_091_143,52,risk_adjusted_v2,4975.46,5064.86,7258.28,45.88
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,ASML,rolling_52w_091_143,52,hybrid_70_30,4975.46,5134.02,7171.97,44.15
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,ASML,rolling_52w_091_143,52,hybrid_80_20,4975.46,5156.7,7144.56,43.6
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,ASML,rolling_52w_091_143,52,trend_aware_hybrid,4975.46,5200.0,7092.24,42.54
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,BYDDY,rolling_52w_091_143,52,fixed_weekly_dca,5167.23,5200.0,4254.38,-17.67
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,BYDDY,rolling_52w_091_143,52,simple_dip_buy,5167.23,5167.23,4300.12,-16.78
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,BYDDY,rolling_52w_091_143,52,risk_adjusted_v2,5167.23,5190.49,4264.08,-17.48
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,BYDDY,rolling_52w_091_143,52,hybrid_70_30,5167.23,5190.52,4267.22,-17.42
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,BYDDY,rolling_52w_091_143,52,hybrid_80_20,5167.23,5193.84,4262.58,-17.51
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,BYDDY,rolling_52w_091_143,52,trend_aware_hybrid,5167.23,5193.84,4261.85,-17.52
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,KO,rolling_52w_091_143,52,fixed_weekly_dca,5153.74,5200.0,5133.95,-0.38
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,KO,rolling_52w_091_143,52,simple_dip_buy,5153.74,5153.74,5179.55,0.5
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,KO,rolling_52w_091_143,52,risk_adjusted_v2,5153.74,5200.0,5132.96,-0.4
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,KO,rolling_52w_091_143,52,hybrid_70_30,5153.74,5187.57,5146.06,-0.15
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,KO,rolling_52w_091_143,52,hybrid_80_20,5153.74,5192.42,5141.3,-0.24
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,KO,rolling_52w_091_143,52,trend_aware_hybrid,5153.74,5195.23,5138.5,-0.3
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,MSFT,rolling_52w_091_143,52,fixed_weekly_dca,4992.98,5200.0,5944.61,19.06
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,MSFT,rolling_52w_091_143,52,simple_dip_buy,4992.98,4992.98,6143.55,23.04
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,MSFT,rolling_52w_091_143,52,risk_adjusted_v2,4992.98,5199.9,5932.42,18.82
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,MSFT,rolling_52w_091_143,52,hybrid_70_30,4992.98,5141.56,5999.01,20.15
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,MSFT,rolling_52w_091_143,52,hybrid_80_20,4992.98,5162.75,5979.08,19.75
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,MSFT,rolling_52w_091_143,52,trend_aware_hybrid,4992.98,5193.19,5945.6,19.08
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,NVDA,rolling_52w_091_143,52,fixed_weekly_dca,4656.14,5200.0,9657.16,107.41
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,NVDA,rolling_52w_091_143,52,simple_dip_buy,4656.14,4656.14,10279.36,120.77
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,NVDA,rolling_52w_091_143,52,risk_adjusted_v2,4656.14,4816.81,10090.1,116.71
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,NVDA,rolling_52w_091_143,52,hybrid_70_30,4656.14,5040.47,9826.23,111.04
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,NVDA,rolling_52w_091_143,52,hybrid_80_20,4656.14,5095.42,9767.04,109.77
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,NVDA,rolling_52w_091_143,52,trend_aware_hybrid,4656.14,5200.0,9626.0,106.74
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,portfolio,all_symbols,all_symbols,rolling_52w_091_143,52,fixed_weekly_dca,30085.98,31200.0,37390.56,24.28
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,portfolio,all_symbols,all_symbols,rolling_52w_091_143,52,simple_dip_buy,30085.98,30085.98,38202.01,26.98
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,portfolio,all_symbols,all_symbols,rolling_52w_091_143,52,risk_adjusted_v2,30085.98,30672.06,37654.16,25.16
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,portfolio,all_symbols,all_symbols,rolling_52w_091_143,52,hybrid_70_30,30085.98,30879.89,37614.41,25.02
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,portfolio,all_symbols,all_symbols,rolling_52w_091_143,52,hybrid_80_20,30085.98,30993.41,37532.88,24.75
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,portfolio,all_symbols,all_symbols,rolling_52w_091_143,52,trend_aware_hybrid,30085.98,31181.59,37373.31,24.22
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,AAPL,rolling_52w_104_156,52,fixed_weekly_dca,5128.09,5200.0,5519.24,7.63
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,AAPL,rolling_52w_104_156,52,simple_dip_buy,5128.09,5128.09,5601.64,9.23
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,AAPL,rolling_52w_104_156,52,risk_adjusted_v2,5128.09,5159.66,5561.74,8.46
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,AAPL,rolling_52w_104_156,52,hybrid_70_30,5128.09,5178.92,5542.97,8.09
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,AAPL,rolling_52w_104_156,52,hybrid_80_20,5128.09,5186.18,5534.7,7.93
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,AAPL,rolling_52w_104_156,52,trend_aware_hybrid,5128.09,5189.07,5530.98,7.86
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,ASML,rolling_52w_104_156,52,fixed_weekly_dca,4957.38,5200.0,6754.83,36.26
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,ASML,rolling_52w_104_156,52,simple_dip_buy,4957.38,4957.38,7030.35,41.82
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,ASML,rolling_52w_104_156,52,risk_adjusted_v2,4957.38,5111.21,6853.27,38.24
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,ASML,rolling_52w_104_156,52,hybrid_70_30,4957.38,5129.51,6832.18,37.82
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,ASML,rolling_52w_104_156,52,hybrid_80_20,4957.38,5154.13,6804.92,37.27
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,ASML,rolling_52w_104_156,52,trend_aware_hybrid,4957.38,5191.54,6763.53,36.43
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,BYDDY,rolling_52w_104_156,52,fixed_weekly_dca,5085.98,5200.0,5157.46,1.41
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,BYDDY,rolling_52w_104_156,52,simple_dip_buy,5085.98,5085.98,5278.26,3.78
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,BYDDY,rolling_52w_104_156,52,risk_adjusted_v2,5085.98,5169.77,5194.16,2.13
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,BYDDY,rolling_52w_104_156,52,hybrid_70_30,5085.98,5167.08,5191.74,2.08
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,BYDDY,rolling_52w_104_156,52,hybrid_80_20,5085.98,5178.63,5179.65,1.84
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,BYDDY,rolling_52w_104_156,52,trend_aware_hybrid,5085.98,5197.93,5160.56,1.47
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,KO,rolling_52w_104_156,52,fixed_weekly_dca,5125.69,5200.0,5501.38,7.33
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,KO,rolling_52w_104_156,52,simple_dip_buy,5125.69,5125.69,5576.39,8.79
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,KO,rolling_52w_104_156,52,risk_adjusted_v2,5125.69,5197.2,5503.78,7.38
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,KO,rolling_52w_104_156,52,hybrid_70_30,5125.69,5180.07,5521.28,7.72
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,KO,rolling_52w_104_156,52,hybrid_80_20,5125.69,5187.85,5513.5,7.57
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,KO,rolling_52w_104_156,52,trend_aware_hybrid,5125.69,5190.67,5510.7,7.51
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,MSFT,rolling_52w_104_156,52,fixed_weekly_dca,5080.74,5200.0,5824.04,14.63
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,MSFT,rolling_52w_104_156,52,simple_dip_buy,5080.74,5080.74,5949.04,17.09
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,MSFT,rolling_52w_104_156,52,risk_adjusted_v2,5080.74,5196.1,5826.95,14.69
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,MSFT,rolling_52w_104_156,52,hybrid_70_30,5080.74,5166.76,5858.23,15.3
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,MSFT,rolling_52w_104_156,52,hybrid_80_20,5080.74,5179.03,5845.52,15.05
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,MSFT,rolling_52w_104_156,52,trend_aware_hybrid,5080.74,5195.77,5828.66,14.72
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,NVDA,rolling_52w_104_156,52,fixed_weekly_dca,4708.2,5200.0,10227.32,117.22
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,NVDA,rolling_52w_104_156,52,simple_dip_buy,4708.2,4708.2,10951.92,132.61
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,NVDA,rolling_52w_104_156,52,risk_adjusted_v2,4708.2,4873.87,10726.68,127.83
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,NVDA,rolling_52w_104_156,52,hybrid_70_30,4708.2,5056.1,10426.33,121.45
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,NVDA,rolling_52w_104_156,52,hybrid_80_20,4708.2,5105.82,10357.1,119.98
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,NVDA,rolling_52w_104_156,52,trend_aware_hybrid,4708.2,5200.0,10231.72,117.32
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,portfolio,all_symbols,all_symbols,rolling_52w_104_156,52,fixed_weekly_dca,30086.08,31200.0,39336.27,30.75
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,portfolio,all_symbols,all_symbols,rolling_52w_104_156,52,simple_dip_buy,30086.08,30086.08,40387.59,34.24
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,portfolio,all_symbols,all_symbols,rolling_52w_104_156,52,risk_adjusted_v2,30086.08,30707.8,39763.87,32.17
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,portfolio,all_symbols,all_symbols,rolling_52w_104_156,52,hybrid_70_30,30086.08,30878.43,39632.13,31.73
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,portfolio,all_symbols,all_symbols,rolling_52w_104_156,52,hybrid_80_20,30086.08,30991.63,39527.44,31.38
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,portfolio,all_symbols,all_symbols,rolling_52w_104_156,52,trend_aware_hybrid,30086.08,31164.97,39383.27,30.9
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,AAPL,rolling_52w_117_169,52,fixed_weekly_dca,5079.91,5200.0,5893.05,16.01
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,AAPL,rolling_52w_117_169,52,simple_dip_buy,5079.91,5079.91,6026.04,18.62
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,AAPL,rolling_52w_117_169,52,risk_adjusted_v2,5079.91,5174.97,5914.72,16.43
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,AAPL,rolling_52w_117_169,52,hybrid_70_30,5079.91,5165.37,5930.56,16.75
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,AAPL,rolling_52w_117_169,52,hybrid_80_20,5079.91,5177.58,5917.19,16.48
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,AAPL,rolling_52w_117_169,52,trend_aware_hybrid,5079.91,5200.0,5892.35,15.99
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,ASML,rolling_52w_117_169,52,fixed_weekly_dca,5066.4,5200.0,4693.55,-7.36
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,ASML,rolling_52w_117_169,52,simple_dip_buy,5066.4,5066.4,4836.25,-4.54
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,ASML,rolling_52w_117_169,52,risk_adjusted_v2,5066.4,5200.0,4689.1,-7.45
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,ASML,rolling_52w_117_169,52,hybrid_70_30,5066.4,5163.15,4732.24,-6.6
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,ASML,rolling_52w_117_169,52,hybrid_80_20,5066.4,5176.97,4717.7,-6.88
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,ASML,rolling_52w_117_169,52,trend_aware_hybrid,5066.4,5200.0,4689.06,-7.45
equal_total_invested_normalized_not_real_account_path,true_weekly_contribution,ticker,all_symbols,BYDDY,rolling_52w_117_169,52,fixed_weekly_dca,5068.77,5200.0,5446.33,7.45
