ticker,date,close,weekly_return,momentum_4w,momentum_12w,volatility_12w,drawdown_from_52w_high,sma_10,sma_20,rsi_14,macd,macd_signal,macd_histogram
BYDDY,2022-08-08,12.218333,-0.002992,-0.02578078,0.10108134,0.04893548,0.11128622,12.6755,11.51258335,55.15007256,0.56305455,0.5391477,0.02390685
BYDDY,2022-08-15,11.625,-0.04856088,-0.02351953,0.0017234,0.05008134,0.15444294,12.5333333,11.6121667,50.54112479,0.47993395,0.52730495,-0.047371
BYDDY,2022-08-22,11.245,-0.03268817,-0.07625956,-0.07701776,0.04845092,0.18208266,12.4148333,11.6736667,47.78669042,0.37902825,0.49764961,-0.11862136
BYDDY,2022-08-29,9.141667,-0.18704606,-0.25404594,-0.29931016,0.06562288,0.33507088,12.014,11.6324167,36.06922951,0.12786442,0.42369257,-0.29582815
BYDDY,2022-09-05,9.433333,0.03190512,-0.22793617,-0.24108343,0.06736397,0.31385623,11.6286666,11.61983335,38.32752311,-0.0471067,0.32953272,-0.37663942
BYDDY,2022-09-12,9.043333,-0.04134276,-0.22207888,-0.31229407,0.06280301,0.34222331,11.1581666,11.58925,36.47229611,-0.21476662,0.22067285,-0.43543947
BYDDY,2022-09-19,8.855,-0.02082562,-0.21253891,-0.33354242,0.06167104,0.35592191,10.7894999,11.55566665,35.57672763,-0.35870034,0.10479821,-0.46349855
BYDDY,2022-09-26,8.191667,-0.07491056,-0.10391978,-0.40417016,0.05905717,0.40417016,10.4181666,11.45875,32.54551306,-0.52029662,-0.02022076,-0.50007587
BYDDY,2022-10-03,8.25,0.00712102,-0.12544167,-0.34219271,0.0584997,0.39992725,10.0258333,11.31641665,33.08544456,-0.63632074,-0.14344075,-0.49287999
BYDDY,2022-10-10,8.096667,-0.01858582,-0.10468109,-0.31989357,0.05832721,0.41108009,9.61,11.141,32.35238357,-0.73220301,-0.2611932,-0.4710098
BYDDY,2022-10-17,8.5,0.0498147,-0.04009034,-0.30175245,0.06102509,0.38174323,9.2381667,10.95683335,36.34751706,-0.76680554,-0.36231567,-0.40448986
BYDDY,2022-10-24,7.311667,-0.13980388,-0.10742624,-0.40337275,0.06781226,0.46817792,8.8068334,10.67008335,30.61136587,-0.87997305,-0.46584715,-0.4141259
BYDDY,2022-10-31,8.123333,0.11100971,-0.01535358,-0.3351521,0.08028088,0.40914051,8.4946667,10.45475,37.82844475,-0.89386058,-0.55144983,-0.34241075
BYDDY,2022-11-07,8.255,0.01620849,0.01955533,-0.28989247,0.08111641,0.39956357,8.406,10.21,38.9379485,-0.88405134,-0.61797013,-0.2660812
BYDDY,2022-11-14,7.878333,-0.04562895,-0.07313729,-0.29939235,0.08131473,0.42696085,8.2505,9.9395833,36.90871828,-0.89633888,-0.67364388,-0.222695
BYDDY,2022-11-21,7.293333,-0.07425429,-0.0025075,-0.20218785,0.06610391,0.46951147,8.0755,9.6168333,33.94951495,-0.94241785,-0.72739868,-0.21501917
BYDDY,2022-11-28,8.666667,0.18829992,0.0668856,-0.08127202,0.08824675,0.36962052,8.0566667,9.4230833,45.08143359,-0.8582261,-0.75356416,-0.10466193
BYDDY,2022-12-05,8.988333,0.03711531,0.08883501,-0.00608183,0.08810049,0.34622379,8.1363333,9.27724995,47.32090731,-0.75682357,-0.75421604,-0.00260753
BYDDY,2022-12-12,8.801667,-0.02076759,0.11719916,-0.00602292,0.08809907,0.35980115,8.1915,9.10866665,46.14493905,-0.68364312,-0.74010146,0.05645834
BYDDY,2022-12-19,8.166667,-0.07214542,0.11974416,-0.00305188,0.0878802,0.40598857,8.1985,8.90425,42.29442389,-0.66917247,-0.72591566,0.05674319
BYDDY,2022-12-26,8.19,0.0028571,-0.05500004,-0.00727273,0.08787152,0.40429141,8.1675,8.70283335,42.48434026,-0.64834785,-0.7104021,0.06205425
BYDDY,2023-01-02,8.75,0.06837607,-0.02651582,0.0806916,0.08951414,0.3635592,8.3113333,8.55908335,46.99331114,-0.57997132,-0.68431594,0.10434463
BYDDY,2023-01-09,9.85,0.12571429,0.11910619,0.15882353,0.09508438,0.2835495,8.484,8.48933335,54.53335056,-0.43204131,-0.63386102,0.2018197
