date,strategy,ticker,price,weekly_return,buy_multiplier,desired_amount,submitted_amount,submitted_size,cash_before_order
2024-02-26,fixed_weekly_dca,ASML,990.940002,0.06181624,1.0,100.0,0.172368,0.00017394,0.574558
2024-03-04,fixed_weekly_dca,ASML,994.330017,0.00342101,1.0,100.0,0.12058,0.00012127,0.401932
2024-03-11,fixed_weekly_dca,ASML,940.210022,-0.0544286,1.0,100.0,0.08634,9.183e-05,0.287802
2024-03-18,fixed_weekly_dca,ASML,979.960022,0.04227779,1.0,100.0,0.060399,6.163e-05,0.201332
2024-03-25,fixed_weekly_dca,ASML,970.469971,-0.00968412,1.0,100.0,0.042437,4.373e-05,0.141457
2024-04-01,fixed_weekly_dca,ASML,979.549988,0.00935631,1.0,100.0,0.029687,3.031e-05,0.098956
2024-04-08,fixed_weekly_dca,ASML,961.840027,-0.01807969,1.0,100.0,0.020933,2.176e-05,0.069777
2024-04-15,fixed_weekly_dca,ASML,859.539978,-0.10635869,1.0,100.0,0.015315,1.782e-05,0.051052
2024-04-22,fixed_weekly_dca,ASML,918.969971,0.06914163,1.0,100.0,0.010714,1.166e-05,0.035713
2024-04-29,fixed_weekly_dca,ASML,901.630005,-0.01886891,1.0,100.0,0.007557,8.38e-06,0.025191
2024-05-06,fixed_weekly_dca,ASML,930.289978,0.03178684,1.0,100.0,0.005287,5.68e-06,0.017622
2024-05-13,fixed_weekly_dca,ASML,924.969971,-0.00571865,1.0,100.0,0.003708,4.01e-06,0.012361
2024-05-20,fixed_weekly_dca,ASML,956.219971,0.03378488,1.0,100.0,0.002594,2.71e-06,0.008647
2024-05-27,fixed_weekly_dca,ASML,960.349976,0.0043191,1.0,100.0,0.001815,1.89e-06,0.006049
2024-06-03,fixed_weekly_dca,ASML,1028.420044,0.07088048,1.0,100.0,0.001269,1.23e-06,0.004231
2024-06-10,fixed_weekly_dca,ASML,1027.900024,-0.00050565,1.0,100.0,0.000888,8.6e-07,0.002961
2024-06-17,fixed_weekly_dca,ASML,1036.599976,0.00846381,1.0,100.0,0.000621,6e-07,0.002072
2024-06-24,fixed_weekly_dca,ASML,1022.72998,-0.01338028,1.0,100.0,0.000437,4.3e-07,0.001458
2024-07-01,fixed_weekly_dca,ASML,1074.47998,0.05059987,1.0,100.0,0.000306,2.8e-07,0.00102
2024-07-08,fixed_weekly_dca,ASML,1085.26001,0.01003279,1.0,100.0,0.000214,2e-07,0.000713
2024-07-15,fixed_weekly_dca,ASML,895.369995,-0.17497191,1.0,100.0,0.000161,1.8e-07,0.000537
2024-07-22,fixed_weekly_dca,ASML,888.390015,-0.00779564,1.0,100.0,0.000113,1.3e-07,0.000377
2024-07-29,fixed_weekly_dca,ASML,809.349976,-0.08896998,1.0,100.0,8.2e-05,1e-07,0.000274
2024-08-05,fixed_weekly_dca,ASML,860.549988,0.06326066,1.0,100.0,5.7e-05,7e-08,0.000191
2024-08-12,fixed_weekly_dca,ASML,918.659973,0.06752657,1.0,100.0,4e-05,4e-08,0.000134
2024-08-19,fixed_weekly_dca,ASML,907.26001,-0.01240934,1.0,100.0,2.8e-05,3e-08,9.4e-05
2024-08-26,fixed_weekly_dca,ASML,903.869995,-0.00373654,1.0,100.0,2e-05,2e-08,6.6e-05
2024-09-02,fixed_weekly_dca,ASML,752.789978,-0.16714795,0.5,50.0,1.5e-05,2e-08,5e-05
2024-09-09,fixed_weekly_dca,ASML,816.359985,0.08444587,1.0,100.0,1e-05,1e-08,3.5e-05
2024-09-16,fixed_weekly_dca,ASML,795.280029,-0.02582189,1.0,100.0,7e-06,1e-08,2.5e-05
2024-09-23,fixed_weekly_dca,ASML,841.539978,0.05816813,1.0,100.0,5e-06,1e-08,1.7e-05
2024-09-30,fixed_weekly_dca,ASML,833.0,-0.01014804,1.0,100.0,4e-06,0.0,1.2e-05
2024-10-07,fixed_weekly_dca,ASML,840.690002,0.0092317,1.0,100.0,3e-06,0.0,8e-06
2024-10-14,fixed_weekly_dca,ASML,723.26001,-0.13968287,0.5,50.0,2e-06,0.0,6e-06
2024-10-21,fixed_weekly_dca,ASML,711.700012,-0.01598318,0.5,50.0,1e-06,0.0,4e-06
2024-10-28,fixed_weekly_dca,ASML,674.72998,-0.05194609,0.5,50.0,1e-06,0.0,3e-06
2024-11-04,fixed_weekly_dca,ASML,669.469971,-0.00779572,0.5,50.0,1e-06,0.0,2e-06
2024-11-11,fixed_weekly_dca,ASML,658.630005,-0.01619186,0.5,50.0,0.0,0.0,2e-06
2024-11-18,fixed_weekly_dca,ASML,672.880005,0.02163582,0.5,50.0,0.0,0.0,1e-06
2024-11-25,fixed_weekly_dca,ASML,686.609985,0.0204048,0.5,50.0,0.0,0.0,1e-06
2024-12-02,fixed_weekly_dca,ASML,708.97998,0.03258035,0.5,50.0,0.0,0.0,1e-06
2024-12-09,fixed_weekly_dca,ASML,718.580017,0.01354063,0.5,50.0,0.0,0.0,0.0
2024-12-16,fixed_weekly_dca,ASML,705.679993,-0.01795211,0.5,50.0,0.0,0.0,0.0
2024-12-23,fixed_weekly_dca,ASML,713.590027,0.01120909,0.5,50.0,0.0,0.0,0.0
2024-12-30,fixed_weekly_dca,ASML,714.359985,0.00107899,0.5,50.0,0.0,0.0,0.0
2025-01-06,fixed_weekly_dca,ASML,739.01001,0.03450645,0.5,50.0,0.0,0.0,0.0
2025-01-13,fixed_weekly_dca,ASML,756.330017,0.02343677,0.5,50.0,0.0,0.0,0.0
2025-01-20,fixed_weekly_dca,ASML,732.25,-0.03183798,0.5,50.0,0.0,0.0,0.0
2025-01-27,fixed_weekly_dca,ASML,739.309998,0.00964151,0.5,50.0,0.0,0.0,0.0
2025-02-03,fixed_weekly_dca,ASML,727.700012,-0.01570381,0.5,50.0,0.0,0.0,0.0
2025-02-10,fixed_weekly_dca,ASML,751.549988,0.03277446,0.5,50.0,0.0,0.0,0.0
2025-02-17,fixed_weekly_dca,ASML,737.210022,-0.01908052,0.5,50.0,0.0,0.0,0.0
2025-02-24,fixed_weekly_dca,ASML,709.080017,-0.03815738,0.5,50.0,0.0,0.0,0.0
2025-03-03,fixed_weekly_dca,ASML,732.219971,0.03263377,0.5,50.0,0.0,0.0,0.0
2025-03-10,fixed_weekly_dca,ASML,714.0,-0.02488319,0.5,50.0,0.0,0.0,0.0
2025-03-17,fixed_weekly_dca,ASML,716.219971,0.0031092,0.5,50.0,0.0,0.0,0.0
2025-03-24,fixed_weekly_dca,ASML,674.580017,-0.0581385,0.5,50.0,0.0,0.0,0.0
2025-03-31,fixed_weekly_dca,ASML,605.549988,-0.10233038,0.5,50.0,0.0,0.0,0.0
2025-04-07,fixed_weekly_dca,ASML,668.809998,0.10446703,0.5,50.0,0.0,0.0,0.0
2025-04-14,fixed_weekly_dca,ASML,640.159973,-0.04283732,0.5,50.0,0.0,0.0,0.0
2025-04-21,fixed_weekly_dca,ASML,677.27002,0.05796996,0.5,50.0,0.0,0.0,0.0
2025-04-28,fixed_weekly_dca,ASML,690.330017,0.01928329,0.5,50.0,0.0,0.0,0.0
2025-05-05,fixed_weekly_dca,ASML,706.210022,0.0230035,0.5,50.0,0.0,0.0,0.0
2025-05-12,fixed_weekly_dca,ASML,748.099976,0.05931657,0.5,50.0,0.0,0.0,0.0
2025-05-19,fixed_weekly_dca,ASML,732.48999,-0.02086618,0.5,50.0,0.0,0.0,0.0
2025-05-26,fixed_weekly_dca,ASML,736.77002,0.00584312,0.5,50.0,0.0,0.0,0.0
2025-06-02,fixed_weekly_dca,ASML,753.02002,0.02205573,0.5,50.0,0.0,0.0,0.0
2025-06-09,fixed_weekly_dca,ASML,761.0,0.0105973,1.0,100.0,0.0,0.0,0.0
2025-06-16,fixed_weekly_dca,ASML,756.530029,-0.00587381,0.5,50.0,0.0,0.0,0.0
2025-06-23,fixed_weekly_dca,ASML,795.950012,0.0521063,1.0,100.0,0.0,0.0,0.0
2025-06-30,fixed_weekly_dca,ASML,794.5,-0.00182174,1.0,100.0,0.0,0.0,0.0
2025-07-07,fixed_weekly_dca,ASML,801.929993,0.00935178,1.0,100.0,0.0,0.0,0.0
2025-07-14,fixed_weekly_dca,ASML,734.580017,-0.08398486,0.5,50.0,0.0,0.0,0.0
2025-07-21,fixed_weekly_dca,ASML,711.25,-0.03175967,0.5,50.0,0.0,0.0,0.0
2025-07-28,fixed_weekly_dca,ASML,689.820007,-0.03013004,0.5,50.0,0.0,0.0,0.0
2025-08-04,fixed_weekly_dca,ASML,722.320007,0.04711374,0.5,50.0,0.0,0.0,0.0
2025-08-11,fixed_weekly_dca,ASML,742.159973,0.027467,0.5,50.0,0.0,0.0,0.0
2025-08-18,fixed_weekly_dca,ASML,754.890015,0.01715269,0.5,50.0,0.0,0.0,0.0
2025-08-25,fixed_weekly_dca,ASML,742.619995,-0.01625405,0.5,50.0,0.0,0.0,0.0
2025-09-01,fixed_weekly_dca,ASML,781.700012,0.05262451,1.0,100.0,0.0,0.0,0.0
2025-09-08,fixed_weekly_dca,ASML,813.869995,0.04115387,1.0,100.0,0.0,0.0,0.0
2025-09-15,fixed_weekly_dca,ASML,932.150024,0.14533037,1.0,100.0,0.0,0.0,0.0
2025-09-22,fixed_weekly_dca,ASML,951.52002,0.02077991,1.0,100.0,0.0,0.0,0.0
2025-09-29,fixed_weekly_dca,ASML,1032.219971,0.08481162,1.0,100.0,0.0,0.0,0.0
2025-10-06,fixed_weekly_dca,ASML,936.190002,-0.09303247,1.0,100.0,0.0,0.0,0.0
2025-10-13,fixed_weekly_dca,ASML,1029.27002,0.09942428,1.0,100.0,0.0,0.0,0.0
2025-10-20,fixed_weekly_dca,ASML,1033.099976,0.00372104,1.0,100.0,0.0,0.0,0.0
2025-10-27,fixed_weekly_dca,ASML,1059.22998,0.02529281,1.0,100.0,0.0,0.0,0.0
2025-11-03,fixed_weekly_dca,ASML,1016.960022,-0.03990631,1.0,100.0,0.0,0.0,0.0
2025-11-10,fixed_weekly_dca,ASML,1006.97998,-0.0098136,1.0,100.0,0.0,0.0,0.0
2025-11-17,fixed_weekly_dca,ASML,966.570007,-0.04012987,1.0,100.0,0.0,0.0,0.0
2025-11-24,fixed_weekly_dca,ASML,1060.0,0.09666138,1.0,100.0,0.0,0.0,0.0
2025-12-01,fixed_weekly_dca,ASML,1099.469971,0.03723582,1.0,100.0,0.0,0.0,0.0
2025-12-08,fixed_weekly_dca,ASML,1080.849976,-0.01693543,1.0,100.0,0.0,0.0,0.0
2025-12-15,fixed_weekly_dca,ASML,1056.02002,-0.02297262,1.0,100.0,0.0,0.0,0.0
2025-12-22,fixed_weekly_dca,ASML,1072.75,0.01584248,1.0,100.0,0.0,0.0,0.0
2025-12-29,fixed_weekly_dca,ASML,1163.780029,0.0848567,1.0,100.0,0.0,0.0,0.0
2026-01-05,fixed_weekly_dca,ASML,1273.880005,0.09460549,1.0,100.0,0.0,0.0,0.0
2026-01-12,fixed_weekly_dca,ASML,1358.569946,0.06648188,1.0,100.0,0.0,0.0,0.0
2026-01-19,fixed_weekly_dca,ASML,1389.040039,0.02242806,1.0,100.0,0.0,0.0,0.0
2026-01-26,fixed_weekly_dca,ASML,1423.0,0.02444851,1.0,100.0,0.0,0.0,0.0
2026-02-02,fixed_weekly_dca,ASML,1413.01001,-0.00702037,1.0,100.0,0.0,0.0,0.0
2026-02-09,fixed_weekly_dca,ASML,1406.609985,-0.00452936,1.0,100.0,0.0,0.0,0.0
2026-02-16,fixed_weekly_dca,ASML,1469.589966,0.0447743,1.0,100.0,0.0,0.0,0.0
2026-02-23,fixed_weekly_dca,ASML,1450.560059,-0.01294913,1.0,100.0,0.0,0.0,0.0
2026-03-02,fixed_weekly_dca,ASML,1292.800049,-0.108758,1.0,100.0,0.0,0.0,0.0
2026-03-09,fixed_weekly_dca,ASML,1345.689941,0.04091112,1.0,100.0,0.0,0.0,0.0
2026-03-16,fixed_weekly_dca,ASML,1317.25,-0.0211341,1.0,100.0,0.0,0.0,0.0
2026-03-23,fixed_weekly_dca,ASML,1302.469971,-0.01122037,1.0,100.0,0.0,0.0,0.0
2026-03-30,fixed_weekly_dca,ASML,1317.22998,0.01133232,1.0,100.0,0.0,0.0,0.0
2026-04-06,fixed_weekly_dca,ASML,1478.280029,0.12226418,1.0,100.0,0.0,0.0,0.0
2026-04-13,fixed_weekly_dca,ASML,1459.800049,-0.012501,1.0,100.0,0.0,0.0,0.0
2026-04-20,fixed_weekly_dca,ASML,1457.699951,-0.00143862,1.0,100.0,0.0,0.0,0.0
2026-04-27,fixed_weekly_dca,ASML,1427.02002,-0.02104681,1.0,100.0,0.0,0.0,0.0
2026-05-04,fixed_weekly_dca,ASML,1592.02002,0.11562557,1.0,100.0,0.0,0.0,0.0
2026-05-11,fixed_weekly_dca,ASML,1501.810059,-0.05666384,1.0,100.0,0.0,0.0,0.0
2026-05-18,fixed_weekly_dca,ASML,1632.900024,0.08728798,1.0,100.0,0.0,0.0,0.0
2026-05-25,fixed_weekly_dca,ASML,1612.76001,-0.01233389,1.0,100.0,0.0,0.0,0.0
2026-06-01,fixed_weekly_dca,ASML,1641.73999,0.01796918,1.0,100.0,0.0,0.0,0.0
2026-06-05,fixed_weekly_dca,ASML,1641.73999,0.0,1.0,100.0,0.0,0.0,0.0
2021-06-14,fixed_weekly_dca,KO,53.77,-0.04255698,1.0,100.0,100.0,1.85977311,10000.0
2021-06-21,fixed_weekly_dca,KO,54.32,0.01022875,1.0,100.0,100.0,1.84094256,9899.84995
2021-06-28,fixed_weekly_dca,KO,54.18,-0.00257732,1.0,100.0,100.0,1.84569952,9800.00794
2021-07-05,fixed_weekly_dca,KO,54.459999,0.00516794,1.0,100.0,100.0,1.8362101,9699.85789
2021-07-12,fixed_weekly_dca,KO,56.400002,0.03562253,1.0,100.0,100.0,1.77304958,9599.70784
2021-07-19,fixed_weekly_dca,KO,57.009998,0.01081553,1.0,100.0,100.0,1.75407829,9499.55779
2021-07-26,fixed_weekly_dca,KO,57.029999,0.00035083,1.0,100.0,100.0,1.75346312,9399.422671
2021-08-02,fixed_weekly_dca,KO,56.639999,-0.00683851,1.0,100.0,100.0,1.76553675,9300.007206
2021-08-09,fixed_weekly_dca,KO,57.23,0.01041668,1.0,100.0,100.0,1.74733531,9199.857156
2021-08-16,fixed_weekly_dca,KO,56.639999,-0.0103093,1.0,100.0,100.0,1.76553675,9100.789116
2021-08-23,fixed_weekly_dca,KO,55.650002,-0.01747876,1.0,100.0,100.0,1.79694513,9002.43874
2021-08-30,fixed_weekly_dca,KO,56.73,0.01940697,1.0,100.0,100.0,1.76273577,8902.28869
2021-09-06,fixed_weekly_dca,KO,55.610001,-0.01974262,1.0,100.0,100.0,1.79823769,8804.164927
2021-09-13,fixed_weekly_dca,KO,54.439999,-0.02103942,1.0,100.0,100.0,1.83688468,8706.170972
2021-09-20,fixed_weekly_dca,KO,53.889999,-0.01010287,1.0,100.0,100.0,1.85563188,8607.082269
2021-09-27,fixed_weekly_dca,KO,53.02,-0.01614398,1.0,100.0,100.0,1.88608072,8508.598282
2021-10-04,fixed_weekly_dca,KO,54.119999,0.02074687,1.0,100.0,100.0,1.84774578,8408.448232
2021-10-11,fixed_weekly_dca,KO,54.48,0.0066519,1.0,100.0,100.0,1.83553598,8308.298182
2021-10-18,fixed_weekly_dca,KO,54.450001,-0.00055064,1.0,100.0,100.0,1.83654726,8208.253301
2021-10-25,fixed_weekly_dca,KO,56.369999,0.03526167,1.0,100.0,100.0,1.77399329,8108.103251
2021-11-01,fixed_weekly_dca,KO,56.84,0.00833779,1.0,100.0,100.0,1.75932442,8007.953201
2021-11-08,fixed_weekly_dca,KO,56.610001,-0.00404643,1.0,100.0,100.0,1.76647232,7908.258248
2021-11-15,fixed_weekly_dca,KO,55.130001,-0.02614379,1.0,100.0,100.0,1.8138944,7810.775242
2021-11-22,fixed_weekly_dca,KO,53.73,-0.02539454,1.0,100.0,100.0,1.86115764,7713.217235
2021-11-29,fixed_weekly_dca,KO,53.540001,-0.00353618,1.0,100.0,100.0,1.86776239,7613.471207
2021-12-06,fixed_weekly_dca,KO,56.279999,0.05117665,1.0,100.0,100.0,1.77683017,7513.321157
2021-12-13,fixed_weekly_dca,KO,57.73,0.02576406,1.0,100.0,100.0,1.73220163,7413.171107
2021-12-20,fixed_weekly_dca,KO,58.220001,0.00848781,1.0,100.0,100.0,1.71762278,7313.021057
2021-12-27,fixed_weekly_dca,KO,59.209999,0.01700443,1.0,100.0,100.0,1.68890393,7212.871007
2022-01-03,fixed_weekly_dca,KO,60.330002,0.01891577,1.0,100.0,100.0,1.65755009,7112.720957
2022-01-10,fixed_weekly_dca,KO,61.389999,0.01756998,1.0,100.0,100.0,1.62892982,7012.570907
2022-01-17,fixed_weekly_dca,KO,60.450001,-0.01531191,1.0,100.0,100.0,1.65425969,6914.003629
2022-01-24,fixed_weekly_dca,KO,60.84,0.0064516,1.0,100.0,100.0,1.64365549,6813.853579
2022-01-31,fixed_weekly_dca,KO,60.959999,0.00197237,1.0,100.0,100.0,1.64041997,6713.703529
2022-02-07,fixed_weekly_dca,KO,60.290001,-0.01099078,1.0,100.0,100.0,1.65864983,6614.703706
2022-02-14,fixed_weekly_dca,KO,62.540001,0.03731962,1.0,100.0,100.0,1.59897663,6514.553656
2022-02-21,fixed_weekly_dca,KO,62.849998,0.00495678,1.0,100.0,100.0,1.59108995,6414.403606
2022-02-28,fixed_weekly_dca,KO,62.57,-0.00445502,1.0,100.0,100.0,1.59821,6314.749554
2022-03-07,fixed_weekly_dca,KO,57.919998,-0.0743168,1.0,100.0,100.0,1.7265194,6222.088665
2022-03-14,fixed_weekly_dca,KO,60.099998,0.03763812,1.0,100.0,100.0,1.66389357,6121.938615
2022-03-21,fixed_weekly_dca,KO,61.529999,0.02379369,1.0,100.0,100.0,1.62522349,6021.788565
2022-03-28,fixed_weekly_dca,KO,62.869999,0.02177799,1.0,100.0,100.0,1.59058377,5921.638515
2022-04-04,fixed_weekly_dca,KO,63.830002,0.01526965,1.0,100.0,100.0,1.5666614,5821.488465
2022-04-11,fixed_weekly_dca,KO,65.019997,0.01864319,1.0,100.0,100.0,1.53798838,5721.338415
2022-04-18,fixed_weekly_dca,KO,65.25,0.00353742,1.0,100.0,100.0,1.53256705,5621.188365
2022-04-25,fixed_weekly_dca,KO,64.610001,-0.00980841,1.0,100.0,100.0,1.547748,5522.070187
2022-05-02,fixed_weekly_dca,KO,64.739998,0.00201203,1.0,100.0,100.0,1.54464015,5421.920137
2022-05-09,fixed_weekly_dca,KO,65.720001,0.01513752,1.0,100.0,100.0,1.52160679,5321.770087
2022-05-16,fixed_weekly_dca,KO,60.98,-0.07212418,1.0,100.0,100.0,1.63988193,5228.889717
2022-05-23,fixed_weekly_dca,KO,64.68,0.06067563,1.0,100.0,100.0,1.54607297,5128.739667
2022-05-30,fixed_weekly_dca,KO,62.970001,-0.02643783,1.0,100.0,100.0,1.58805778,5031.286094
2022-06-06,fixed_weekly_dca,KO,61.41,-0.02477372,1.0,100.0,100.0,1.62839928,4933.665943
2022-06-13,fixed_weekly_dca,KO,59.43,-0.03224231,1.0,100.0,100.0,1.68265186,4836.793398
2022-06-20,fixed_weekly_dca,KO,63.040001,0.06074375,1.0,100.0,100.0,1.58629439,4736.643348
2022-06-27,fixed_weekly_dca,KO,64.379997,0.02125628,1.0,100.0,100.0,1.55327749,4636.493298
2022-07-04,fixed_weekly_dca,KO,63.139999,-0.01926061,1.0,100.0,100.0,1.5837821,4538.321285
2022-07-11,fixed_weekly_dca,KO,62.5,-0.01013619,1.0,100.0,100.0,1.6,4439.235918
2022-07-18,fixed_weekly_dca,KO,61.59,-0.01456,1.0,100.0,100.0,1.6236402,4340.593374
2022-07-25,fixed_weekly_dca,KO,64.169998,0.04188988,1.0,100.0,100.0,1.55836065,4240.443324
2022-08-01,fixed_weekly_dca,KO,63.380001,-0.012311,1.0,100.0,100.0,1.57778477,4141.575655
2022-08-08,fixed_weekly_dca,KO,63.700001,0.00504891,1.0,100.0,100.0,1.56985869,4041.425605
2022-08-15,fixed_weekly_dca,KO,65.169998,0.02307688,1.0,100.0,100.0,1.53444841,3941.275555
2022-08-22,fixed_weekly_dca,KO,63.110001,-0.03160959,1.0,100.0,100.0,1.58453491,3844.339675
2022-08-29,fixed_weekly_dca,KO,61.150002,-0.03105687,1.0,100.0,100.0,1.63532292,3747.348468
2022-09-05,fixed_weekly_dca,KO,62.32,0.01913325,1.0,100.0,100.0,1.60462131,3647.198418
2022-09-12,fixed_weekly_dca,KO,59.540001,-0.04460846,1.0,100.0,100.0,1.67954314,3551.563724
2022-09-19,fixed_weekly_dca,KO,58.599998,-0.01578776,1.0,100.0,100.0,1.7064847,3453.044079
2022-09-26,fixed_weekly_dca,KO,56.02,-0.04402727,1.0,100.0,100.0,1.78507676,3357.351209
2022-10-03,fixed_weekly_dca,KO,54.509998,-0.02695469,1.0,100.0,100.0,1.83452584,3259.949373
2022-10-10,fixed_weekly_dca,KO,54.98,0.00862231,1.0,100.0,100.0,1.81884322,3159.799323
2022-10-17,fixed_weekly_dca,KO,55.959999,0.01782465,1.0,100.0,100.0,1.78699074,3059.649273
2022-10-24,fixed_weekly_dca,KO,60.759998,0.08577554,1.0,100.0,100.0,1.64581967,2959.499223
2022-10-31,fixed_weekly_dca,KO,59.259998,-0.0246873,1.0,100.0,100.0,1.68747896,2861.870422
2022-11-07,fixed_weekly_dca,KO,61.32,0.0347621,1.0,100.0,100.0,1.6307893,2761.720372
2022-11-14,fixed_weekly_dca,KO,61.139999,-0.00293544,1.0,100.0,100.0,1.63559047,2661.914209
2022-11-21,fixed_weekly_dca,KO,62.689999,0.02535165,1.0,100.0,100.0,1.59515077,2561.764159
2022-11-28,fixed_weekly_dca,KO,64.349998,0.02647949,1.0,100.0,100.0,1.5540016,2461.614109
2022-12-05,fixed_weekly_dca,KO,63.139999,-0.0188034,1.0,100.0,100.0,1.5837821,2363.39633
2022-12-12,fixed_weekly_dca,KO,62.75,-0.00617673,1.0,100.0,100.0,1.5936255,2263.914621
2022-12-19,fixed_weekly_dca,KO,63.82,0.01705179,1.0,100.0,100.0,1.56690693,2163.764571
2022-12-26,fixed_weekly_dca,KO,63.610001,-0.00329049,1.0,100.0,100.0,1.57207984,2063.993949
2023-01-02,fixed_weekly_dca,KO,63.400002,-0.00330135,1.0,100.0,100.0,1.57728702,1964.224414
2023-01-09,fixed_weekly_dca,KO,61.43,-0.03107259,1.0,100.0,100.0,1.62786912,1867.23478
2023-01-16,fixed_weekly_dca,KO,60.080002,-0.0219762,1.0,100.0,100.0,1.66444735,1769.334598
2023-01-23,fixed_weekly_dca,KO,60.490002,0.00682423,1.0,100.0,100.0,1.65316576,1669.184548
2023-01-30,fixed_weekly_dca,KO,59.830002,-0.01091089,1.0,100.0,100.0,1.67140225,1570.176728
2023-02-06,fixed_weekly_dca,KO,59.619999,-0.00350999,1.0,100.0,100.0,1.67728953,1470.428079
2023-02-13,fixed_weekly_dca,KO,60.119999,0.00838645,1.0,100.0,100.0,1.66334001,1370.278029
2023-02-20,fixed_weekly_dca,KO,59.84,-0.00465734,1.0,100.0,100.0,1.67112299,1270.644228
2023-02-27,fixed_weekly_dca,KO,59.439999,-0.00668451,1.0,100.0,100.0,1.6823688,1171.213347
2023-03-06,fixed_weekly_dca,KO,59.209999,-0.00386945,1.0,100.0,100.0,1.68890393,1071.500679
2023-03-13,fixed_weekly_dca,KO,60.02,0.01368014,1.0,100.0,100.0,1.6661113,971.350629
2023-03-20,fixed_weekly_dca,KO,60.900002,0.01466181,1.0,100.0,100.0,1.64203607,871.200579
2023-03-27,fixed_weekly_dca,KO,62.029999,0.01855496,1.0,100.0,100.0,1.61212319,771.050529
2023-04-03,fixed_weekly_dca,KO,62.84,0.01305821,1.0,100.0,100.0,1.59134309,670.900479
2023-04-10,fixed_weekly_dca,KO,63.049999,0.0033418,1.0,100.0,100.0,1.58604285,570.750429
2023-04-17,fixed_weekly_dca,KO,64.050003,0.01586049,1.0,100.0,100.0,1.56128018,470.600379
2023-04-24,fixed_weekly_dca,KO,64.150002,0.00156126,1.0,100.0,100.0,1.55884641,370.450329
2023-05-01,fixed_weekly_dca,KO,64.019997,-0.00202658,1.0,100.0,81.165957,1.26782194,270.553189
2023-05-08,fixed_weekly_dca,KO,64.110001,0.00140587,1.0,100.0,56.779633,0.88565952,189.265443
2023-05-15,fixed_weekly_dca,KO,62.830002,-0.01996567,1.0,100.0,40.069142,0.63773899,133.563807
2023-05-22,fixed_weekly_dca,KO,60.259998,-0.04090409,1.0,100.0,28.528568,0.47342464,95.095227
2023-05-29,fixed_weekly_dca,KO,61.16,0.01493531,1.0,100.0,19.957155,0.32631059,66.523852
2023-06-05,fixed_weekly_dca,KO,60.470001,-0.01128187,1.0,100.0,14.031635,0.23204292,46.772118
2023-06-12,fixed_weekly_dca,KO,61.669998,0.0198445,1.0,100.0,9.815828,0.159167,32.719428
2023-06-19,fixed_weekly_dca,KO,61.200001,-0.00762116,1.0,100.0,6.8906,0.1125915,22.968667
2023-06-26,fixed_weekly_dca,KO,60.220001,-0.01601307,1.0,100.0,4.854488,0.08061255,16.181626
2023-07-03,fixed_weekly_dca,KO,59.759998,-0.00763871,1.0,100.0,3.407821,0.05702512,11.359403
2023-07-10,fixed_weekly_dca,KO,60.900002,0.01907637,1.0,100.0,2.383941,0.03914516,7.946469
2023-07-17,fixed_weekly_dca,KO,62.439999,0.02528731,1.0,100.0,1.667685,0.02670861,5.558951
2023-07-24,fixed_weekly_dca,KO,62.48,0.00064063,1.0,100.0,1.166629,0.01867204,3.888763
2023-07-31,fixed_weekly_dca,KO,60.709999,-0.02832908,1.0,100.0,0.826215,0.01360921,2.75405
2023-08-07,fixed_weekly_dca,KO,61.169998,0.00757699,1.0,100.0,0.577979,0.00944873,1.926595
2023-08-14,fixed_weekly_dca,KO,60.950001,-0.00359649,1.0,100.0,0.405036,0.00664538,1.35012
2023-08-21,fixed_weekly_dca,KO,60.389999,-0.00918789,1.0,100.0,0.284521,0.0047114,0.948404
2023-08-28,fixed_weekly_dca,KO,59.310001,-0.01788372,1.0,100.0,0.200607,0.00338235,0.668692
2023-09-04,fixed_weekly_dca,KO,58.330002,-0.01652333,1.0,100.0,0.14136,0.00242346,0.471201
2023-09-11,fixed_weekly_dca,KO,57.939999,-0.00668615,1.0,100.0,0.099194,0.00171201,0.330646
2023-09-18,fixed_weekly_dca,KO,57.599998,-0.00586816,1.0,100.0,0.069581,0.001208,0.231936
2023-09-25,fixed_weekly_dca,KO,55.98,-0.02812497,1.0,100.0,0.049273,0.00088019,0.164244
2023-10-02,fixed_weekly_dca,KO,53.139999,-0.05073242,1.0,100.0,0.035227,0.00066291,0.117424
2023-10-09,fixed_weekly_dca,KO,52.889999,-0.00470455,1.0,100.0,0.024698,0.00046697,0.082327
2023-10-16,fixed_weekly_dca,KO,54.57,0.03176406,1.0,100.0,0.017278,0.00031661,0.057592
2023-10-23,fixed_weekly_dca,KO,55.240002,0.01227784,1.0,100.0,0.012087,0.0002188,0.040289
2023-10-30,fixed_weekly_dca,KO,56.740002,0.02715424,1.0,100.0,0.008455,0.00014902,0.028184
2023-11-06,fixed_weekly_dca,KO,56.720001,-0.0003525,1.0,100.0,0.005917,0.00010432,0.019723
2023-11-13,fixed_weekly_dca,KO,57.259998,0.0095204,1.0,100.0,0.004139,7.229e-05,0.013797
2023-11-20,fixed_weekly_dca,KO,58.57,0.02287814,1.0,100.0,0.002896,4.944e-05,0.009652
2023-11-27,fixed_weekly_dca,KO,58.639999,0.00119513,1.0,100.0,0.002026,3.454e-05,0.006752
2023-12-04,fixed_weekly_dca,KO,58.610001,-0.00051156,1.0,100.0,0.001418,2.419e-05,0.004725
