date,breakdown_type,group,factor,horizon,n,total_rows,coverage,rank_ic,pearson_corr
2020-10-09,category,defensive_healthcare,momentum_12w,1w,6,6,1.0,0.31428571,0.23852674
2020-10-09,category,financial_payments,momentum_12w,1w,5,5,1.0,-0.5,-0.53168656
2020-10-09,category,industrial_diversified,momentum_12w,1w,4,4,1.0,-0.4,-0.49267686
2020-10-09,category,international,momentum_12w,1w,4,4,1.0,1.0,0.57801862
2020-10-09,category,semiconductors,momentum_12w,1w,7,7,1.0,-0.32142857,-0.35652176
2020-10-16,category,consumer_retail,momentum_12w,1w,6,6,1.0,0.31428571,0.56644821
2020-10-16,category,core_technology,momentum_12w,1w,6,6,1.0,-0.31428571,-0.40328531
2020-10-16,category,defensive_healthcare,momentum_12w,1w,6,6,1.0,0.14285714,-0.00267954
2020-10-16,category,financial_payments,momentum_12w,1w,5,5,1.0,-0.8,-0.8809928
2020-10-16,category,industrial_diversified,momentum_12w,1w,4,4,1.0,-1.0,-0.81209814
2020-10-16,category,international,momentum_12w,1w,4,4,1.0,0.4,0.92066643
2020-10-16,category,semiconductors,momentum_12w,1w,7,7,1.0,-0.03571429,0.2275261
2020-10-23,category,consumer_retail,momentum_12w,1w,6,6,1.0,-0.42857143,-0.6052784
2020-10-23,category,core_technology,momentum_12w,1w,6,6,1.0,-0.6,-0.39594243
2020-10-23,category,defensive_healthcare,momentum_12w,1w,6,6,1.0,0.08571429,-0.07826389
2020-10-23,category,financial_payments,momentum_12w,1w,5,5,1.0,-0.5,-0.55081073
2020-10-23,category,industrial_diversified,momentum_12w,1w,4,4,1.0,0.0,0.00872271
2020-10-23,category,international,momentum_12w,1w,4,4,1.0,0.2,0.84718635
2020-10-23,category,semiconductors,momentum_12w,1w,7,7,1.0,0.5,0.52854395
2020-10-30,category,consumer_retail,momentum_12w,1w,6,6,1.0,0.14285714,0.08818157
2020-10-30,category,core_technology,momentum_12w,1w,6,6,1.0,0.2,0.60771739
2020-10-30,category,defensive_healthcare,momentum_12w,1w,6,6,1.0,-0.14285714,-0.22984251
2020-10-30,category,financial_payments,momentum_12w,1w,5,5,1.0,0.0,-0.27642371
2020-10-30,category,industrial_diversified,momentum_12w,1w,4,4,1.0,-0.4,-0.32275197
2020-10-30,category,international,momentum_12w,1w,4,4,1.0,0.2,0.92247079
2020-10-30,category,semiconductors,momentum_12w,1w,7,7,1.0,0.10714286,0.38084986
2020-11-06,category,consumer_retail,momentum_12w,1w,6,6,1.0,0.6,0.37025926
2020-11-06,category,core_technology,momentum_12w,1w,6,6,1.0,-0.37142857,-0.46991821
2020-11-06,category,defensive_healthcare,momentum_12w,1w,6,6,1.0,-0.31428571,-0.2077674
2020-11-06,category,financial_payments,momentum_12w,1w,5,5,1.0,-0.5,-0.28266817
2020-11-06,category,industrial_diversified,momentum_12w,1w,4,4,1.0,-0.4,-0.4642567
2020-11-06,category,international,momentum_12w,1w,4,4,1.0,-0.4,-0.29626453
2020-11-06,category,semiconductors,momentum_12w,1w,7,7,1.0,0.28571429,0.25124203
2020-11-13,category,consumer_retail,momentum_12w,1w,6,6,1.0,0.77142857,0.70196392
2020-11-13,category,core_technology,momentum_12w,1w,6,6,1.0,-0.31428571,-0.42046049
2020-11-13,category,defensive_healthcare,momentum_12w,1w,6,6,1.0,-0.54285714,-0.48859514
2020-11-13,category,financial_payments,momentum_12w,1w,5,5,1.0,0.7,0.66954712
2020-11-13,category,industrial_diversified,momentum_12w,1w,4,4,1.0,0.4,0.88093021
2020-11-13,category,international,momentum_12w,1w,4,4,1.0,-0.4,-0.26302476
2020-11-13,category,semiconductors,momentum_12w,1w,7,7,1.0,0.5,0.4845881
2020-11-20,category,consumer_retail,momentum_12w,1w,6,6,1.0,-0.65714286,-0.68772705
2020-11-20,category,core_technology,momentum_12w,1w,6,6,1.0,-0.6,0.02713473
2020-11-20,category,defensive_healthcare,momentum_12w,1w,6,6,1.0,0.88571429,0.82504635
2020-11-20,category,financial_payments,momentum_12w,1w,5,5,1.0,0.5,0.54585144
2020-11-20,category,industrial_diversified,momentum_12w,1w,4,4,1.0,0.4,0.86660243
2020-11-20,category,international,momentum_12w,1w,4,4,1.0,0.4,0.60084356
2020-11-20,category,semiconductors,momentum_12w,1w,7,7,1.0,0.10714286,-0.24983372
2020-11-27,category,consumer_retail,momentum_12w,1w,6,6,1.0,0.77142857,0.77433366
2020-11-27,category,core_technology,momentum_12w,1w,6,6,1.0,0.02857143,0.11831737
2020-11-27,category,defensive_healthcare,momentum_12w,1w,6,6,1.0,-0.14285714,-0.09435547
2020-11-27,category,financial_payments,momentum_12w,1w,5,5,1.0,0.0,0.30879835
2020-11-27,category,industrial_diversified,momentum_12w,1w,4,4,1.0,0.4,0.44276063
2020-11-27,category,international,momentum_12w,1w,4,4,1.0,-0.2,-0.84890623
2020-11-27,category,semiconductors,momentum_12w,1w,7,7,1.0,0.25,0.37942731
2020-12-04,category,consumer_retail,momentum_12w,1w,6,6,1.0,0.54285714,0.49766607
2020-12-04,category,core_technology,momentum_12w,1w,6,6,1.0,-0.42857143,-0.42065255
2020-12-04,category,defensive_healthcare,momentum_12w,1w,6,6,1.0,-0.6,-0.85203872
2020-12-04,category,financial_payments,momentum_12w,1w,5,5,1.0,0.7,0.50591523
2020-12-04,category,industrial_diversified,momentum_12w,1w,4,4,1.0,0.4,0.75591193
2020-12-04,category,international,momentum_12w,1w,4,4,1.0,-0.4,-0.47245468
2020-12-04,category,semiconductors,momentum_12w,1w,7,7,1.0,-0.14285714,-0.22620548
2020-12-11,category,consumer_retail,momentum_12w,1w,6,6,1.0,-0.48571429,-0.70195861
2020-12-11,category,core_technology,momentum_12w,1w,6,6,1.0,-0.42857143,-0.72459989
2020-12-11,category,defensive_healthcare,momentum_12w,1w,6,6,1.0,0.2,0.53777297
2020-12-11,category,financial_payments,momentum_12w,1w,5,5,1.0,-0.9,-0.88964455
2020-12-11,category,industrial_diversified,momentum_12w,1w,4,4,1.0,-1.0,-0.73723734
2020-12-11,category,international,momentum_12w,1w,4,4,1.0,1.0,0.98824667
2020-12-11,category,semiconductors,momentum_12w,1w,7,7,1.0,-0.10714286,0.26989004
2020-12-18,category,consumer_retail,momentum_12w,1w,6,6,1.0,0.42857143,0.09674259
2020-12-18,category,core_technology,momentum_12w,1w,6,6,1.0,0.42857143,0.36817781
2020-12-18,category,defensive_healthcare,momentum_12w,1w,6,6,1.0,-0.02857143,-0.2294116
2020-12-18,category,financial_payments,momentum_12w,1w,5,5,1.0,0.9,0.81332135
2020-12-18,category,industrial_diversified,momentum_12w,1w,4,4,1.0,-0.4,-0.86223375
2020-12-18,category,international,momentum_12w,1w,4,4,1.0,1.0,0.84515792
2020-12-18,category,semiconductors,momentum_12w,1w,7,7,1.0,0.25,0.19466203
2020-12-24,category,consumer_retail,momentum_12w,1w,6,6,1.0,0.42857143,0.5377651
2020-12-24,category,core_technology,momentum_12w,1w,6,6,1.0,-0.08571429,-0.34612855
2020-12-24,category,defensive_healthcare,momentum_12w,1w,6,6,1.0,0.6,0.69042036
2020-12-24,category,financial_payments,momentum_12w,1w,5,5,1.0,-0.9,-0.96030181
2020-12-24,category,industrial_diversified,momentum_12w,1w,4,4,1.0,0.6,0.38584372
2020-12-24,category,international,momentum_12w,1w,4,4,1.0,0.2,0.60126684
2020-12-24,category,semiconductors,momentum_12w,1w,7,7,1.0,0.35714286,0.11347799
2020-12-31,category,consumer_retail,momentum_12w,1w,6,6,1.0,-0.14285714,-0.23634869
2020-12-31,category,core_technology,momentum_12w,1w,6,6,1.0,0.37142857,0.32071466
2020-12-31,category,defensive_healthcare,momentum_12w,1w,6,6,1.0,-0.42857143,-0.33007592
2020-12-31,category,financial_payments,momentum_12w,1w,5,5,1.0,0.8,0.91268555
2020-12-31,category,industrial_diversified,momentum_12w,1w,4,4,1.0,-0.6,-0.15332588
2020-12-31,category,international,momentum_12w,1w,4,4,1.0,0.4,0.78849267
2020-12-31,category,semiconductors,momentum_12w,1w,7,7,1.0,0.14285714,0.02941773
2021-01-08,category,consumer_retail,momentum_12w,1w,6,6,1.0,-0.71428571,-0.61595957
2021-01-08,category,core_technology,momentum_12w,1w,6,6,1.0,-0.77142857,-0.19684552
2021-01-08,category,defensive_healthcare,momentum_12w,1w,6,6,1.0,0.08571429,0.24912088
2021-01-08,category,financial_payments,momentum_12w,1w,5,5,1.0,0.9,0.90821081
2021-01-08,category,industrial_diversified,momentum_12w,1w,4,4,1.0,0.0,0.13241387
2021-01-08,category,international,momentum_12w,1w,4,4,1.0,-0.8,-0.71023818
2021-01-08,category,semiconductors,momentum_12w,1w,7,7,1.0,0.21428571,-0.07914088
2021-01-15,category,consumer_retail,momentum_12w,1w,6,6,1.0,-0.31428571,-0.31914867
2021-01-15,category,core_technology,momentum_12w,1w,6,6,1.0,0.42857143,0.3677364
2021-01-15,category,defensive_healthcare,momentum_12w,1w,6,6,1.0,0.6,0.62064231
2021-01-15,category,financial_payments,momentum_12w,1w,5,5,1.0,-0.6,-0.67182717
2021-01-15,category,industrial_diversified,momentum_12w,1w,4,4,1.0,-0.4,-0.19115376
2021-01-15,category,international,momentum_12w,1w,4,4,1.0,0.8,0.45645671
2021-01-15,category,semiconductors,momentum_12w,1w,7,7,1.0,-0.21428571,0.03461006
2021-01-22,category,consumer_retail,momentum_12w,1w,6,6,1.0,-0.94285714,-0.85464533
2021-01-22,category,core_technology,momentum_12w,1w,6,6,1.0,0.31428571,-0.07078338
2021-01-22,category,defensive_healthcare,momentum_12w,1w,6,6,1.0,-0.02857143,-0.14174965
2021-01-22,category,financial_payments,momentum_12w,1w,5,5,1.0,-0.3,-0.58537224
2021-01-22,category,industrial_diversified,momentum_12w,1w,4,4,1.0,0.0,0.00849045
2021-01-22,category,international,momentum_12w,1w,4,4,1.0,-0.4,-0.82388078
2021-01-22,category,semiconductors,momentum_12w,1w,7,7,1.0,-0.10714286,-0.2437537
2021-01-29,category,consumer_retail,momentum_12w,1w,6,6,1.0,0.82857143,0.98665041
2021-01-29,category,core_technology,momentum_12w,1w,6,6,1.0,-0.08571429,0.23735594
2021-01-29,category,defensive_healthcare,momentum_12w,1w,6,6,1.0,0.31428571,0.10702084
2021-01-29,category,financial_payments,momentum_12w,1w,5,5,1.0,0.2,0.35495443
2021-01-29,category,industrial_diversified,momentum_12w,1w,4,4,1.0,0.8,0.75068026
2021-01-29,category,international,momentum_12w,1w,4,4,1.0,0.8,0.87640559
2021-01-29,category,semiconductors,momentum_12w,1w,7,7,1.0,0.78571429,0.51184272
2021-02-05,category,consumer_retail,momentum_12w,1w,6,6,1.0,-0.6,-0.73095709
2021-02-05,category,core_technology,momentum_12w,1w,6,6,1.0,-0.37142857,-0.40167585
2021-02-05,category,defensive_healthcare,momentum_12w,1w,6,6,1.0,0.08571429,0.10342414
2021-02-05,category,financial_payments,momentum_12w,1w,5,5,1.0,0.7,0.88578292
2021-02-05,category,industrial_diversified,momentum_12w,1w,4,4,1.0,0.8,0.61292971
2021-02-05,category,international,momentum_12w,1w,4,4,1.0,0.4,0.37637486
2021-02-05,category,semiconductors,momentum_12w,1w,7,7,1.0,0.85714286,0.78917255
2021-02-12,category,consumer_retail,momentum_12w,1w,6,6,1.0,-0.08571429,0.07860042
2021-02-12,category,core_technology,momentum_12w,1w,6,6,1.0,0.2,0.34918099
2021-02-12,category,defensive_healthcare,momentum_12w,1w,6,6,1.0,-0.94285714,-0.94912602
2021-02-12,category,financial_payments,momentum_12w,1w,5,5,1.0,0.9,0.97997944
2021-02-12,category,industrial_diversified,momentum_12w,1w,4,4,1.0,0.4,0.71335614
2021-02-12,category,international,momentum_12w,1w,4,4,1.0,-0.8,-0.8667423
2021-02-12,category,semiconductors,momentum_12w,1w,7,7,1.0,0.5,0.65859941
2021-02-19,category,consumer_retail,momentum_12w,1w,6,6,1.0,0.37142857,0.47607121
2021-02-19,category,core_technology,momentum_12w,1w,6,6,1.0,-0.25714286,-0.46753602
2021-02-19,category,defensive_healthcare,momentum_12w,1w,6,6,1.0,0.31428571,-0.09318281
2021-02-19,category,financial_payments,momentum_12w,1w,5,5,1.0,-0.9,-0.93034273
2021-02-19,category,industrial_diversified,momentum_12w,1w,4,4,1.0,0.8,0.93095511
2021-02-19,category,international,momentum_12w,1w,4,4,1.0,-0.4,-0.56812635
2021-02-19,category,semiconductors,momentum_12w,1w,7,7,1.0,0.35714286,0.40649016
2021-02-26,category,consumer_retail,momentum_12w,1w,6,6,1.0,-0.25714286,0.0869728
2021-02-26,category,core_technology,momentum_12w,1w,6,6,1.0,0.14285714,0.1406491
2021-02-26,category,defensive_healthcare,momentum_12w,1w,6,6,1.0,-0.02857143,-0.57303039
2021-02-26,category,financial_payments,momentum_12w,1w,5,5,1.0,0.6,0.31077598
2021-02-26,category,industrial_diversified,momentum_12w,1w,4,4,1.0,-0.8,-0.2585201
2021-02-26,category,international,momentum_12w,1w,4,4,1.0,0.0,0.09427732
2021-02-26,category,semiconductors,momentum_12w,1w,7,7,1.0,0.42857143,0.37156042
2021-03-05,category,consumer_retail,momentum_12w,1w,6,6,1.0,-0.48571429,-0.21195727
2021-03-05,category,core_technology,momentum_12w,1w,6,6,1.0,-0.82857143,-0.75903606
2021-03-05,category,defensive_healthcare,momentum_12w,1w,6,6,1.0,0.48571429,0.356246
2021-03-05,category,financial_payments,momentum_12w,1w,5,5,1.0,-0.6,-0.60479946
2021-03-05,category,industrial_diversified,momentum_12w,1w,4,4,1.0,0.8,0.01720805
2021-03-05,category,international,momentum_12w,1w,4,4,1.0,-0.4,-0.55273802
2021-03-05,category,semiconductors,momentum_12w,1w,7,7,1.0,-0.10714286,-0.27876174
2021-03-12,category,consumer_retail,momentum_12w,1w,6,6,1.0,-0.2,0.18317132
2021-03-12,category,core_technology,momentum_12w,1w,6,6,1.0,-0.37142857,-0.36087862
2021-03-12,category,defensive_healthcare,momentum_12w,1w,6,6,1.0,0.31428571,0.13822417
2021-03-12,category,financial_payments,momentum_12w,1w,5,5,1.0,1.0,0.89091371
2021-03-12,category,industrial_diversified,momentum_12w,1w,4,4,1.0,0.0,-0.03620865
2021-03-12,category,international,momentum_12w,1w,4,4,1.0,-0.6,-0.62401264
2021-03-12,category,semiconductors,momentum_12w,1w,7,7,1.0,0.21428571,0.25984703
2021-03-19,category,consumer_retail,momentum_12w,1w,6,6,1.0,-0.14285714,-0.10171627
2021-03-19,category,core_technology,momentum_12w,1w,6,6,1.0,-0.31428571,-0.27039416
2021-03-19,category,defensive_healthcare,momentum_12w,1w,6,6,1.0,-0.82857143,-0.43608294
2021-03-19,category,financial_payments,momentum_12w,1w,5,5,1.0,-0.9,-0.90511439
2021-03-19,category,industrial_diversified,momentum_12w,1w,4,4,1.0,-0.4,-0.58678425
2021-03-19,category,international,momentum_12w,1w,4,4,1.0,0.8,0.83583491
2021-03-19,category,semiconductors,momentum_12w,1w,7,7,1.0,0.21428571,0.08723517
2021-03-26,category,consumer_retail,momentum_12w,1w,6,6,1.0,0.02857143,0.37164089
2021-03-26,category,core_technology,momentum_12w,1w,6,6,1.0,0.31428571,0.3048551
2021-03-26,category,defensive_healthcare,momentum_12w,1w,6,6,1.0,-0.82857143,-0.88585719
2021-03-26,category,financial_payments,momentum_12w,1w,5,5,1.0,0.1,0.11710307
2021-03-26,category,industrial_diversified,momentum_12w,1w,4,4,1.0,0.2,0.27557608
2021-03-26,category,international,momentum_12w,1w,4,4,1.0,0.8,0.80549851
2021-03-26,category,semiconductors,momentum_12w,1w,7,7,1.0,-0.42857143,-0.45241628
2021-04-01,category,consumer_retail,momentum_12w,1w,6,6,1.0,0.71428571,0.77107536
2021-04-01,category,core_technology,momentum_12w,1w,6,6,1.0,-0.48571429,-0.45868823
2021-04-01,category,defensive_healthcare,momentum_12w,1w,6,6,1.0,0.25714286,0.36336338
2021-04-01,category,financial_payments,momentum_12w,1w,5,5,1.0,-0.8,-0.72889771
2021-04-01,category,industrial_diversified,momentum_12w,1w,4,4,1.0,-0.8,-0.76158114
2021-04-01,category,international,momentum_12w,1w,4,4,1.0,-0.4,-0.58888532
2021-04-01,category,semiconductors,momentum_12w,1w,7,7,1.0,0.07142857,0.1831044
2021-04-09,category,consumer_retail,momentum_12w,1w,6,6,1.0,0.88571429,0.65782215
2021-04-09,category,core_technology,momentum_12w,1w,6,6,1.0,-0.48571429,-0.31508967
2021-04-09,category,defensive_healthcare,momentum_12w,1w,6,6,1.0,0.08571429,0.27005444
2021-04-09,category,financial_payments,momentum_12w,1w,5,5,1.0,-0.7,-0.12625749
2021-04-09,category,industrial_diversified,momentum_12w,1w,4,4,1.0,-0.4,-0.2363331
2021-04-09,category,international,momentum_12w,1w,4,4,1.0,0.4,0.25549384
2021-04-09,category,semiconductors,momentum_12w,1w,7,7,1.0,-0.07142857,-0.14882374
2021-04-16,category,consumer_retail,momentum_12w,1w,6,6,1.0,-0.14285714,0.24980362
2021-04-16,category,core_technology,momentum_12w,1w,6,6,1.0,0.25714286,-0.05860811
2021-04-16,category,defensive_healthcare,momentum_12w,1w,6,6,1.0,0.42857143,0.16156585
2021-04-16,category,financial_payments,momentum_12w,1w,5,5,1.0,-0.5,-0.20436103
2021-04-16,category,industrial_diversified,momentum_12w,1w,4,4,1.0,0.2,0.35969995
2021-04-16,category,international,momentum_12w,1w,4,4,1.0,-0.8,-0.81419703
2021-04-16,category,semiconductors,momentum_12w,1w,7,7,1.0,-0.35714286,-0.31333617
2021-04-23,category,consumer_retail,momentum_12w,1w,6,6,1.0,-0.71428571,-0.68812021
2021-04-23,category,core_technology,momentum_12w,1w,6,6,1.0,0.25714286,0.21641054
2021-04-23,category,defensive_healthcare,momentum_12w,1w,6,6,1.0,0.82857143,0.60092449
2021-04-23,category,financial_payments,momentum_12w,1w,5,5,1.0,0.5,0.30141962
2021-04-23,category,industrial_diversified,momentum_12w,1w,4,4,1.0,-0.8,-0.47856202
2021-04-23,category,international,momentum_12w,1w,4,4,1.0,0.2,0.6653959
2021-04-23,category,semiconductors,momentum_12w,1w,7,7,1.0,-0.64285714,-0.71070199
2021-04-30,category,consumer_retail,momentum_12w,1w,6,6,1.0,-0.08571429,-0.01443715
2021-04-30,category,core_technology,momentum_12w,1w,6,6,1.0,-0.02857143,0.0738086
2021-04-30,category,defensive_healthcare,momentum_12w,1w,6,6,1.0,-0.25714286,0.16430663
2021-04-30,category,financial_payments,momentum_12w,1w,5,5,1.0,-0.1,0.50074089
2021-04-30,category,industrial_diversified,momentum_12w,1w,4,4,1.0,0.8,0.75606211
2021-04-30,category,international,momentum_12w,1w,4,4,1.0,0.8,0.98762512
2021-04-30,category,semiconductors,momentum_12w,1w,7,7,1.0,0.53571429,0.66568555
2021-05-07,category,consumer_retail,momentum_12w,1w,6,6,1.0,-0.25714286,-0.71485424
2021-05-07,category,core_technology,momentum_12w,1w,6,6,1.0,0.54285714,0.3826032
2021-05-07,category,defensive_healthcare,momentum_12w,1w,6,6,1.0,-0.48571429,-0.8009189
2021-05-07,category,financial_payments,momentum_12w,1w,5,5,1.0,0.7,0.47383815
2021-05-07,category,industrial_diversified,momentum_12w,1w,4,4,1.0,-0.2,-0.48995284
2021-05-07,category,international,momentum_12w,1w,4,4,1.0,0.2,-0.1619928
2021-05-07,category,semiconductors,momentum_12w,1w,7,7,1.0,0.07142857,0.35257086
2021-05-14,category,consumer_retail,momentum_12w,1w,6,6,1.0,-0.25714286,-0.17487955
2021-05-14,category,core_technology,momentum_12w,1w,6,6,1.0,0.02857143,-0.23234743
2021-05-14,category,defensive_healthcare,momentum_12w,1w,6,6,1.0,-0.14285714,-0.09024041
2021-05-14,category,financial_payments,momentum_12w,1w,5,5,1.0,-0.1,-0.1334734
2021-05-14,category,industrial_diversified,momentum_12w,1w,4,4,1.0,-1.0,-0.82058441
2021-05-14,category,international,momentum_12w,1w,4,4,1.0,-0.4,-0.59147079
2021-05-14,category,semiconductors,momentum_12w,1w,7,7,1.0,-0.21428571,-0.58377099
2021-05-21,category,consumer_retail,momentum_12w,1w,6,6,1.0,-0.71428571,-0.69827821
2021-05-21,category,core_technology,momentum_12w,1w,6,6,1.0,0.82857143,0.43821531
2021-05-21,category,defensive_healthcare,momentum_12w,1w,6,6,1.0,0.37142857,0.41310089
2021-05-21,category,financial_payments,momentum_12w,1w,5,5,1.0,0.4,0.49046292
2021-05-21,category,industrial_diversified,momentum_12w,1w,4,4,1.0,0.4,0.11228658
2021-05-21,category,international,momentum_12w,1w,4,4,1.0,-0.8,-0.48903958
2021-05-21,category,semiconductors,momentum_12w,1w,7,7,1.0,0.10714286,0.38965625
2021-05-28,category,consumer_retail,momentum_12w,1w,6,6,1.0,0.08571429,0.17738001
2021-05-28,category,core_technology,momentum_12w,1w,6,6,1.0,0.54285714,0.71831049
2021-05-28,category,defensive_healthcare,momentum_12w,1w,6,6,1.0,-0.54285714,-0.6604541
2021-05-28,category,financial_payments,momentum_12w,1w,5,5,1.0,0.3,0.38218792
2021-05-28,category,industrial_diversified,momentum_12w,1w,4,4,1.0,0.8,0.61619115
2021-05-28,category,international,momentum_12w,1w,4,4,1.0,1.0,0.73836718
2021-05-28,category,semiconductors,momentum_12w,1w,7,7,1.0,0.28571429,0.23010055
2021-06-04,category,consumer_retail,momentum_12w,1w,6,6,1.0,-0.14285714,0.1195492
2021-06-04,category,core_technology,momentum_12w,1w,6,6,1.0,-0.54285714,-0.5475537
2021-06-04,category,defensive_healthcare,momentum_12w,1w,6,6,1.0,-0.37142857,-0.55385538
2021-06-04,category,financial_payments,momentum_12w,1w,5,5,1.0,-0.6,-0.51173023
2021-06-04,category,industrial_diversified,momentum_12w,1w,4,4,1.0,0.8,0.1600085
2021-06-04,category,international,momentum_12w,1w,4,4,1.0,0.8,0.04614095
2021-06-04,category,semiconductors,momentum_12w,1w,7,7,1.0,0.28571429,0.51331969
2021-06-11,category,consumer_retail,momentum_12w,1w,6,6,1.0,0.31428571,0.57902116
2021-06-11,category,core_technology,momentum_12w,1w,6,6,1.0,-0.08571429,0.26266365
2021-06-11,category,defensive_healthcare,momentum_12w,1w,6,6,1.0,-0.54285714,-0.66739779
2021-06-11,category,financial_payments,momentum_12w,1w,5,5,1.0,-0.1,0.04022388
2021-06-11,category,industrial_diversified,momentum_12w,1w,4,4,1.0,-0.8,-0.86243085
2021-06-11,category,international,momentum_12w,1w,4,4,1.0,0.2,0.30660209
2021-06-11,category,semiconductors,momentum_12w,1w,7,7,1.0,0.17857143,-0.02481338
2021-06-18,category,consumer_retail,momentum_12w,1w,6,6,1.0,-0.65714286,-0.53362699
2021-06-18,category,core_technology,momentum_12w,1w,6,6,1.0,0.02857143,0.12319299
2021-06-18,category,defensive_healthcare,momentum_12w,1w,6,6,1.0,-0.31428571,0.06196329
2021-06-18,category,financial_payments,momentum_12w,1w,5,5,1.0,-0.2,0.1937624
2021-06-18,category,industrial_diversified,momentum_12w,1w,4,4,1.0,-0.8,-0.84629216
2021-06-18,category,international,momentum_12w,1w,4,4,1.0,-0.8,-0.71992514
2021-06-18,category,semiconductors,momentum_12w,1w,7,7,1.0,0.25,-0.24543132
2021-06-25,category,consumer_retail,momentum_12w,1w,6,6,1.0,0.14285714,0.46508872
2021-06-25,category,core_technology,momentum_12w,1w,6,6,1.0,0.2,0.70932001
2021-06-25,category,defensive_healthcare,momentum_12w,1w,6,6,1.0,0.14285714,-0.16464764
2021-06-25,category,financial_payments,momentum_12w,1w,5,5,1.0,-0.1,-0.28116356
2021-06-25,category,industrial_diversified,momentum_12w,1w,4,4,1.0,0.8,0.85386378
2021-06-25,category,international,momentum_12w,1w,4,4,1.0,0.6,0.67067821
2021-06-25,category,semiconductors,momentum_12w,1w,7,7,1.0,0.25,0.50692463
2021-07-02,category,consumer_retail,momentum_12w,1w,6,6,1.0,0.42857143,0.28468908
2021-07-02,category,core_technology,momentum_12w,1w,6,6,1.0,-0.94285714,-0.69048569
2021-07-02,category,defensive_healthcare,momentum_12w,1w,6,6,1.0,-0.37142857,-0.52492578
2021-07-02,category,financial_payments,momentum_12w,1w,5,5,1.0,0.7,0.65556564
2021-07-02,category,industrial_diversified,momentum_12w,1w,4,4,1.0,-0.2,0.11622005
2021-07-02,category,international,momentum_12w,1w,4,4,1.0,0.6,0.78555064
2021-07-02,category,semiconductors,momentum_12w,1w,7,7,1.0,-0.10714286,-0.14050209
2021-07-09,category,consumer_retail,momentum_12w,1w,6,6,1.0,-0.82857143,-0.65643905
2021-07-09,category,core_technology,momentum_12w,1w,6,6,1.0,-0.54285714,-0.9008214
2021-07-09,category,defensive_healthcare,momentum_12w,1w,6,6,1.0,-0.6,-0.53372635
2021-07-09,category,financial_payments,momentum_12w,1w,5,5,1.0,0.1,-0.18093731
2021-07-09,category,industrial_diversified,momentum_12w,1w,4,4,1.0,-0.4,0.1021413
2021-07-09,category,international,momentum_12w,1w,4,4,1.0,-1.0,-0.88736497
2021-07-09,category,semiconductors,momentum_12w,1w,7,7,1.0,0.0,0.00593323
2021-07-16,category,consumer_retail,momentum_12w,1w,6,6,1.0,-0.08571429,0.11281207
2021-07-16,category,core_technology,momentum_12w,1w,6,6,1.0,0.77142857,0.83257841
2021-07-16,category,defensive_healthcare,momentum_12w,1w,6,6,1.0,-0.65714286,-0.59219002
2021-07-16,category,financial_payments,momentum_12w,1w,5,5,1.0,0.5,0.62651952
2021-07-16,category,industrial_diversified,momentum_12w,1w,4,4,1.0,-0.4,-0.68521648
2021-07-16,category,international,momentum_12w,1w,4,4,1.0,1.0,0.89184821
2021-07-16,category,semiconductors,momentum_12w,1w,7,7,1.0,0.78571429,0.7067637
2021-07-23,category,consumer_retail,momentum_12w,1w,6,6,1.0,0.42857143,0.29929479
2021-07-23,category,core_technology,momentum_12w,1w,6,6,1.0,0.54285714,0.6029671
2021-07-23,category,defensive_healthcare,momentum_12w,1w,6,6,1.0,-0.14285714,-0.33089327
2021-07-23,category,financial_payments,momentum_12w,1w,5,5,1.0,-0.7,-0.84727384
2021-07-23,category,industrial_diversified,momentum_12w,1w,4,4,1.0,0.8,0.73002252
2021-07-23,category,international,momentum_12w,1w,4,4,1.0,1.0,0.98656427
2021-07-23,category,semiconductors,momentum_12w,1w,7,7,1.0,0.42857143,0.46572358
2021-07-30,category,consumer_retail,momentum_12w,1w,6,6,1.0,0.54285714,0.51486863
2021-07-30,category,core_technology,momentum_12w,1w,6,6,1.0,0.48571429,0.84945753
2021-07-30,category,defensive_healthcare,momentum_12w,1w,6,6,1.0,-0.6,-0.6896546
2021-07-30,category,financial_payments,momentum_12w,1w,5,5,1.0,-0.6,-0.83194803
2021-07-30,category,industrial_diversified,momentum_12w,1w,4,4,1.0,-0.4,-0.70461296
2021-07-30,category,international,momentum_12w,1w,4,4,1.0,0.8,0.94263618
2021-07-30,category,semiconductors,momentum_12w,1w,7,7,1.0,-0.07142857,0.02697809
2021-08-06,category,consumer_retail,momentum_12w,1w,6,6,1.0,-0.2,-0.28851482
2021-08-06,category,core_technology,momentum_12w,1w,6,6,1.0,0.08571429,-0.08860623
2021-08-06,category,defensive_healthcare,momentum_12w,1w,6,6,1.0,-0.25714286,0.23491061
2021-08-06,category,financial_payments,momentum_12w,1w,5,5,1.0,-0.7,-0.92475991
2021-08-06,category,industrial_diversified,momentum_12w,1w,4,4,1.0,-0.8,-0.79729221
2021-08-06,category,international,momentum_12w,1w,4,4,1.0,-0.2,-0.12048198
2021-08-06,category,semiconductors,momentum_12w,1w,7,7,1.0,0.75,0.37227895
2021-08-13,category,consumer_retail,momentum_12w,1w,6,6,1.0,-0.08571429,-0.1797549
2021-08-13,category,core_technology,momentum_12w,1w,6,6,1.0,0.82857143,0.76633094
2021-08-13,category,defensive_healthcare,momentum_12w,1w,6,6,1.0,-0.82857143,-0.82872111
