date,breakdown_type,group,factor,horizon,n,total_rows,coverage,rank_ic,pearson_corr
2023-12-22,category,consumer_retail,sma_20_distance,12w,6,6,1.0,0.31428571,0.1743366
2023-12-22,category,core_technology,sma_20_distance,12w,6,6,1.0,0.6,0.21679588
2023-12-22,category,defensive_healthcare,sma_20_distance,12w,6,6,1.0,0.25714286,0.04980429
2023-12-22,category,financial_payments,sma_20_distance,12w,5,5,1.0,0.3,0.17448222
2023-12-22,category,industrial_diversified,sma_20_distance,12w,4,4,1.0,0.8,0.72184647
2023-12-22,category,international,sma_20_distance,12w,4,4,1.0,0.4,0.93135496
2023-12-22,category,semiconductors,sma_20_distance,12w,7,7,1.0,-0.35714286,-0.49730422
2023-12-29,category,consumer_retail,sma_20_distance,12w,6,6,1.0,0.25714286,0.24128342
2023-12-29,category,core_technology,sma_20_distance,12w,6,6,1.0,0.6,0.41707959
2023-12-29,category,defensive_healthcare,sma_20_distance,12w,6,6,1.0,0.25714286,0.08865219
2023-12-29,category,financial_payments,sma_20_distance,12w,5,5,1.0,0.5,0.53140536
2023-12-29,category,industrial_diversified,sma_20_distance,12w,4,4,1.0,0.6,0.55098564
2023-12-29,category,international,sma_20_distance,12w,4,4,1.0,0.4,0.95931562
2023-12-29,category,semiconductors,sma_20_distance,12w,7,7,1.0,-0.75,-0.70820386
2024-01-05,category,consumer_retail,sma_20_distance,12w,6,6,1.0,0.37142857,0.47486253
2024-01-05,category,core_technology,sma_20_distance,12w,6,6,1.0,0.88571429,0.62583539
2024-01-05,category,defensive_healthcare,sma_20_distance,12w,6,6,1.0,0.08571429,0.26630188
2024-01-05,category,financial_payments,sma_20_distance,12w,5,5,1.0,0.2,0.36074069
2024-01-05,category,industrial_diversified,sma_20_distance,12w,4,4,1.0,0.8,0.80771193
2024-01-05,category,international,sma_20_distance,12w,4,4,1.0,0.8,0.96168596
2024-01-05,category,semiconductors,sma_20_distance,12w,7,7,1.0,-0.28571429,-0.51131428
2024-01-12,category,consumer_retail,sma_20_distance,12w,6,6,1.0,0.42857143,0.32087534
2024-01-12,category,core_technology,sma_20_distance,12w,6,6,1.0,0.94285714,0.94831147
2024-01-12,category,defensive_healthcare,sma_20_distance,12w,6,6,1.0,0.37142857,0.55404211
2024-01-12,category,financial_payments,sma_20_distance,12w,5,5,1.0,0.8,0.7547927
2024-01-12,category,industrial_diversified,sma_20_distance,12w,4,4,1.0,0.8,0.8594234
2024-01-12,category,international,sma_20_distance,12w,4,4,1.0,0.8,0.94540727
2024-01-12,category,semiconductors,sma_20_distance,12w,7,7,1.0,-0.78571429,-0.55787304
2024-01-19,category,consumer_retail,sma_20_distance,12w,6,6,1.0,0.31428571,0.25730862
2024-01-19,category,core_technology,sma_20_distance,12w,6,6,1.0,0.82857143,0.93640384
2024-01-19,category,defensive_healthcare,sma_20_distance,12w,6,6,1.0,0.54285714,0.46016642
2024-01-19,category,financial_payments,sma_20_distance,12w,5,5,1.0,0.5,0.53966027
2024-01-19,category,industrial_diversified,sma_20_distance,12w,4,4,1.0,0.8,0.8717079
2024-01-19,category,international,sma_20_distance,12w,4,4,1.0,0.8,0.97804958
2024-01-19,category,semiconductors,sma_20_distance,12w,7,7,1.0,-0.60714286,-0.38325202
2024-01-26,category,consumer_retail,sma_20_distance,12w,6,6,1.0,0.2,0.3064494
2024-01-26,category,core_technology,sma_20_distance,12w,6,6,1.0,0.82857143,0.91394494
2024-01-26,category,defensive_healthcare,sma_20_distance,12w,6,6,1.0,0.48571429,0.34577659
2024-01-26,category,financial_payments,sma_20_distance,12w,5,5,1.0,0.9,0.90541335
2024-01-26,category,industrial_diversified,sma_20_distance,12w,4,4,1.0,0.6,0.82637329
2024-01-26,category,international,sma_20_distance,12w,4,4,1.0,0.8,0.61069699
2024-01-26,category,semiconductors,sma_20_distance,12w,7,7,1.0,-0.21428571,-0.14971835
2024-02-02,category,consumer_retail,sma_20_distance,12w,6,6,1.0,0.2,0.40716644
2024-02-02,category,core_technology,sma_20_distance,12w,6,6,1.0,0.25714286,0.20762995
2024-02-02,category,defensive_healthcare,sma_20_distance,12w,6,6,1.0,0.77142857,0.67686423
2024-02-02,category,financial_payments,sma_20_distance,12w,5,5,1.0,0.6,0.50805523
2024-02-02,category,industrial_diversified,sma_20_distance,12w,4,4,1.0,0.8,0.63355078
2024-02-02,category,international,sma_20_distance,12w,4,4,1.0,0.0,-0.44881693
2024-02-02,category,semiconductors,sma_20_distance,12w,7,7,1.0,-0.14285714,-0.07850887
2024-02-09,category,consumer_retail,sma_20_distance,12w,6,6,1.0,0.77142857,0.62673495
2024-02-09,category,core_technology,sma_20_distance,12w,6,6,1.0,0.14285714,0.47809478
2024-02-09,category,defensive_healthcare,sma_20_distance,12w,6,6,1.0,0.25714286,0.35162495
2024-02-09,category,financial_payments,sma_20_distance,12w,5,5,1.0,-0.5,0.23464448
2024-02-09,category,industrial_diversified,sma_20_distance,12w,4,4,1.0,0.6,0.589279
2024-02-09,category,international,sma_20_distance,12w,4,4,1.0,-0.4,-0.75983665
2024-02-09,category,semiconductors,sma_20_distance,12w,7,7,1.0,-0.07142857,-0.05083654
2024-02-16,category,consumer_retail,sma_20_distance,12w,6,6,1.0,0.94285714,0.85000959
2024-02-16,category,core_technology,sma_20_distance,12w,6,6,1.0,0.48571429,0.30499181
2024-02-16,category,defensive_healthcare,sma_20_distance,12w,6,6,1.0,0.08571429,0.078954
2024-02-16,category,financial_payments,sma_20_distance,12w,5,5,1.0,0.3,0.50326768
2024-02-16,category,industrial_diversified,sma_20_distance,12w,4,4,1.0,0.4,0.63619617
2024-02-16,category,international,sma_20_distance,12w,4,4,1.0,-0.4,-0.71973979
2024-02-16,category,semiconductors,sma_20_distance,12w,7,7,1.0,-0.39285714,-0.21565378
2024-02-23,category,consumer_retail,sma_20_distance,12w,6,6,1.0,0.82857143,0.76715941
2024-02-23,category,core_technology,sma_20_distance,12w,6,6,1.0,-0.08571429,0.06978913
2024-02-23,category,defensive_healthcare,sma_20_distance,12w,6,6,1.0,0.14285714,-0.00448475
2024-02-23,category,financial_payments,sma_20_distance,12w,5,5,1.0,-0.1,0.26100882
2024-02-23,category,industrial_diversified,sma_20_distance,12w,4,4,1.0,0.8,0.75469033
2024-02-23,category,international,sma_20_distance,12w,4,4,1.0,-0.8,-0.7681394
2024-02-23,category,semiconductors,sma_20_distance,12w,7,7,1.0,-0.21428571,0.03676711
2024-03-01,category,consumer_retail,sma_20_distance,12w,6,6,1.0,0.14285714,0.48992071
2024-03-01,category,core_technology,sma_20_distance,12w,6,6,1.0,-0.08571429,0.13308738
2024-03-01,category,defensive_healthcare,sma_20_distance,12w,6,6,1.0,-0.42857143,-0.27801864
2024-03-01,category,financial_payments,sma_20_distance,12w,5,5,1.0,-0.1,0.14409814
2024-03-01,category,industrial_diversified,sma_20_distance,12w,4,4,1.0,0.8,0.7330318
2024-03-01,category,international,sma_20_distance,12w,4,4,1.0,-0.4,-0.75443008
2024-03-01,category,semiconductors,sma_20_distance,12w,7,7,1.0,-0.25,0.02769881
2024-03-08,category,consumer_retail,sma_20_distance,12w,6,6,1.0,0.6,0.57893808
2024-03-08,category,core_technology,sma_20_distance,12w,6,6,1.0,-0.31428571,0.0071716
2024-03-08,category,defensive_healthcare,sma_20_distance,12w,6,6,1.0,-0.65714286,-0.27055177
2024-03-08,category,financial_payments,sma_20_distance,12w,5,5,1.0,0.5,0.56083773
2024-03-08,category,industrial_diversified,sma_20_distance,12w,4,4,1.0,0.4,0.77254294
2024-03-08,category,international,sma_20_distance,12w,4,4,1.0,-0.8,-0.85599793
2024-03-08,category,semiconductors,sma_20_distance,12w,7,7,1.0,0.03571429,0.15296743
2024-03-15,category,consumer_retail,sma_20_distance,12w,6,6,1.0,0.54285714,0.56750358
2024-03-15,category,core_technology,sma_20_distance,12w,6,6,1.0,0.08571429,0.48407763
2024-03-15,category,defensive_healthcare,sma_20_distance,12w,6,6,1.0,0.6,0.38946267
2024-03-15,category,financial_payments,sma_20_distance,12w,5,5,1.0,0.2,0.32597552
2024-03-15,category,industrial_diversified,sma_20_distance,12w,4,4,1.0,0.2,0.50583994
2024-03-15,category,international,sma_20_distance,12w,4,4,1.0,-0.8,-0.86604481
2024-03-15,category,semiconductors,sma_20_distance,12w,7,7,1.0,0.03571429,0.36727194
2024-03-22,category,consumer_retail,sma_20_distance,12w,6,6,1.0,0.14285714,0.4002556
2024-03-22,category,core_technology,sma_20_distance,12w,6,6,1.0,-0.14285714,0.39766317
2024-03-22,category,defensive_healthcare,sma_20_distance,12w,6,6,1.0,0.6,0.37834272
2024-03-22,category,financial_payments,sma_20_distance,12w,5,5,1.0,0.6,0.4582051
2024-03-22,category,industrial_diversified,sma_20_distance,12w,4,4,1.0,0.2,0.24917436
2024-03-22,category,international,sma_20_distance,12w,4,4,1.0,-0.4,-0.81719473
2024-03-22,category,semiconductors,sma_20_distance,12w,7,7,1.0,0.71428571,0.82231055
2024-03-28,category,consumer_retail,sma_20_distance,12w,6,6,1.0,0.42857143,0.42010834
2024-03-28,category,core_technology,sma_20_distance,12w,6,6,1.0,-0.08571429,0.47452962
2024-03-28,category,defensive_healthcare,sma_20_distance,12w,6,6,1.0,0.48571429,0.29951521
2024-03-28,category,financial_payments,sma_20_distance,12w,5,5,1.0,0.3,0.42617109
2024-03-28,category,industrial_diversified,sma_20_distance,12w,4,4,1.0,0.2,0.31373555
2024-03-28,category,international,sma_20_distance,12w,4,4,1.0,-0.4,-0.77021762
2024-03-28,category,semiconductors,sma_20_distance,12w,7,7,1.0,0.46428571,0.60899998
2024-04-05,category,consumer_retail,sma_20_distance,12w,6,6,1.0,0.94285714,0.88912073
2024-04-05,category,core_technology,sma_20_distance,12w,6,6,1.0,-0.08571429,0.08380204
2024-04-05,category,defensive_healthcare,sma_20_distance,12w,6,6,1.0,-0.37142857,-0.61259296
2024-04-05,category,financial_payments,sma_20_distance,12w,5,5,1.0,0.5,0.7543756
2024-04-05,category,industrial_diversified,sma_20_distance,12w,4,4,1.0,-0.4,-0.21874605
2024-04-05,category,international,sma_20_distance,12w,4,4,1.0,-0.2,-0.54950808
2024-04-05,category,semiconductors,sma_20_distance,12w,7,7,1.0,0.57142857,0.63334935
2024-04-12,category,consumer_retail,sma_20_distance,12w,6,6,1.0,0.94285714,0.9772258
2024-04-12,category,core_technology,sma_20_distance,12w,6,6,1.0,-0.08571429,0.2508463
2024-04-12,category,defensive_healthcare,sma_20_distance,12w,6,6,1.0,-0.37142857,-0.50975285
2024-04-12,category,financial_payments,sma_20_distance,12w,5,5,1.0,0.3,0.42665969
2024-04-12,category,industrial_diversified,sma_20_distance,12w,4,4,1.0,-0.4,0.01370397
2024-04-12,category,international,sma_20_distance,12w,4,4,1.0,-0.2,-0.58375888
2024-04-12,category,semiconductors,sma_20_distance,12w,7,7,1.0,0.53571429,0.59065552
2024-04-19,category,consumer_retail,sma_20_distance,12w,6,6,1.0,0.77142857,0.77605408
2024-04-19,category,core_technology,sma_20_distance,12w,6,6,1.0,-0.25714286,-0.08414943
2024-04-19,category,defensive_healthcare,sma_20_distance,12w,6,6,1.0,-0.14285714,-0.1346625
2024-04-19,category,financial_payments,sma_20_distance,12w,5,5,1.0,0.6,0.46787973
2024-04-19,category,industrial_diversified,sma_20_distance,12w,4,4,1.0,-0.2,0.06424474
2024-04-19,category,international,sma_20_distance,12w,4,4,1.0,-0.2,-0.22258375
2024-04-19,category,semiconductors,sma_20_distance,12w,7,7,1.0,0.53571429,0.63980709
2024-04-26,category,consumer_retail,sma_20_distance,12w,6,6,1.0,0.77142857,0.7526201
2024-04-26,category,core_technology,sma_20_distance,12w,6,6,1.0,-0.02857143,0.03220795
2024-04-26,category,defensive_healthcare,sma_20_distance,12w,6,6,1.0,-0.94285714,-0.6372762
2024-04-26,category,financial_payments,sma_20_distance,12w,5,5,1.0,0.6,0.63359367
2024-04-26,category,industrial_diversified,sma_20_distance,12w,4,4,1.0,-0.4,-0.48912256
2024-04-26,category,international,sma_20_distance,12w,4,4,1.0,0.6,0.38283624
2024-04-26,category,semiconductors,sma_20_distance,12w,7,7,1.0,0.46428571,0.27026406
2024-05-03,category,consumer_retail,sma_20_distance,12w,6,6,1.0,0.77142857,0.48058347
2024-05-03,category,core_technology,sma_20_distance,12w,6,6,1.0,0.14285714,0.3574029
2024-05-03,category,defensive_healthcare,sma_20_distance,12w,6,6,1.0,-0.48571429,-0.63199417
2024-05-03,category,financial_payments,sma_20_distance,12w,5,5,1.0,0.6,0.81127408
2024-05-03,category,industrial_diversified,sma_20_distance,12w,4,4,1.0,-0.6,0.21830893
2024-05-03,category,international,sma_20_distance,12w,4,4,1.0,0.8,0.56156098
2024-05-03,category,semiconductors,sma_20_distance,12w,7,7,1.0,0.0,0.15157657
2024-05-10,category,consumer_retail,sma_20_distance,12w,6,6,1.0,0.82857143,0.53640881
2024-05-10,category,core_technology,sma_20_distance,12w,6,6,1.0,-0.14285714,0.12746709
2024-05-10,category,defensive_healthcare,sma_20_distance,12w,6,6,1.0,-0.37142857,-0.42263685
2024-05-10,category,financial_payments,sma_20_distance,12w,5,5,1.0,-0.4,-0.3287405
2024-05-10,category,industrial_diversified,sma_20_distance,12w,4,4,1.0,-0.2,0.29555204
2024-05-10,category,international,sma_20_distance,12w,4,4,1.0,0.4,0.73198557
2024-05-10,category,semiconductors,sma_20_distance,12w,7,7,1.0,0.32142857,0.3760043
2024-05-17,category,consumer_retail,sma_20_distance,12w,6,6,1.0,0.82857143,0.62554962
2024-05-17,category,core_technology,sma_20_distance,12w,6,6,1.0,-0.08571429,0.01459667
2024-05-17,category,defensive_healthcare,sma_20_distance,12w,6,6,1.0,-0.42857143,-0.27257005
2024-05-17,category,financial_payments,sma_20_distance,12w,5,5,1.0,-0.1,0.39357278
2024-05-17,category,industrial_diversified,sma_20_distance,12w,4,4,1.0,0.8,0.8910832
2024-05-17,category,international,sma_20_distance,12w,4,4,1.0,0.4,0.72370691
2024-05-17,category,semiconductors,sma_20_distance,12w,7,7,1.0,0.25,0.4633458
2024-05-24,category,consumer_retail,sma_20_distance,12w,6,6,1.0,-0.37142857,-0.03029433
2024-05-24,category,core_technology,sma_20_distance,12w,6,6,1.0,0.08571429,0.2993188
2024-05-24,category,defensive_healthcare,sma_20_distance,12w,6,6,1.0,-0.65714286,-0.35927119
2024-05-24,category,financial_payments,sma_20_distance,12w,5,5,1.0,0.1,0.20493217
2024-05-24,category,industrial_diversified,sma_20_distance,12w,4,4,1.0,0.2,0.45546967
2024-05-24,category,international,sma_20_distance,12w,4,4,1.0,0.2,0.46690412
2024-05-24,category,semiconductors,sma_20_distance,12w,7,7,1.0,0.07142857,0.34865551
2024-05-31,category,consumer_retail,sma_20_distance,12w,6,6,1.0,-0.31428571,-0.03221196
2024-05-31,category,core_technology,sma_20_distance,12w,6,6,1.0,0.25714286,0.39625886
2024-05-31,category,defensive_healthcare,sma_20_distance,12w,6,6,1.0,-0.08571429,-0.14109673
2024-05-31,category,financial_payments,sma_20_distance,12w,5,5,1.0,0.1,0.17090598
2024-05-31,category,industrial_diversified,sma_20_distance,12w,4,4,1.0,0.4,0.59469993
2024-05-31,category,international,sma_20_distance,12w,4,4,1.0,0.4,0.71119484
2024-05-31,category,semiconductors,sma_20_distance,12w,7,7,1.0,0.03571429,0.25353027
2024-06-07,category,consumer_retail,sma_20_distance,12w,6,6,1.0,-0.14285714,-0.13283536
2024-06-07,category,core_technology,sma_20_distance,12w,6,6,1.0,-0.08571429,-0.15281816
2024-06-07,category,defensive_healthcare,sma_20_distance,12w,6,6,1.0,-0.14285714,-0.36711269
2024-06-07,category,financial_payments,sma_20_distance,12w,5,5,1.0,0.2,0.03658279
2024-06-07,category,industrial_diversified,sma_20_distance,12w,4,4,1.0,0.0,0.02830765
2024-06-07,category,international,sma_20_distance,12w,4,4,1.0,0.2,0.7634878
2024-06-07,category,semiconductors,sma_20_distance,12w,7,7,1.0,-0.07142857,0.24652536
2024-06-14,category,consumer_retail,sma_20_distance,12w,6,6,1.0,-0.31428571,-0.06766284
2024-06-14,category,core_technology,sma_20_distance,12w,6,6,1.0,-0.37142857,-0.63055422
2024-06-14,category,defensive_healthcare,sma_20_distance,12w,6,6,1.0,-0.25714286,-0.24630282
2024-06-14,category,financial_payments,sma_20_distance,12w,5,5,1.0,-0.1,-0.56345336
2024-06-14,category,industrial_diversified,sma_20_distance,12w,4,4,1.0,0.2,-0.2027444
2024-06-14,category,international,sma_20_distance,12w,4,4,1.0,0.2,0.29141884
2024-06-14,category,semiconductors,sma_20_distance,12w,7,7,1.0,0.0,0.17031447
2024-06-21,category,consumer_retail,sma_20_distance,12w,6,6,1.0,-0.37142857,-0.12018315
2024-06-21,category,core_technology,sma_20_distance,12w,6,6,1.0,-0.31428571,-0.37031214
2024-06-21,category,defensive_healthcare,sma_20_distance,12w,6,6,1.0,-0.54285714,-0.51447915
2024-06-21,category,financial_payments,sma_20_distance,12w,5,5,1.0,-0.7,-0.67188204
2024-06-21,category,industrial_diversified,sma_20_distance,12w,4,4,1.0,0.2,-0.12738707
2024-06-21,category,international,sma_20_distance,12w,4,4,1.0,0.2,0.17868147
2024-06-21,category,semiconductors,sma_20_distance,12w,7,7,1.0,0.35714286,0.30493773
2024-06-28,category,consumer_retail,sma_20_distance,12w,6,6,1.0,-0.42857143,-0.43917741
2024-06-28,category,core_technology,sma_20_distance,12w,6,6,1.0,-0.48571429,-0.4566192
2024-06-28,category,defensive_healthcare,sma_20_distance,12w,6,6,1.0,0.54285714,0.51571944
2024-06-28,category,financial_payments,sma_20_distance,12w,5,5,1.0,-0.6,-0.54572923
2024-06-28,category,industrial_diversified,sma_20_distance,12w,4,4,1.0,0.2,-0.17827662
2024-06-28,category,international,sma_20_distance,12w,4,4,1.0,0.2,0.14891184
2024-06-28,category,semiconductors,sma_20_distance,12w,7,7,1.0,0.5,0.42334793
2024-07-05,category,consumer_retail,sma_20_distance,12w,6,6,1.0,-0.65714286,-0.74879403
2024-07-05,category,core_technology,sma_20_distance,12w,6,6,1.0,0.02857143,0.02082171
2024-07-05,category,defensive_healthcare,sma_20_distance,12w,6,6,1.0,0.2,0.15925525
2024-07-05,category,financial_payments,sma_20_distance,12w,5,5,1.0,-0.5,-0.38172439
2024-07-05,category,industrial_diversified,sma_20_distance,12w,4,4,1.0,-0.6,-0.59465291
2024-07-05,category,international,sma_20_distance,12w,4,4,1.0,0.2,0.33336625
2024-07-05,category,semiconductors,sma_20_distance,12w,7,7,1.0,0.75,0.61311882
2024-07-12,category,consumer_retail,sma_20_distance,12w,6,6,1.0,-0.2,-0.33719036
2024-07-12,category,core_technology,sma_20_distance,12w,6,6,1.0,-0.14285714,-0.36925311
2024-07-12,category,defensive_healthcare,sma_20_distance,12w,6,6,1.0,0.71428571,0.51842374
2024-07-12,category,financial_payments,sma_20_distance,12w,5,5,1.0,-0.7,-0.54575937
2024-07-12,category,industrial_diversified,sma_20_distance,12w,4,4,1.0,-0.4,-0.56260548
2024-07-12,category,international,sma_20_distance,12w,4,4,1.0,0.2,0.62308981
2024-07-12,category,semiconductors,sma_20_distance,12w,7,7,1.0,0.64285714,0.77665789
2024-07-19,category,consumer_retail,sma_20_distance,12w,6,6,1.0,-0.31428571,-0.31064988
2024-07-19,category,core_technology,sma_20_distance,12w,6,6,1.0,-0.37142857,-0.17498691
2024-07-19,category,defensive_healthcare,sma_20_distance,12w,6,6,1.0,0.88571429,0.56288974
2024-07-19,category,financial_payments,sma_20_distance,12w,5,5,1.0,-0.3,-0.5430815
2024-07-19,category,industrial_diversified,sma_20_distance,12w,4,4,1.0,-0.2,-0.33960689
2024-07-19,category,international,sma_20_distance,12w,4,4,1.0,0.4,0.56357855
2024-07-19,category,semiconductors,sma_20_distance,12w,7,7,1.0,0.32142857,0.50399531
2024-07-26,category,consumer_retail,sma_20_distance,12w,6,6,1.0,-0.2,-0.31823796
2024-07-26,category,core_technology,sma_20_distance,12w,6,6,1.0,-0.08571429,0.12286
2024-07-26,category,defensive_healthcare,sma_20_distance,12w,6,6,1.0,0.37142857,0.55186622
2024-07-26,category,financial_payments,sma_20_distance,12w,5,5,1.0,-0.7,-0.74098815
2024-07-26,category,industrial_diversified,sma_20_distance,12w,4,4,1.0,0.8,0.69863661
2024-07-26,category,international,sma_20_distance,12w,4,4,1.0,0.4,0.8252516
2024-07-26,category,semiconductors,sma_20_distance,12w,7,7,1.0,0.35714286,0.4939512
2024-08-02,category,consumer_retail,sma_20_distance,12w,6,6,1.0,-0.02857143,0.0153717
2024-08-02,category,core_technology,sma_20_distance,12w,6,6,1.0,0.31428571,0.01728144
2024-08-02,category,defensive_healthcare,sma_20_distance,12w,6,6,1.0,0.02857143,0.63249727
2024-08-02,category,financial_payments,sma_20_distance,12w,5,5,1.0,0.1,0.18231267
2024-08-02,category,industrial_diversified,sma_20_distance,12w,4,4,1.0,-0.6,-0.7122068
2024-08-02,category,international,sma_20_distance,12w,4,4,1.0,0.4,0.83281456
2024-08-02,category,semiconductors,sma_20_distance,12w,7,7,1.0,0.57142857,0.46571838
2024-08-09,category,consumer_retail,sma_20_distance,12w,6,6,1.0,-0.25714286,-0.08059975
2024-08-09,category,core_technology,sma_20_distance,12w,6,6,1.0,-0.08571429,-0.2611181
2024-08-09,category,defensive_healthcare,sma_20_distance,12w,6,6,1.0,0.65714286,0.83720768
2024-08-09,category,financial_payments,sma_20_distance,12w,5,5,1.0,-0.3,-0.09418406
2024-08-09,category,industrial_diversified,sma_20_distance,12w,4,4,1.0,-0.8,-0.84178168
2024-08-09,category,international,sma_20_distance,12w,4,4,1.0,0.4,0.61675715
2024-08-09,category,semiconductors,sma_20_distance,12w,7,7,1.0,-0.10714286,-0.07645218
2024-08-16,category,consumer_retail,sma_20_distance,12w,6,6,1.0,0.25714286,0.47337513
2024-08-16,category,core_technology,sma_20_distance,12w,6,6,1.0,0.14285714,0.06646153
2024-08-16,category,defensive_healthcare,sma_20_distance,12w,6,6,1.0,0.6,0.66623094
2024-08-16,category,financial_payments,sma_20_distance,12w,5,5,1.0,-0.7,-0.64014002
2024-08-16,category,industrial_diversified,sma_20_distance,12w,4,4,1.0,0.0,0.00864542
2024-08-16,category,international,sma_20_distance,12w,4,4,1.0,0.4,0.7034169
2024-08-16,category,semiconductors,sma_20_distance,12w,7,7,1.0,-0.10714286,-0.21751636
2024-08-23,category,consumer_retail,sma_20_distance,12w,6,6,1.0,0.6,0.78718153
2024-08-23,category,core_technology,sma_20_distance,12w,6,6,1.0,-0.08571429,-0.02937755
2024-08-23,category,defensive_healthcare,sma_20_distance,12w,6,6,1.0,0.48571429,0.63585357
2024-08-23,category,financial_payments,sma_20_distance,12w,5,5,1.0,-0.6,-0.63112676
2024-08-23,category,industrial_diversified,sma_20_distance,12w,4,4,1.0,-0.8,-0.67058039
2024-08-23,category,international,sma_20_distance,12w,4,4,1.0,0.2,0.52553066
2024-08-23,category,semiconductors,sma_20_distance,12w,7,7,1.0,-0.10714286,-0.32150835
2024-08-30,category,consumer_retail,sma_20_distance,12w,6,6,1.0,0.48571429,0.68749098
2024-08-30,category,core_technology,sma_20_distance,12w,6,6,1.0,0.02857143,0.25485796
2024-08-30,category,defensive_healthcare,sma_20_distance,12w,6,6,1.0,0.31428571,0.36703844
2024-08-30,category,financial_payments,sma_20_distance,12w,5,5,1.0,-0.1,-0.17501174
2024-08-30,category,industrial_diversified,sma_20_distance,12w,4,4,1.0,-0.4,-0.79915157
2024-08-30,category,international,sma_20_distance,12w,4,4,1.0,0.4,0.77545791
2024-08-30,category,semiconductors,sma_20_distance,12w,7,7,1.0,-0.28571429,-0.20071855
2024-09-06,category,consumer_retail,sma_20_distance,12w,6,6,1.0,0.6,0.56591074
2024-09-06,category,core_technology,sma_20_distance,12w,6,6,1.0,-0.42857143,-0.38459747
2024-09-06,category,defensive_healthcare,sma_20_distance,12w,6,6,1.0,0.6,0.65287247
2024-09-06,category,financial_payments,sma_20_distance,12w,5,5,1.0,-0.8,-0.6881108
2024-09-06,category,industrial_diversified,sma_20_distance,12w,4,4,1.0,0.0,0.15463186
2024-09-06,category,international,sma_20_distance,12w,4,4,1.0,0.8,0.94423018
2024-09-06,category,semiconductors,sma_20_distance,12w,7,7,1.0,0.0,-0.17341444
2024-09-13,category,consumer_retail,sma_20_distance,12w,6,6,1.0,0.31428571,0.31851301
2024-09-13,category,core_technology,sma_20_distance,12w,6,6,1.0,0.2,0.31066546
2024-09-13,category,defensive_healthcare,sma_20_distance,12w,6,6,1.0,0.14285714,0.08274231
2024-09-13,category,financial_payments,sma_20_distance,12w,5,5,1.0,-0.8,-0.76454025
2024-09-13,category,industrial_diversified,sma_20_distance,12w,4,4,1.0,-0.4,-0.78246347
2024-09-13,category,international,sma_20_distance,12w,4,4,1.0,0.4,0.42381184
2024-09-13,category,semiconductors,sma_20_distance,12w,7,7,1.0,0.21428571,0.10383585
2024-09-20,category,consumer_retail,sma_20_distance,12w,6,6,1.0,0.31428571,0.46828319
2024-09-20,category,core_technology,sma_20_distance,12w,6,6,1.0,-0.31428571,-0.24893551
2024-09-20,category,defensive_healthcare,sma_20_distance,12w,6,6,1.0,-0.02857143,0.08335112
2024-09-20,category,financial_payments,sma_20_distance,12w,5,5,1.0,-0.6,-0.42288829
2024-09-20,category,industrial_diversified,sma_20_distance,12w,4,4,1.0,-1.0,-0.86852576
2024-09-20,category,international,sma_20_distance,12w,4,4,1.0,0.4,0.46287192
2024-09-20,category,semiconductors,sma_20_distance,12w,7,7,1.0,0.39285714,0.45204381
2024-09-27,category,consumer_retail,sma_20_distance,12w,6,6,1.0,-0.2,-0.1770219
2024-09-27,category,core_technology,sma_20_distance,12w,6,6,1.0,-0.25714286,-0.42707509
2024-09-27,category,defensive_healthcare,sma_20_distance,12w,6,6,1.0,-0.25714286,0.03261268
2024-09-27,category,financial_payments,sma_20_distance,12w,5,5,1.0,-0.6,-0.64750232
2024-09-27,category,industrial_diversified,sma_20_distance,12w,4,4,1.0,-0.8,-0.84270884
2024-09-27,category,international,sma_20_distance,12w,4,4,1.0,-0.4,-0.71363118
2024-09-27,category,semiconductors,sma_20_distance,12w,7,7,1.0,0.53571429,0.62601516
2024-10-04,category,consumer_retail,sma_20_distance,12w,6,6,1.0,0.02857143,0.11657999
2024-10-04,category,core_technology,sma_20_distance,12w,6,6,1.0,-0.37142857,-0.48217303
2024-10-04,category,defensive_healthcare,sma_20_distance,12w,6,6,1.0,-0.77142857,-0.33405753
2024-10-04,category,financial_payments,sma_20_distance,12w,5,5,1.0,-0.5,-0.64596766
2024-10-04,category,industrial_diversified,sma_20_distance,12w,4,4,1.0,-0.8,-0.92929576
2024-10-04,category,international,sma_20_distance,12w,4,4,1.0,-0.8,-0.97526104
2024-10-04,category,semiconductors,sma_20_distance,12w,7,7,1.0,0.35714286,0.48776403
2024-10-11,category,consumer_retail,sma_20_distance,12w,6,6,1.0,-0.02857143,0.24356429
2024-10-11,category,core_technology,sma_20_distance,12w,6,6,1.0,-0.25714286,-0.39165908
2024-10-11,category,defensive_healthcare,sma_20_distance,12w,6,6,1.0,-0.6,-0.36776321
2024-10-11,category,financial_payments,sma_20_distance,12w,5,5,1.0,-0.3,-0.37571403
2024-10-11,category,industrial_diversified,sma_20_distance,12w,4,4,1.0,-0.8,-0.95200385
2024-10-11,category,international,sma_20_distance,12w,4,4,1.0,-1.0,-0.99212336
2024-10-11,category,semiconductors,sma_20_distance,12w,7,7,1.0,0.39285714,0.61511796
2024-10-18,category,consumer_retail,sma_20_distance,12w,6,6,1.0,-0.08571429,0.02089426
2024-10-18,category,core_technology,sma_20_distance,12w,6,6,1.0,-0.6,-0.50120304
2024-10-18,category,defensive_healthcare,sma_20_distance,12w,6,6,1.0,-0.42857143,-0.43985044
