ticker,date,close,weekly_return,momentum_4w,momentum_12w,volatility_12w,drawdown_from_52w_high,sma_10,sma_20,sma_10_distance,sma_20_distance,rsi_14,macd,macd_signal,macd_histogram
MA,2020-04-03,237.029999,-0.04288308,-0.17414031,-0.23826208,0.09748255,0.30479545,286.6960037,294.32450325,-0.17323578,-0.1946644,37.62190245,-7.26812032,4.06747271,-11.33559303
MA,2020-04-09,269.399994,0.13656497,-0.00225923,-0.16764509,0.10627475,0.20985486,282.0420029,293.6660026,-0.04482314,-0.08263132,46.9591687,-7.20959928,1.81205831,-9.02165759
MA,2020-04-17,259.970001,-0.03500369,0.2296377,-0.19680542,0.10646079,0.23751286,275.339003,292.0530021,-0.05581847,-0.10985335,44.85281758,-7.83383894,-0.11712114,-7.7167178
MA,2020-04-24,258.76001,-0.00465435,0.04486177,-0.1809837,0.10642242,0.24106174,267.1200028,290.4710029,-0.03129677,-0.10917094,44.57652322,-8.33016458,-1.75972983,-6.57043475
MA,2020-05-01,268.73999,0.03856848,0.1337805,-0.17816517,0.10656766,0.21179064,260.0240006,289.1035026,0.03351994,-0.07043676,47.45175409,-7.82796929,-2.97337772,-4.85459157
MA,2020-05-08,282.440002,0.05097869,0.04840389,-0.17160876,0.10697353,0.17160876,259.2430008,288.29700235,0.08947976,-0.02031586,51.19476685,-6.25242536,-3.62918725,-2.62323811
MA,2020-05-15,278.940002,-0.01239201,0.07296996,-0.17886373,0.10695518,0.1818742,258.436,287.20700295,0.0793388,-0.02878412,50.21077436,-5.22597442,-3.94854468,-1.27742973
MA,2020-05-22,294.910004,0.05725246,0.13970472,0.01605514,0.09949927,0.13503448,260.9259994,286.9310035,0.13024384,0.02780808,54.50740964,-3.08825942,-3.77648763,0.68822821
MA,2020-05-29,300.890015,0.02027741,0.11963246,0.0483607,0.09941919,0.11749522,269.8730011,286.4170036,0.11493189,0.05053126,56.03729613,-0.90117974,-3.20142605,2.30024632
MA,2020-06-05,311.880005,0.03652494,0.10423454,0.15506831,0.0972953,0.08526179,276.2960022,285.82800365,0.12878942,0.09114573,58.78075571,1.69930845,-2.22127915,3.9205876
MA,2020-06-12,297.790009,-0.04517762,0.06757728,0.40852337,0.06803056,0.12658748,282.3720032,284.53400345,0.05460175,0.04658848,54.1178863,2.59337434,-1.25834845,3.85172279
MA,2020-06-19,296.5,-0.00433194,0.00539146,0.19725422,0.05210682,0.13037105,285.0820038,283.56200335,0.04005162,0.04562669,53.69789346,3.16139249,-0.37440026,3.53579276
MA,2020-06-26,289.339996,-0.02414841,-0.03838618,0.22068935,0.05042558,0.15137121,288.0190033,281.67900315,0.00458648,0.0271976,51.31737944,2.99922528,0.30032484,2.69890044
MA,2020-07-02,302.420013,0.04520639,-0.03033215,0.12256874,0.03559068,0.11300777,292.3850036,279.7525032,0.03432122,0.08102701,55.22265398,3.88141216,1.01654231,2.86486985
MA,2020-07-10,295.679993,-0.02228695,-0.00708558,0.13736197,0.03428587,0.13277612,295.0790039,277.55150225,0.00203671,0.06531577,52.86913665,3.99068618,1.61137108,2.3793151
MA,2020-07-17,304.059998,0.02834147,0.02549746,0.17506564,0.03421148,0.10819772,297.2410035,278.24200215,0.02294096,0.09278971,55.41345651,4.69931225,2.22895931,2.47035293
MA,2020-07-24,306.920013,0.00940609,0.06075903,0.14207049,0.03333747,0.09980935,300.0390046,279.2375023,0.02293371,0.09913608,56.28090989,5.42909955,2.86898736,2.56011218
MA,2020-07-31,308.529999,0.00524562,0.02020364,0.09237359,0.03096052,0.09508729,301.4010041,281.16350175,0.02365286,0.09733304,56.79054529,6.06743207,3.5086763,2.55875577
MA,2020-08-07,328.019989,0.06317049,0.10937499,0.17595177,0.03400864,0.03792352,304.1140015,286.9935013,0.07860864,0.14295267,62.49087087,8.05316266,4.41757357,3.63558908
MA,2020-08-14,326.799988,-0.00371929,0.07478784,0.10813463,0.03143667,0.04150176,305.6059998,290.951001,0.06935069,0.12321314,61.94003078,9.41983853,5.41802657,4.00181197
MA,2020-08-21,337.100006,0.0315178,0.09833179,0.12034295,0.03196489,0.011292,309.5369995,295.95450135,0.08904592,0.13902645,64.76398851,11.20490126,6.5754015,4.62949975
MA,2020-08-28,366.119995,0.08608718,0.18665931,0.17391301,0.03828405,0.0,316.498999,300.7905014,0.15678089,0.21719267,71.23896522,14.79074837,8.21847088,6.57227749
MA,2020-09-04,335.01001,-0.0849721,0.02130974,0.12498741,0.04501774,0.0849721,321.0660004,304.54250185,0.04343035,0.10004353,58.77085298,14.949909,9.5647585,5.3851505
MA,2020-09-11,330.149994,-0.01450708,0.01025094,0.1134907,0.04542253,0.09824648,323.8389985,308.11200105,0.01948807,0.07152592,57.08986467,14.51654458,10.55511572,3.96142887
MA,2020-09-18,335.26001,0.01547786,-0.00545831,0.15870607,0.04414095,0.08428926,327.7970002,311.43800205,0.02276717,0.07649037,58.43600167,14.41921996,11.32793657,3.09128339
MA,2020-09-25,331.779999,-0.01038004,-0.09379437,0.09708348,0.04339254,0.09379437,330.5690003,313.9050019,0.00366338,0.05694397,57.12176365,13.90103916,11.84255708,2.05848207
MA,2020-10-02,338.829987,0.02124898,0.01140258,0.14593478,0.04238221,0.07453843,333.7599977,316.89950115,0.01519052,0.06920328,59.12725056,13.89903285,12.25385224,1.64518061
MA,2020-10-09,352.390015,0.04002015,0.06736338,0.15894895,0.04291621,0.03750131,338.1459993,319.7735017,0.04212386,0.1019988,62.73730743,14.82077906,12.7672376,2.05354146
MA,2020-10-16,339.399994,-0.03686263,0.01234858,0.10582556,0.04530181,0.07298154,339.2839998,321.69900065,0.00034188,0.05502346,57.49807743,14.33780613,13.08135131,1.25645483
MA,2020-10-23,329.609985,-0.02884505,-0.00654052,0.06832394,0.04663269,0.09972143,339.5649995,322.58549965,-0.02931696,0.02177558,53.84825966,13.01504536,13.06809012,-0.05304476
MA,2020-10-30,288.640015,-0.12429833,-0.1481273,-0.12005358,0.05632375,0.21162455,334.7190004,322.12799995,-0.13766468,-0.10395863,41.87012151,8.56211501,12.1668951,-3.60478009
MA,2020-11-06,313.640015,0.08661308,-0.10996339,-0.0402692,0.06277561,0.14334093,329.4710024,322.9850007,-0.04804971,-0.02893319,49.28364585,6.97007995,11.12753207,-4.15745212
MA,2020-11-13,335.029999,0.06819916,-0.01287565,-0.00614063,0.06537286,0.0849175,329.4730013,325.26950085,0.01686632,0.03000742,54.61670567,7.34965143,10.37195594,-3.02230451
MA,2020-11-20,323.0,-0.03590723,-0.02005396,-0.11777558,0.06030933,0.11777558,328.7580019,326.2985002,-0.01751441,-0.01010884,51.34647153,6.60362174,9.6182891,-3.01466736
MA,2020-11-27,339.070007,0.04975234,0.17471587,0.01211903,0.05728069,0.07388285,329.1390016,328.4680009,0.03017268,0.03227714,55.20497004,7.22580848,9.13979297,-1.9139845
MA,2020-12-04,344.350006,0.015572,0.09791477,0.04301079,0.05712469,0.05946135,330.3960023,330.4825013,0.04223418,0.04196139,56.42766271,8.05212782,8.92225994,-0.87013212
MA,2020-12-11,327.420013,-0.04916507,-0.02271434,-0.02338483,0.05906679,0.105703,329.2550049,331.5075013,-0.00557316,-0.01233,51.56729169,7.25722613,8.58925318,-1.33202705
MA,2020-12-18,340.329987,0.0394294,0.05365321,0.02577005,0.06003905,0.07044141,328.0490021,333.0975007,0.03743643,0.02171282,54.76683236,7.58159195,8.38772093,-0.80612899
MA,2020-12-24,336.0,-0.01272291,-0.0090542,-0.00835223,0.05994302,0.0822681,327.7090027,333.49650125,0.02529988,0.00750682,53.490478,7.40391273,8.19095929,-0.78704656
MA,2020-12-31,356.940002,0.06232143,0.03656163,0.01291179,0.06158654,0.02507373,330.4420044,335.00350195,0.08018956,0.06548141,58.52455143,8.85075781,8.322919,0.52783881
MA,2021-01-08,353.850006,-0.00865691,0.08072198,0.04257517,0.06046146,0.03351357,336.9630035,335.84100195,0.0501153,0.0536236,57.53491645,9.63696714,8.58572862,1.05123851
MA,2021-01-15,323.26001,-0.08644905,-0.05015713,-0.01926512,0.06548726,0.1170654,337.925003,333.6980027,-0.04339718,-0.03127976,48.74691247,7.70289253,8.40916141,-0.70626888
MA,2021-01-22,328.98999,0.01772561,-0.02086313,0.13979342,0.05243754,0.10141485,337.3210021,333.3970017,-0.02469758,-0.01321851,50.27890898,6.55690207,8.03870954,-1.48180747
MA,2021-01-29,316.290009,-0.03860294,-0.11388467,0.00844916,0.04860809,0.13610288,336.650003,332.70400245,-0.06047822,-0.04933512,46.93057862,4.57121988,7.34521161,-2.77399173
MA,2021-02-05,338.75,0.07101075,-0.04267347,0.01110349,0.04896277,0.0747569,336.6180023,332.87850195,0.00633358,0.01763856,52.90393307,4.75507248,6.82718378,-2.0721113
MA,2021-02-12,341.0,0.00664207,0.05487839,0.05572755,0.04748437,0.06861137,336.2830017,333.339502,0.01402687,0.02298107,53.46896665,5.02441486,6.46663,-1.44221513
MA,2021-02-19,333.170013,-0.02296184,0.01270562,-0.01740052,0.04594859,0.08999777,336.8580017,333.0565033,-0.0109482,0.00034081,51.16829943,4.55356546,6.08401709,-1.53045163
MA,2021-02-26,353.850006,0.06207039,0.11875177,0.02758821,0.04926686,0.03351357,338.2100036,333.12950285,0.04624346,0.06219954,56.49289066,5.78245993,6.02370566,-0.24124573
MA,2021-03-05,360.880005,0.01986717,0.06532843,0.10219287,0.04652688,0.01431222,340.6980041,334.2035034,0.05923721,0.07982113,58.16296159,7.24016964,6.26699845,0.97317119
MA,2021-03-12,382.709991,0.06049098,0.12231669,0.12452621,0.04814258,0.0,343.275003,336.8585037,0.11487871,0.13611498,62.92253081,10.04116423,7.02183161,3.01933262
MA,2021-03-19,356.51001,-0.0684591,0.07005431,0.0610417,0.05306525,0.0684591,343.5410034,340.25200345,0.03775097,0.04778225,54.85638448,10.03121946,7.62370918,2.40751028
MA,2021-03-26,366.140015,0.02701188,0.03473226,0.02577468,0.05059489,0.04329643,347.8290039,342.87700345,0.05264372,0.06784652,57.03645357,10.67731762,8.23443087,2.44288675
MA,2021-04-01,363.299988,-0.00775667,0.00670578,0.02670618,0.0505762,0.05071726,351.2600037,344.2905029,0.03427656,0.0552135,56.17487151,10.83528618,8.75460193,2.08068425
MA,2021-04-09,380.079987,0.04618772,-0.00687205,0.17577175,0.04310034,0.00687205,357.6390015,347.14450225,0.06274759,0.09487543,60.01782149,12.1741471,9.43851096,2.73563613
MA,2021-04-16,386.170013,0.01602301,0.08319543,0.17380475,0.04309132,0.0,362.3810028,349.49950255,0.06564641,0.10492293,61.34272623,13.57018952,10.26484667,3.30534285
MA,2021-04-23,387.059998,0.00230465,0.05713657,0.22375031,0.04003603,0.0,366.9870026,351.63500215,0.05469675,0.10074366,61.5432836,14.58030488,11.12793832,3.45236656
MA,2021-04-30,382.059998,-0.01291789,0.05163779,0.12785239,0.03710007,0.01291789,371.8760011,354.3670014,0.02738546,0.07814779,59.67028474,14.80668808,11.86368827,2.94299981
MA,2021-05-07,375.399994,-0.01743183,-0.01231318,0.10087975,0.0379804,0.03012454,374.0309999,356.12050175,0.00366011,0.05413755,57.17427275,14.28403427,12.34775747,1.93627681
MA,2021-05-14,363.910004,-0.03060733,-0.05764303,0.09226518,0.03861862,0.05980983,374.3339998,357.51600195,-0.02784678,0.01788452,53.05126506,12.79518626,12.43724323,0.35794303
MA,2021-05-21,367.600006,0.01013988,-0.05027642,0.03885827,0.03473064,0.05027642,372.8230013,358.04900215,-0.01400932,0.02667513,54.19369709,11.77725494,12.30524557,-0.52799063
MA,2021-05-28,360.579987,-0.0190969,-0.05622156,-0.00083135,0.03490655,0.06841319,373.229999,358.3855012,-0.03389334,0.00612325,51.6202065,10.28551516,11.90129949,-1.61578433
MA,2021-06-04,366.019989,0.01508681,-0.02498669,-0.04361005,0.02991557,0.05435852,373.2179964,360.52350015,-0.01928634,0.01524585,53.4643922,9.43351959,11.40774351,-1.97422392
MA,2021-06-11,365.5,-0.00142066,0.0043692,0.02521666,0.02179809,0.05570195,373.4379976,362.34900065,-0.02125653,0.00869603,53.25542205,8.61701659,10.84959812,-2.23258153
MA,2021-06-18,367.420013,0.00525311,-0.00048964,0.00349592,0.0204162,0.05074145,372.1720002,364.90550085,-0.01276826,0.00689086,53.97081978,8.03227007,10.28613251,-2.25386244
MA,2021-06-25,379.609985,0.03317721,0.05277608,0.04489402,0.02225195,0.0192477,371.5159974,366.9485001,0.02178638,0.0345048,58.33107425,8.45501892,9.9199098,-1.46489088
MA,2021-07-02,375.029999,-0.01206498,0.02461617,-0.01328665,0.01816464,0.03108045,370.3129975,368.65000005,0.01273788,0.01730639,56.17784726,8.3245239,9.60083262,-1.27630872
MA,2021-07-09,372.940002,-0.00557288,0.02035568,-0.03425955,0.01738171,0.03648012,369.4009979,370.6384995,0.00958039,0.00620956,55.17689516,7.96069443,9.27280498,-1.31211054
MA,2021-07-16,387.119995,0.03802218,0.05361706,0.00015501,0.02100815,0.0,370.572998,372.30199895,0.04465246,0.03980101,60.34005265,8.71609023,9.16146203,-0.4453718
MA,2021-07-23,393.26001,0.01586075,0.03595802,0.0293148,0.02101543,0.0,373.5079986,373.9209992,0.05288243,0.05171951,62.36177128,9.69839764,9.26884915,0.42954849
