start_date,end_date,weekly_deployment,dca_l2_final_value,fixed_dca_final_value,dca_l2_total_invested,fixed_dca_total_invested,crash_fund_simulated_used,decision_rows,trade_rows
2021-06-01,2026-07-10,69.23,115438.95,119647.94,17636.26,17858.76,2139.42,7698,1548
