strategy,symbol,signal_date,execution_date,status,execution_price,gross_invested,commission,slippage_cost,base,extra,crash
fixed,ASML,2022-10-31,2022-11-01,executed,466.9039363,8.0,0.01,0.0,6.0,0.0,2.0
reserve_fixed,ASML,2022-10-31,2022-11-01,executed,466.9039363,6.0,0.01,0.0,6.0,0.0,0.0
fixed,KO,2022-10-31,2022-11-01,executed,53.77272493,4.0,0.0,0.0,3.0,0.0,1.0
reserve_fixed,KO,2022-10-31,2022-11-01,executed,53.77272493,3.0,0.0,0.0,3.0,0.0,0.0
dca_l2_v2,BYDDY,2022-10-31,2022-11-01,executed,7.67615816,9.0,0.01,0.0,9.0,0.0,0.0
dca_l2_v2,MSFT,2022-10-31,2022-11-01,executed,227.57880454,6.6,0.01,0.0,6.6,0.0,0.0
dca_l2_v2,NVDA,2022-10-31,2022-11-01,executed,13.78374443,5.4,0.01,0.0,5.4,0.0,0.0
dca_l2_v2,AAPL,2022-10-31,2022-11-01,executed,152.31543766,4.5,0.0,0.0,4.5,0.0,0.0
dca_l2_v2,ASML,2022-10-31,2022-11-01,executed,466.9039363,3.0,0.0,0.0,3.0,0.0,0.0
dca_l2_v2,KO,2022-10-31,2022-11-01,executed,53.77272493,1.5,0.0,0.0,1.5,0.0,0.0
fixed,BYDDY,2022-11-07,2022-11-08,executed,8.04805201,24.0,0.02,0.01,18.0,0.0,6.0
reserve_fixed,BYDDY,2022-11-07,2022-11-08,executed,8.04805201,18.0,0.02,0.01,18.0,0.0,0.0
fixed,MSFT,2022-11-07,2022-11-08,executed,221.85540727,17.6,0.02,0.01,13.2,0.0,4.4
reserve_fixed,MSFT,2022-11-07,2022-11-08,executed,221.85540727,13.2,0.01,0.01,13.2,0.0,0.0
fixed,NVDA,2022-11-07,2022-11-08,executed,14.7717902,14.4,0.01,0.01,10.8,0.0,3.6
reserve_fixed,NVDA,2022-11-07,2022-11-08,executed,14.7717902,10.8,0.01,0.01,10.8,0.0,0.0
fixed,AAPL,2022-11-07,2022-11-08,executed,138.13572535,12.0,0.01,0.01,9.0,0.0,3.0
reserve_fixed,AAPL,2022-11-07,2022-11-08,executed,138.13572535,9.0,0.01,0.0,9.0,0.0,0.0
fixed,ASML,2022-11-07,2022-11-08,executed,482.71630553,8.0,0.01,0.0,6.0,0.0,2.0
reserve_fixed,ASML,2022-11-07,2022-11-08,executed,482.71630553,6.0,0.01,0.0,6.0,0.0,0.0
fixed,KO,2022-11-07,2022-11-08,executed,53.52191658,4.0,0.0,0.0,3.0,0.0,1.0
reserve_fixed,KO,2022-11-07,2022-11-08,executed,53.52191658,3.0,0.0,0.0,3.0,0.0,0.0
dca_l2_v2,BYDDY,2022-11-07,2022-11-08,executed,8.04805201,9.0,0.01,0.0,9.0,0.0,0.0
dca_l2_v2,MSFT,2022-11-07,2022-11-08,executed,221.85540727,6.6,0.01,0.0,6.6,0.0,0.0
dca_l2_v2,NVDA,2022-11-07,2022-11-08,executed,14.7717902,5.4,0.01,0.0,5.4,0.0,0.0
dca_l2_v2,AAPL,2022-11-07,2022-11-08,executed,138.13572535,4.5,0.0,0.0,4.5,0.0,0.0
dca_l2_v2,ASML,2022-11-07,2022-11-08,executed,482.71630553,3.0,0.0,0.0,3.0,0.0,0.0
dca_l2_v2,KO,2022-11-07,2022-11-08,executed,53.52191658,1.5,0.0,0.0,1.5,0.0,0.0
fixed,BYDDY,2022-11-14,2022-11-15,executed,8.01907253,24.0,0.02,0.01,18.0,0.0,6.0
reserve_fixed,BYDDY,2022-11-14,2022-11-15,executed,8.01907253,18.0,0.02,0.01,18.0,0.0,0.0
fixed,MSFT,2022-11-14,2022-11-15,executed,238.30780335,17.6,0.02,0.01,13.2,0.0,4.4
reserve_fixed,MSFT,2022-11-14,2022-11-15,executed,238.30780335,13.2,0.01,0.01,13.2,0.0,0.0
fixed,NVDA,2022-11-14,2022-11-15,executed,16.68899733,14.4,0.01,0.01,10.8,0.0,3.6
reserve_fixed,NVDA,2022-11-14,2022-11-15,executed,16.68899733,10.8,0.01,0.01,10.8,0.0,0.0
fixed,AAPL,2022-11-14,2022-11-15,executed,149.7544308,12.0,0.01,0.01,9.0,0.0,3.0
reserve_fixed,AAPL,2022-11-14,2022-11-15,executed,149.7544308,9.0,0.01,0.0,9.0,0.0,0.0
fixed,ASML,2022-11-14,2022-11-15,executed,587.83363693,8.0,0.01,0.0,6.0,0.0,2.0
reserve_fixed,ASML,2022-11-14,2022-11-15,executed,587.83363693,6.0,0.01,0.0,6.0,0.0,0.0
fixed,KO,2022-11-14,2022-11-15,executed,54.75807035,4.0,0.0,0.0,3.0,0.0,1.0
reserve_fixed,KO,2022-11-14,2022-11-15,executed,54.75807035,3.0,0.0,0.0,3.0,0.0,0.0
dca_l2_v2,BYDDY,2022-11-14,2022-11-15,executed,8.01907253,9.0,0.01,0.0,9.0,0.0,0.0
dca_l2_v2,MSFT,2022-11-14,2022-11-15,executed,238.30780335,6.6,0.01,0.0,6.6,0.0,0.0
dca_l2_v2,NVDA,2022-11-14,2022-11-15,executed,16.68899733,5.4,0.01,0.0,5.4,0.0,0.0
dca_l2_v2,AAPL,2022-11-14,2022-11-15,executed,149.7544308,4.5,0.0,0.0,4.5,0.0,0.0
dca_l2_v2,ASML,2022-11-14,2022-11-15,executed,587.83363693,3.0,0.0,0.0,3.0,0.0,0.0
dca_l2_v2,KO,2022-11-14,2022-11-15,executed,54.75807035,1.5,0.0,0.0,1.5,0.0,0.0
fixed,BYDDY,2022-11-21,2022-11-22,executed,7.28977407,24.0,0.02,0.01,18.0,0.0,6.0
reserve_fixed,BYDDY,2022-11-21,2022-11-22,executed,7.28977407,18.0,0.02,0.01,18.0,0.0,0.0
fixed,MSFT,2022-11-21,2022-11-22,executed,236.96567262,17.6,0.02,0.01,13.2,0.0,4.4
reserve_fixed,MSFT,2022-11-21,2022-11-22,executed,236.96567262,13.2,0.01,0.01,13.2,0.0,0.0
fixed,NVDA,2022-11-21,2022-11-22,executed,15.29775606,14.4,0.01,0.01,10.8,0.0,3.6
reserve_fixed,NVDA,2022-11-21,2022-11-22,executed,15.29775606,10.8,0.01,0.01,10.8,0.0,0.0
fixed,AAPL,2022-11-21,2022-11-22,executed,145.73074396,12.0,0.01,0.01,9.0,0.0,3.0
reserve_fixed,AAPL,2022-11-21,2022-11-22,executed,145.73074396,9.0,0.01,0.0,9.0,0.0,0.0
fixed,ASML,2022-11-21,2022-11-22,executed,563.5840422,8.0,0.01,0.0,6.0,0.0,2.0
reserve_fixed,ASML,2022-11-21,2022-11-22,executed,563.5840422,6.0,0.01,0.0,6.0,0.0,0.0
fixed,KO,2022-11-21,2022-11-22,executed,55.95839622,4.0,0.0,0.0,3.0,0.0,1.0
reserve_fixed,KO,2022-11-21,2022-11-22,executed,55.95839622,3.0,0.0,0.0,3.0,0.0,0.0
dca_l2_v2,BYDDY,2022-11-21,2022-11-22,executed,7.28977407,9.0,0.01,0.0,9.0,0.0,0.0
dca_l2_v2,MSFT,2022-11-21,2022-11-22,executed,236.96567262,6.6,0.01,0.0,6.6,0.0,0.0
dca_l2_v2,NVDA,2022-11-21,2022-11-22,executed,15.29775606,5.4,0.01,0.0,5.4,0.0,0.0
dca_l2_v2,AAPL,2022-11-21,2022-11-22,executed,145.73074396,4.5,0.0,0.0,4.5,0.0,0.0
dca_l2_v2,ASML,2022-11-21,2022-11-22,executed,563.5840422,3.0,0.0,0.0,3.0,0.0,0.0
dca_l2_v2,KO,2022-11-21,2022-11-22,executed,55.95839622,1.5,0.0,0.0,1.5,0.0,0.0
fixed,BYDDY,2022-11-28,2022-11-29,executed,7.36222127,24.0,0.02,0.01,18.0,0.0,6.0
reserve_fixed,BYDDY,2022-11-28,2022-11-29,executed,7.36222127,18.0,0.02,0.01,18.0,0.0,0.0
fixed,MSFT,2022-11-28,2022-11-29,executed,234.83522293,17.6,0.02,0.01,13.2,0.0,4.4
reserve_fixed,MSFT,2022-11-28,2022-11-29,executed,234.83522293,13.2,0.01,0.01,13.2,0.0,0.0
fixed,NVDA,2022-11-28,2022-11-29,executed,15.79576594,14.4,0.01,0.01,10.8,0.0,3.6
reserve_fixed,NVDA,2022-11-28,2022-11-29,executed,15.79576594,10.8,0.01,0.01,10.8,0.0,0.0
fixed,AAPL,2022-11-28,2022-11-29,executed,141.95286196,12.0,0.01,0.01,9.0,0.0,3.0
reserve_fixed,AAPL,2022-11-28,2022-11-29,executed,141.95286196,9.0,0.01,0.0,9.0,0.0,0.0
fixed,ASML,2022-11-28,2022-11-29,executed,565.88029075,8.0,0.01,0.0,6.0,0.0,2.0
reserve_fixed,ASML,2022-11-28,2022-11-29,executed,565.88029075,6.0,0.01,0.0,6.0,0.0,0.0
fixed,KO,2022-11-28,2022-11-29,executed,56.00317359,3.6,0.0,0.0,3.0,0.0,1.0
reserve_fixed,KO,2022-11-28,2022-11-29,executed,56.00317359,3.0,0.0,0.0,3.0,0.0,0.0
dca_l2_v2,BYDDY,2022-11-28,2022-11-29,executed,7.36222127,9.0,0.01,0.0,9.0,0.0,0.0
dca_l2_v2,MSFT,2022-11-28,2022-11-29,executed,234.83522293,6.6,0.01,0.0,6.6,0.0,0.0
dca_l2_v2,NVDA,2022-11-28,2022-11-29,executed,15.79576594,5.4,0.01,0.0,5.4,0.0,0.0
dca_l2_v2,AAPL,2022-11-28,2022-11-29,executed,141.95286196,4.5,0.0,0.0,4.5,0.0,0.0
dca_l2_v2,ASML,2022-11-28,2022-11-29,executed,565.88029075,3.0,0.0,0.0,3.0,0.0,0.0
dca_l2_v2,KO,2022-11-28,2022-11-29,executed,56.00317359,1.5,0.0,0.0,1.5,0.0,0.0
fixed,BYDDY,2022-12-05,2022-12-06,executed,8.19455523,30.0,0.03,0.01,22.5,0.0,7.5
reserve_fixed,BYDDY,2022-12-05,2022-12-06,executed,8.19455523,22.5,0.02,0.01,22.5,0.0,0.0
fixed,MSFT,2022-12-05,2022-12-06,executed,243.99905456,22.0,0.02,0.01,16.5,0.0,5.5
reserve_fixed,MSFT,2022-12-05,2022-12-06,executed,243.99905456,16.5,0.02,0.01,16.5,0.0,0.0
fixed,NVDA,2022-12-05,2022-12-06,executed,16.50159968,18.0,0.02,0.01,13.5,0.0,4.5
reserve_fixed,NVDA,2022-12-05,2022-12-06,executed,16.50159968,13.5,0.01,0.01,13.5,0.0,0.0
fixed,AAPL,2022-12-05,2022-12-06,executed,144.68787979,15.0,0.01,0.01,11.25,0.0,3.75
reserve_fixed,AAPL,2022-12-05,2022-12-06,executed,144.68787979,11.25,0.01,0.01,11.25,0.0,0.0
fixed,ASML,2022-12-05,2022-12-06,executed,584.68497439,10.0,0.01,0.01,7.5,0.0,2.5
reserve_fixed,ASML,2022-12-05,2022-12-06,executed,584.68497439,7.5,0.01,0.0,7.5,0.0,0.0
fixed,KO,2022-12-05,2022-12-06,executed,57.30247792,5.0,0.01,0.0,3.75,0.0,1.25
reserve_fixed,KO,2022-12-05,2022-12-06,executed,57.30247792,3.75,0.0,0.0,3.75,0.0,0.0
dca_l2_v2,BYDDY,2022-12-05,2022-12-06,executed,8.19455523,11.25,0.01,0.01,11.25,0.0,0.0
dca_l2_v2,MSFT,2022-12-05,2022-12-06,executed,243.99905456,8.25,0.01,0.0,8.25,0.0,0.0
dca_l2_v2,NVDA,2022-12-05,2022-12-06,executed,16.50159968,6.75,0.01,0.0,6.75,0.0,0.0
dca_l2_v2,AAPL,2022-12-05,2022-12-06,executed,144.68787979,5.63,0.01,0.0,5.63,0.0,0.0
dca_l2_v2,ASML,2022-12-05,2022-12-06,executed,584.68497439,3.75,0.0,0.0,3.75,0.0,0.0
dca_l2_v2,KO,2022-12-05,2022-12-06,executed,57.30247792,1.88,0.0,0.0,1.88,0.0,0.0
fixed,BYDDY,2022-12-12,2022-12-13,executed,8.88521639,30.0,0.03,0.01,22.5,0.0,7.5
reserve_fixed,BYDDY,2022-12-12,2022-12-13,executed,8.88521639,22.5,0.02,0.01,22.5,0.0,0.0
fixed,MSFT,2022-12-12,2022-12-13,executed,254.57343311,22.0,0.02,0.01,16.5,0.0,5.5
reserve_fixed,MSFT,2022-12-12,2022-12-13,executed,254.57343311,16.5,0.02,0.01,16.5,0.0,0.0
fixed,NVDA,2022-12-12,2022-12-13,executed,18.49916396,18.0,0.02,0.01,13.5,0.0,4.5
reserve_fixed,NVDA,2022-12-12,2022-12-13,executed,18.49916396,13.5,0.01,0.01,13.5,0.0,0.0
fixed,AAPL,2022-12-12,2022-12-13,executed,147.07852751,15.0,0.01,0.01,11.25,0.0,3.75
reserve_fixed,AAPL,2022-12-12,2022-12-13,executed,147.07852751,11.25,0.01,0.01,11.25,0.0,0.0
fixed,ASML,2022-12-12,2022-12-13,executed,622.93402236,10.0,0.01,0.01,7.5,0.0,2.5
reserve_fixed,ASML,2022-12-12,2022-12-13,executed,622.93402236,7.5,0.01,0.0,7.5,0.0,0.0
fixed,KO,2022-12-12,2022-12-13,executed,58.26773831,5.0,0.01,0.0,3.75,0.0,1.25
reserve_fixed,KO,2022-12-12,2022-12-13,executed,58.26773831,3.75,0.0,0.0,3.75,0.0,0.0
dca_l2_v2,BYDDY,2022-12-12,2022-12-13,executed,8.88521639,11.25,0.01,0.01,11.25,0.0,0.0
dca_l2_v2,MSFT,2022-12-12,2022-12-13,executed,254.57343311,8.25,0.01,0.0,8.25,0.0,0.0
dca_l2_v2,NVDA,2022-12-12,2022-12-13,executed,18.49916396,6.75,0.01,0.0,6.75,0.0,0.0
dca_l2_v2,AAPL,2022-12-12,2022-12-13,executed,147.07852751,5.63,0.01,0.0,5.63,0.0,0.0
dca_l2_v2,ASML,2022-12-12,2022-12-13,executed,622.93402236,3.75,0.0,0.0,3.75,0.0,0.0
dca_l2_v2,KO,2022-12-12,2022-12-13,executed,58.26773831,1.88,0.0,0.0,1.88,0.0,0.0
fixed,BYDDY,2022-12-19,2022-12-20,executed,8.27344165,30.0,0.03,0.01,22.5,0.0,7.5
reserve_fixed,BYDDY,2022-12-19,2022-12-20,executed,8.27344165,22.5,0.02,0.01,22.5,0.0,0.0
fixed,MSFT,2022-12-19,2022-12-20,executed,232.88963763,22.0,0.02,0.01,16.5,0.0,5.5
reserve_fixed,MSFT,2022-12-19,2022-12-20,executed,232.88963763,16.5,0.02,0.01,16.5,0.0,0.0
fixed,NVDA,2022-12-19,2022-12-20,executed,16.03639619,18.0,0.02,0.01,13.5,0.0,4.5
reserve_fixed,NVDA,2022-12-19,2022-12-20,executed,16.03639619,13.5,0.01,0.01,13.5,0.0,0.0
fixed,AAPL,2022-12-19,2022-12-20,executed,129.26183862,15.0,0.01,0.01,11.25,0.0,3.75
reserve_fixed,AAPL,2022-12-19,2022-12-20,executed,129.26183862,11.25,0.01,0.01,11.25,0.0,0.0
fixed,ASML,2022-12-19,2022-12-20,executed,544.71131955,10.0,0.01,0.01,7.5,0.0,2.5
reserve_fixed,ASML,2022-12-19,2022-12-20,executed,544.71131955,7.5,0.01,0.0,7.5,0.0,0.0
fixed,KO,2022-12-19,2022-12-20,executed,56.67099334,5.0,0.01,0.0,3.75,0.0,1.25
reserve_fixed,KO,2022-12-19,2022-12-20,executed,56.67099334,3.75,0.0,0.0,3.75,0.0,0.0
dca_l2_v2,BYDDY,2022-12-19,2022-12-20,executed,8.27344165,11.25,0.01,0.01,11.25,0.0,0.0
dca_l2_v2,MSFT,2022-12-19,2022-12-20,executed,232.88963763,8.25,0.01,0.0,8.25,0.0,0.0
dca_l2_v2,NVDA,2022-12-19,2022-12-20,executed,16.03639619,6.75,0.01,0.0,6.75,0.0,0.0
dca_l2_v2,AAPL,2022-12-19,2022-12-20,executed,129.26183862,5.63,0.01,0.0,5.63,0.0,0.0
dca_l2_v2,ASML,2022-12-19,2022-12-20,executed,544.71131955,3.75,0.0,0.0,3.75,0.0,0.0
dca_l2_v2,KO,2022-12-19,2022-12-20,executed,56.67099334,1.88,0.0,0.0,1.88,0.0,0.0
fixed,BYDDY,2022-12-23,2022-12-27,executed,7.82105257,30.0,0.03,0.01,22.5,0.0,7.5
reserve_fixed,BYDDY,2022-12-23,2022-12-27,executed,7.82105257,22.5,0.02,0.01,22.5,0.0,0.0
fixed,MSFT,2022-12-23,2022-12-27,executed,232.20867531,22.0,0.02,0.01,16.5,0.0,5.5
reserve_fixed,MSFT,2022-12-23,2022-12-27,executed,232.20867531,16.5,0.02,0.01,16.5,0.0,0.0
fixed,NVDA,2022-12-23,2022-12-27,executed,15.04810029,18.0,0.02,0.01,13.5,0.0,4.5
reserve_fixed,NVDA,2022-12-23,2022-12-27,executed,15.04810029,13.5,0.01,0.01,13.5,0.0,0.0
fixed,AAPL,2022-12-23,2022-12-27,executed,129.25201671,15.0,0.01,0.01,11.25,0.0,3.75
reserve_fixed,AAPL,2022-12-23,2022-12-27,executed,129.25201671,11.25,0.01,0.01,11.25,0.0,0.0
fixed,ASML,2022-12-23,2022-12-27,executed,529.02609286,10.0,0.01,0.01,7.5,0.0,2.5
reserve_fixed,ASML,2022-12-23,2022-12-27,executed,529.02609286,7.5,0.01,0.0,7.5,0.0,0.0
fixed,KO,2022-12-23,2022-12-27,executed,57.67234876,4.6,0.0,0.0,3.75,0.0,1.25
reserve_fixed,KO,2022-12-23,2022-12-27,executed,57.67234876,3.75,0.0,0.0,3.75,0.0,0.0
dca_l2_v2,BYDDY,2022-12-23,2022-12-27,executed,7.82105257,11.25,0.01,0.01,11.25,0.0,0.0
dca_l2_v2,MSFT,2022-12-23,2022-12-27,executed,232.20867531,8.25,0.01,0.0,8.25,0.0,0.0
dca_l2_v2,NVDA,2022-12-23,2022-12-27,executed,15.04810029,6.75,0.01,0.0,6.75,0.0,0.0
dca_l2_v2,AAPL,2022-12-23,2022-12-27,executed,129.25201671,5.63,0.01,0.0,5.63,0.0,0.0
dca_l2_v2,ASML,2022-12-23,2022-12-27,executed,529.02609286,3.75,0.0,0.0,3.75,0.0,0.0
dca_l2_v2,KO,2022-12-23,2022-12-27,executed,57.67234876,1.88,0.0,0.0,1.88,0.0,0.0
fixed,BYDDY,2022-12-30,2023-01-03,executed,8.26056322,24.0,0.02,0.01,18.0,0.0,6.0
reserve_fixed,BYDDY,2022-12-30,2023-01-03,executed,8.26056322,18.0,0.02,0.01,18.0,0.0,0.0
fixed,MSFT,2022-12-30,2023-01-03,executed,236.4695657,17.6,0.02,0.01,13.2,0.0,4.4
reserve_fixed,MSFT,2022-12-30,2023-01-03,executed,236.4695657,13.2,0.01,0.01,13.2,0.0,0.0
fixed,NVDA,2022-12-30,2023-01-03,executed,14.82548204,14.4,0.01,0.01,10.8,0.0,3.6
reserve_fixed,NVDA,2022-12-30,2023-01-03,executed,14.82548204,10.8,0.01,0.01,10.8,0.0,0.0
fixed,AAPL,2022-12-30,2023-01-03,executed,128.16981388,12.0,0.01,0.01,9.0,0.0,3.0
reserve_fixed,AAPL,2022-12-30,2023-01-03,executed,128.16981388,9.0,0.01,0.0,9.0,0.0,0.0
fixed,ASML,2022-12-30,2023-01-03,executed,543.78131878,8.0,0.01,0.0,6.0,0.0,2.0
reserve_fixed,ASML,2022-12-30,2023-01-03,executed,543.78131878,6.0,0.01,0.0,6.0,0.0,0.0
fixed,KO,2022-12-30,2023-01-03,executed,57.33857496,4.0,0.0,0.0,3.0,0.0,1.0
reserve_fixed,KO,2022-12-30,2023-01-03,executed,57.33857496,3.0,0.0,0.0,3.0,0.0,0.0
dca_l2_v2,BYDDY,2022-12-30,2023-01-03,executed,8.26056322,9.0,0.01,0.0,9.0,0.0,0.0
dca_l2_v2,MSFT,2022-12-30,2023-01-03,executed,236.4695657,6.6,0.01,0.0,6.6,0.0,0.0
dca_l2_v2,NVDA,2022-12-30,2023-01-03,executed,14.82548204,5.4,0.01,0.0,5.4,0.0,0.0
dca_l2_v2,AAPL,2022-12-30,2023-01-03,executed,128.16981388,4.5,0.0,0.0,4.5,0.0,0.0
dca_l2_v2,ASML,2022-12-30,2023-01-03,executed,543.78131878,3.0,0.0,0.0,3.0,0.0,0.0
dca_l2_v2,KO,2022-12-30,2023-01-03,executed,57.33857496,1.5,0.0,0.0,1.5,0.0,0.0
fixed,BYDDY,2023-01-09,2023-01-10,executed,8.53425099,24.0,0.02,0.01,18.0,0.0,6.0
reserve_fixed,BYDDY,2023-01-09,2023-01-10,executed,8.53425099,18.0,0.02,0.01,18.0,0.0,0.0
fixed,MSFT,2023-01-09,2023-01-10,executed,221.56614771,17.6,0.02,0.01,13.2,0.0,4.4
reserve_fixed,MSFT,2023-01-09,2023-01-10,executed,221.56614771,13.2,0.01,0.01,13.2,0.0,0.0
fixed,NVDA,2023-01-09,2023-01-10,executed,15.48035531,14.4,0.01,0.01,10.8,0.0,3.6
reserve_fixed,NVDA,2023-01-09,2023-01-10,executed,15.48035531,10.8,0.01,0.01,10.8,0.0,0.0
fixed,AAPL,2023-01-09,2023-01-10,executed,128.15011904,12.0,0.01,0.01,9.0,0.0,3.0
reserve_fixed,AAPL,2023-01-09,2023-01-10,executed,128.15011904,9.0,0.01,0.0,9.0,0.0,0.0
fixed,ASML,2023-01-09,2023-01-10,executed,603.21860457,8.0,0.01,0.0,6.0,0.0,2.0
reserve_fixed,ASML,2023-01-09,2023-01-10,executed,603.21860457,6.0,0.01,0.0,6.0,0.0,0.0
fixed,KO,2023-01-09,2023-01-10,executed,56.47253015,4.0,0.0,0.0,3.0,0.0,1.0
reserve_fixed,KO,2023-01-09,2023-01-10,executed,56.47253015,3.0,0.0,0.0,3.0,0.0,0.0
dca_l2_v2,BYDDY,2023-01-09,2023-01-10,executed,8.53425099,9.0,0.01,0.0,9.0,0.0,0.0
dca_l2_v2,MSFT,2023-01-09,2023-01-10,executed,221.56614771,6.6,0.01,0.0,6.6,0.0,0.0
dca_l2_v2,NVDA,2023-01-09,2023-01-10,executed,15.48035531,5.4,0.01,0.0,5.4,0.0,0.0
dca_l2_v2,AAPL,2023-01-09,2023-01-10,executed,128.15011904,4.5,0.0,0.0,4.5,0.0,0.0
dca_l2_v2,ASML,2023-01-09,2023-01-10,executed,603.21860457,3.0,0.0,0.0,3.0,0.0,0.0
dca_l2_v2,KO,2023-01-09,2023-01-10,executed,56.47253015,1.5,0.0,0.0,1.5,0.0,0.0
fixed,BYDDY,2023-01-13,2023-01-17,executed,9.1701738,24.0,0.02,0.01,18.0,0.0,6.0
reserve_fixed,BYDDY,2023-01-13,2023-01-17,executed,9.1701738,18.0,0.02,0.01,18.0,0.0,0.0
fixed,MSFT,2023-01-13,2023-01-17,executed,231.49854243,17.6,0.02,0.01,13.2,0.0,4.4
reserve_fixed,MSFT,2023-01-13,2023-01-17,executed,231.49854243,13.2,0.01,0.01,13.2,0.0,0.0
fixed,NVDA,2023-01-13,2023-01-17,executed,16.86996577,14.4,0.01,0.01,10.8,0.0,3.6
reserve_fixed,NVDA,2023-01-13,2023-01-17,executed,16.86996577,10.8,0.01,0.01,10.8,0.0,0.0
fixed,AAPL,2023-01-13,2023-01-17,executed,132.64612492,12.0,0.01,0.01,9.0,0.0,3.0
reserve_fixed,AAPL,2023-01-13,2023-01-17,executed,132.64612492,9.0,0.01,0.0,9.0,0.0,0.0
fixed,ASML,2023-01-13,2023-01-17,executed,630.80100888,8.0,0.01,0.0,6.0,0.0,2.0
reserve_fixed,ASML,2023-01-13,2023-01-17,executed,630.80100888,6.0,0.01,0.0,6.0,0.0,0.0
fixed,KO,2023-01-13,2023-01-17,executed,55.68768193,4.0,0.0,0.0,3.0,0.0,1.0
reserve_fixed,KO,2023-01-13,2023-01-17,executed,55.68768193,3.0,0.0,0.0,3.0,0.0,0.0
dca_l2_v2,BYDDY,2023-01-13,2023-01-17,executed,9.1701738,9.0,0.01,0.0,9.0,0.0,0.0
dca_l2_v2,MSFT,2023-01-13,2023-01-17,executed,231.49854243,6.6,0.01,0.0,6.6,0.0,0.0
dca_l2_v2,NVDA,2023-01-13,2023-01-17,executed,16.86996577,5.4,0.01,0.0,5.4,0.0,0.0
dca_l2_v2,AAPL,2023-01-13,2023-01-17,executed,132.64612492,4.5,0.0,0.0,4.5,0.0,0.0
dca_l2_v2,ASML,2023-01-13,2023-01-17,executed,630.80100888,3.0,0.0,0.0,3.0,0.0,0.0
dca_l2_v2,KO,2023-01-13,2023-01-17,executed,55.68768193,1.5,0.0,0.0,1.5,0.0,0.0
fixed,BYDDY,2023-01-23,2023-01-24,executed,9.6306159,24.0,0.02,0.01,18.0,0.0,6.0
reserve_fixed,BYDDY,2023-01-23,2023-01-24,executed,9.6306159,18.0,0.02,0.01,18.0,0.0,0.0
fixed,MSFT,2023-01-23,2023-01-24,executed,235.9053007,17.6,0.02,0.01,13.2,0.0,4.4
reserve_fixed,MSFT,2023-01-23,2023-01-24,executed,235.9053007,13.2,0.01,0.01,13.2,0.0,0.0
fixed,NVDA,2023-01-23,2023-01-24,executed,18.79465163,14.4,0.01,0.01,10.8,0.0,3.6
reserve_fixed,NVDA,2023-01-23,2023-01-24,executed,18.79465163,10.8,0.01,0.01,10.8,0.0,0.0
fixed,AAPL,2023-01-23,2023-01-24,executed,138.03736919,12.0,0.01,0.01,9.0,0.0,3.0
reserve_fixed,AAPL,2023-01-23,2023-01-24,executed,138.03736919,9.0,0.01,0.0,9.0,0.0,0.0
fixed,ASML,2023-01-23,2023-01-24,executed,645.93398959,8.0,0.01,0.0,6.0,0.0,2.0
reserve_fixed,ASML,2023-01-23,2023-01-24,executed,645.93398959,6.0,0.01,0.0,6.0,0.0,0.0
fixed,KO,2023-01-23,2023-01-24,executed,54.19920306,4.0,0.0,0.0,3.0,0.0,1.0
reserve_fixed,KO,2023-01-23,2023-01-24,executed,54.19920306,3.0,0.0,0.0,3.0,0.0,0.0
dca_l2_v2,BYDDY,2023-01-23,2023-01-24,executed,9.6306159,9.0,0.01,0.0,9.0,0.0,0.0
dca_l2_v2,MSFT,2023-01-23,2023-01-24,executed,235.9053007,6.6,0.01,0.0,6.6,0.0,0.0
dca_l2_v2,NVDA,2023-01-23,2023-01-24,executed,18.79465163,5.4,0.01,0.0,5.4,0.0,0.0
dca_l2_v2,AAPL,2023-01-23,2023-01-24,executed,138.03736919,4.5,0.0,0.0,4.5,0.0,0.0
dca_l2_v2,ASML,2023-01-23,2023-01-24,executed,645.93398959,3.0,0.0,0.0,3.0,0.0,0.0
dca_l2_v2,KO,2023-01-23,2023-01-24,executed,54.19920306,1.5,0.0,0.0,1.5,0.0,0.0
fixed,BYDDY,2023-01-30,2023-01-31,executed,10.11359427,24.0,0.02,0.01,18.0,0.0,6.0
reserve_fixed,BYDDY,2023-01-30,2023-01-31,executed,10.11359427,18.0,0.02,0.01,18.0,0.0,0.0
fixed,MSFT,2023-01-30,2023-01-31,executed,236.82951258,17.6,0.02,0.01,13.2,0.0,4.4
reserve_fixed,MSFT,2023-01-30,2023-01-31,executed,236.82951258,13.2,0.01,0.01,13.2,0.0,0.0
fixed,NVDA,2023-01-30,2023-01-31,executed,19.13706375,14.4,0.01,0.01,10.8,0.0,3.6
reserve_fixed,NVDA,2023-01-30,2023-01-31,executed,19.13706375,10.8,0.01,0.01,10.8,0.0,0.0
fixed,AAPL,2023-01-30,2023-01-31,executed,140.38868626,12.0,0.01,0.01,9.0,0.0,3.0
reserve_fixed,AAPL,2023-01-30,2023-01-31,executed,140.38868626,9.0,0.01,0.0,9.0,0.0,0.0
fixed,ASML,2023-01-30,2023-01-31,executed,630.91718094,8.0,0.01,0.0,6.0,0.0,2.0
reserve_fixed,ASML,2023-01-30,2023-01-31,executed,630.91718094,6.0,0.01,0.0,6.0,0.0,0.0
fixed,KO,2023-01-30,2023-01-31,executed,55.0111018,3.6,0.0,0.0,3.0,0.0,1.0
