strategy,symbol,signal_date,execution_date,status,execution_price,gross_invested,commission,slippage_cost,base,extra,crash
fixed,KO,2025-12-22,2025-12-23,executed,69.30798267,4.0,0.0,0.0,3.0,0.0,1.0
reserve_fixed,KO,2025-12-22,2025-12-23,executed,69.30798267,3.0,0.0,0.0,3.0,0.0,0.0
dca_l2_v2,BYDDY,2025-12-22,2025-12-23,executed,11.85859433,9.0,0.01,0.0,9.0,0.0,0.0
dca_l2_v2,MSFT,2025-12-22,2025-12-23,executed,483.07126893,6.6,0.01,0.0,6.6,0.0,0.0
dca_l2_v2,NVDA,2025-12-22,2025-12-23,executed,182.83849156,5.4,0.01,0.0,5.4,0.0,0.0
dca_l2_v2,AAPL,2025-12-22,2025-12-23,executed,270.47291787,4.5,0.0,0.0,4.5,0.0,0.0
dca_l2_v2,ASML,2025-12-22,2025-12-23,executed,1053.40849002,3.0,0.0,0.0,3.0,0.0,0.0
dca_l2_v2,KO,2025-12-22,2025-12-23,executed,69.30798267,1.5,0.0,0.0,1.5,0.0,0.0
fixed,BYDDY,2025-12-29,2025-12-30,executed,12.43608994,24.0,0.02,0.01,18.0,0.0,6.0
reserve_fixed,BYDDY,2025-12-29,2025-12-30,executed,12.43608994,18.0,0.02,0.01,18.0,0.0,0.0
fixed,MSFT,2025-12-29,2025-12-30,executed,484.0174978,17.6,0.02,0.01,13.2,0.0,4.4
reserve_fixed,MSFT,2025-12-29,2025-12-30,executed,484.0174978,13.2,0.01,0.01,13.2,0.0,0.0
fixed,NVDA,2025-12-29,2025-12-30,executed,188.10470335,14.4,0.01,0.01,10.8,0.0,3.6
reserve_fixed,NVDA,2025-12-29,2025-12-30,executed,188.10470335,10.8,0.01,0.01,10.8,0.0,0.0
fixed,AAPL,2025-12-29,2025-12-30,executed,272.44024204,12.0,0.01,0.01,9.0,0.0,3.0
reserve_fixed,AAPL,2025-12-29,2025-12-30,executed,272.44024204,9.0,0.01,0.0,9.0,0.0,0.0
fixed,ASML,2025-12-29,2025-12-30,executed,1079.93432431,8.0,0.01,0.0,6.0,0.0,2.0
reserve_fixed,ASML,2025-12-29,2025-12-30,executed,1079.93432431,6.0,0.01,0.0,6.0,0.0,0.0
fixed,KO,2025-12-29,2025-12-30,executed,69.11052799,3.6,0.0,0.0,3.0,0.0,1.0
reserve_fixed,KO,2025-12-29,2025-12-30,executed,69.11052799,3.0,0.0,0.0,3.0,0.0,0.0
dca_l2_v2,BYDDY,2025-12-29,2025-12-30,executed,12.43608994,20.09,0.02,0.01,18.0,2.09,0.0
dca_l2_v2,MSFT,2025-12-29,2025-12-30,executed,484.0174978,14.84,0.01,0.01,13.2,1.64,0.0
dca_l2_v2,NVDA,2025-12-29,2025-12-30,executed,188.10470335,10.8,0.01,0.01,10.8,0.0,0.0
dca_l2_v2,AAPL,2025-12-29,2025-12-30,executed,272.44024204,9.0,0.01,0.0,9.0,0.0,0.0
dca_l2_v2,ASML,2025-12-29,2025-12-30,executed,1079.93432431,6.23,0.01,0.0,6.0,0.23,0.0
dca_l2_v2,KO,2025-12-29,2025-12-30,executed,69.11052799,3.0,0.0,0.0,3.0,0.0,0.0
fixed,BYDDY,2026-01-05,2026-01-06,executed,12.69496831,30.0,0.03,0.01,22.5,0.0,7.5
reserve_fixed,BYDDY,2026-01-05,2026-01-06,executed,12.69496831,22.5,0.02,0.01,22.5,0.0,0.0
fixed,MSFT,2026-01-05,2026-01-06,executed,471.93522869,22.0,0.02,0.01,16.5,0.0,5.5
reserve_fixed,MSFT,2026-01-05,2026-01-06,executed,471.93522869,16.5,0.02,0.01,16.5,0.0,0.0
fixed,NVDA,2026-01-05,2026-01-06,executed,190.38306396,18.0,0.02,0.01,13.5,0.0,4.5
reserve_fixed,NVDA,2026-01-05,2026-01-06,executed,190.38306396,13.5,0.01,0.01,13.5,0.0,0.0
fixed,AAPL,2026-01-05,2026-01-06,executed,266.63810543,15.0,0.01,0.01,11.25,0.0,3.75
reserve_fixed,AAPL,2026-01-05,2026-01-06,executed,266.63810543,11.25,0.01,0.01,11.25,0.0,0.0
fixed,ASML,2026-01-05,2026-01-06,executed,1217.58219685,10.0,0.01,0.01,7.5,0.0,2.5
reserve_fixed,ASML,2026-01-05,2026-01-06,executed,1217.58219685,7.5,0.01,0.0,7.5,0.0,0.0
fixed,KO,2026-01-05,2026-01-06,executed,67.14581413,5.0,0.01,0.0,3.75,0.0,1.25
reserve_fixed,KO,2026-01-05,2026-01-06,executed,67.14581413,3.75,0.0,0.0,3.75,0.0,0.0
dca_l2_v2,BYDDY,2026-01-05,2026-01-06,executed,12.69496831,24.29,0.02,0.01,22.5,1.79,0.0
dca_l2_v2,MSFT,2026-01-05,2026-01-06,executed,471.93522869,19.1,0.02,0.01,16.5,2.6,0.0
dca_l2_v2,NVDA,2026-01-05,2026-01-06,executed,190.38306396,13.5,0.01,0.01,13.5,0.0,0.0
dca_l2_v2,AAPL,2026-01-05,2026-01-06,executed,266.63810543,11.7,0.01,0.01,11.25,0.45,0.0
dca_l2_v2,ASML,2026-01-05,2026-01-06,executed,1217.58219685,7.5,0.01,0.0,7.5,0.0,0.0
dca_l2_v2,KO,2026-01-05,2026-01-06,executed,67.14581413,3.88,0.0,0.0,3.75,0.13,0.0
fixed,BYDDY,2026-01-12,2026-01-13,executed,12.44604791,30.0,0.03,0.01,22.5,0.0,7.5
reserve_fixed,BYDDY,2026-01-12,2026-01-13,executed,12.44604791,22.5,0.02,0.01,22.5,0.0,0.0
fixed,MSFT,2026-01-12,2026-01-13,executed,472.81177074,22.0,0.02,0.01,16.5,0.0,5.5
reserve_fixed,MSFT,2026-01-12,2026-01-13,executed,472.81177074,16.5,0.02,0.01,16.5,0.0,0.0
fixed,NVDA,2026-01-12,2026-01-13,executed,184.86702532,18.0,0.02,0.01,13.5,0.0,4.5
reserve_fixed,NVDA,2026-01-12,2026-01-13,executed,184.86702532,13.5,0.01,0.01,13.5,0.0,0.0
fixed,AAPL,2026-01-12,2026-01-13,executed,258.36934211,15.0,0.01,0.01,11.25,0.0,3.75
reserve_fixed,AAPL,2026-01-12,2026-01-13,executed,258.36934211,11.25,0.01,0.01,11.25,0.0,0.0
fixed,ASML,2026-01-12,2026-01-13,executed,1276.82739565,10.0,0.01,0.01,7.5,0.0,2.5
reserve_fixed,ASML,2026-01-12,2026-01-13,executed,1276.82739565,7.5,0.01,0.0,7.5,0.0,0.0
fixed,KO,2026-01-12,2026-01-13,executed,69.52519923,5.0,0.01,0.0,3.75,0.0,1.25
reserve_fixed,KO,2026-01-12,2026-01-13,executed,69.52519923,3.75,0.0,0.0,3.75,0.0,0.0
dca_l2_v2,BYDDY,2026-01-12,2026-01-13,executed,12.44604791,24.3,0.02,0.01,22.5,1.8,0.0
dca_l2_v2,MSFT,2026-01-12,2026-01-13,executed,472.81177074,18.93,0.02,0.01,16.5,2.43,0.0
dca_l2_v2,NVDA,2026-01-12,2026-01-13,executed,184.86702532,13.5,0.01,0.01,13.5,0.0,0.0
dca_l2_v2,AAPL,2026-01-12,2026-01-13,executed,258.36934211,12.39,0.01,0.01,11.25,1.14,0.0
dca_l2_v2,ASML,2026-01-12,2026-01-13,executed,1276.82739565,7.5,0.01,0.0,7.5,0.0,0.0
dca_l2_v2,KO,2026-01-12,2026-01-13,executed,69.52519923,3.75,0.0,0.0,3.75,0.0,0.0
fixed,BYDDY,2026-01-16,2026-01-20,executed,12.35643613,30.0,0.03,0.01,22.5,0.0,7.5
reserve_fixed,BYDDY,2026-01-16,2026-01-20,executed,12.35643613,22.5,0.02,0.01,22.5,0.0,0.0
fixed,MSFT,2026-01-16,2026-01-20,executed,449.44410475,22.0,0.02,0.01,16.5,0.0,5.5
reserve_fixed,MSFT,2026-01-16,2026-01-20,executed,449.44410475,16.5,0.02,0.01,16.5,0.0,0.0
fixed,NVDA,2026-01-16,2026-01-20,executed,181.7692482,18.0,0.02,0.01,13.5,0.0,4.5
reserve_fixed,NVDA,2026-01-16,2026-01-20,executed,181.7692482,13.5,0.01,0.01,13.5,0.0,0.0
fixed,AAPL,2026-01-16,2026-01-20,executed,252.38745466,15.0,0.01,0.01,11.25,0.0,3.75
reserve_fixed,AAPL,2026-01-16,2026-01-20,executed,252.38745466,11.25,0.01,0.01,11.25,0.0,0.0
fixed,ASML,2026-01-16,2026-01-20,executed,1313.46978569,10.0,0.01,0.01,7.5,0.0,2.5
reserve_fixed,ASML,2026-01-16,2026-01-20,executed,1313.46978569,7.5,0.01,0.0,7.5,0.0,0.0
fixed,KO,2026-01-16,2026-01-20,executed,69.110533,5.0,0.01,0.0,3.75,0.0,1.25
reserve_fixed,KO,2026-01-16,2026-01-20,executed,69.110533,3.75,0.0,0.0,3.75,0.0,0.0
dca_l2_v2,BYDDY,2026-01-16,2026-01-20,executed,12.35643613,22.5,0.02,0.01,22.5,0.0,0.0
dca_l2_v2,MSFT,2026-01-16,2026-01-20,executed,449.44410475,18.75,0.02,0.01,16.5,2.25,0.0
dca_l2_v2,NVDA,2026-01-16,2026-01-20,executed,181.7692482,13.5,0.01,0.01,13.5,0.0,0.0
dca_l2_v2,AAPL,2026-01-16,2026-01-20,executed,252.38745466,12.76,0.01,0.01,11.25,1.51,0.0
dca_l2_v2,ASML,2026-01-16,2026-01-20,executed,1313.46978569,7.5,0.01,0.0,7.5,0.0,0.0
dca_l2_v2,KO,2026-01-16,2026-01-20,executed,69.110533,3.75,0.0,0.0,3.75,0.0,0.0
fixed,BYDDY,2026-01-26,2026-01-27,executed,12.5754866,30.0,0.03,0.01,22.5,0.0,7.5
reserve_fixed,BYDDY,2026-01-26,2026-01-27,executed,12.5754866,22.5,0.02,0.01,22.5,0.0,0.0
fixed,MSFT,2026-01-26,2026-01-27,executed,471.83566893,22.0,0.02,0.01,16.5,0.0,5.5
reserve_fixed,MSFT,2026-01-26,2026-01-27,executed,471.83566893,16.5,0.02,0.01,16.5,0.0,0.0
fixed,NVDA,2026-01-26,2026-01-27,executed,187.10541095,18.0,0.02,0.01,13.5,0.0,4.5
reserve_fixed,NVDA,2026-01-26,2026-01-27,executed,187.10541095,13.5,0.01,0.01,13.5,0.0,0.0
fixed,AAPL,2026-01-26,2026-01-27,executed,258.81871569,15.0,0.01,0.01,11.25,0.0,3.75
reserve_fixed,AAPL,2026-01-26,2026-01-27,executed,258.81871569,11.25,0.01,0.01,11.25,0.0,0.0
fixed,ASML,2026-01-26,2026-01-27,executed,1411.55790824,10.0,0.01,0.01,7.5,0.0,2.5
reserve_fixed,ASML,2026-01-26,2026-01-27,executed,1411.55790824,7.5,0.01,0.0,7.5,0.0,0.0
fixed,KO,2026-01-26,2026-01-27,executed,71.51952589,4.6,0.0,0.0,3.75,0.0,1.25
reserve_fixed,KO,2026-01-26,2026-01-27,executed,71.51952589,3.75,0.0,0.0,3.75,0.0,0.0
dca_l2_v2,BYDDY,2026-01-26,2026-01-27,executed,12.5754866,18.27,0.02,0.01,18.27,0.0,0.0
dca_l2_v2,MSFT,2026-01-26,2026-01-27,executed,471.83566893,13.4,0.01,0.01,13.4,0.0,0.0
dca_l2_v2,NVDA,2026-01-26,2026-01-27,executed,187.10541095,10.96,0.01,0.01,10.96,0.0,0.0
dca_l2_v2,AAPL,2026-01-26,2026-01-27,executed,258.81871569,9.14,0.01,0.0,9.14,0.0,0.0
dca_l2_v2,ASML,2026-01-26,2026-01-27,executed,1411.55790824,6.09,0.01,0.0,6.09,0.0,0.0
dca_l2_v2,KO,2026-01-26,2026-01-27,executed,71.51952589,3.05,0.0,0.0,3.05,0.0,0.0
fixed,BYDDY,2026-02-02,2026-02-03,executed,11.43044937,30.0,0.03,0.01,22.5,0.0,7.5
reserve_fixed,BYDDY,2026-02-02,2026-02-03,executed,11.43044937,22.5,0.02,0.01,22.5,0.0,0.0
fixed,MSFT,2026-02-02,2026-02-03,executed,420.3490765,22.0,0.02,0.01,16.5,0.0,5.5
reserve_fixed,MSFT,2026-02-02,2026-02-03,executed,420.3490765,16.5,0.02,0.01,16.5,0.0,0.0
fixed,NVDA,2026-02-02,2026-02-03,executed,186.10612856,18.0,0.02,0.01,13.5,0.0,4.5
reserve_fixed,NVDA,2026-02-02,2026-02-03,executed,186.10612856,13.5,0.01,0.01,13.5,0.0,0.0
fixed,AAPL,2026-02-02,2026-02-03,executed,268.8351564,15.0,0.01,0.01,11.25,0.0,3.75
reserve_fixed,AAPL,2026-02-02,2026-02-03,executed,268.8351564,11.25,0.01,0.01,11.25,0.0,0.0
fixed,ASML,2026-02-02,2026-02-03,executed,1429.88904023,10.0,0.01,0.01,7.5,0.0,2.5
reserve_fixed,ASML,2026-02-02,2026-02-03,executed,1429.88904023,7.5,0.01,0.0,7.5,0.0,0.0
fixed,KO,2026-02-02,2026-02-03,executed,74.31356521,5.0,0.01,0.0,3.75,0.0,1.25
reserve_fixed,KO,2026-02-02,2026-02-03,executed,74.31356521,3.75,0.0,0.0,3.75,0.0,0.0
dca_l2_v2,BYDDY,2026-02-02,2026-02-03,executed,11.43044937,25.63,0.03,0.01,22.5,3.13,0.0
dca_l2_v2,MSFT,2026-02-02,2026-02-03,executed,420.3490765,19.89,0.02,0.01,16.5,3.39,0.0
dca_l2_v2,NVDA,2026-02-02,2026-02-03,executed,186.10612856,13.5,0.01,0.01,13.5,0.0,0.0
dca_l2_v2,AAPL,2026-02-02,2026-02-03,executed,268.8351564,11.43,0.01,0.01,11.25,0.18,0.0
dca_l2_v2,ASML,2026-02-02,2026-02-03,executed,1429.88904023,7.5,0.01,0.0,7.5,0.0,0.0
dca_l2_v2,KO,2026-02-02,2026-02-03,executed,74.31356521,3.75,0.0,0.0,3.75,0.0,0.0
fixed,BYDDY,2026-02-09,2026-02-10,executed,12.13738566,30.0,0.03,0.01,22.5,0.0,7.5
reserve_fixed,BYDDY,2026-02-09,2026-02-10,executed,12.13738566,22.5,0.02,0.01,22.5,0.0,0.0
fixed,MSFT,2026-02-09,2026-02-10,executed,417.9684768,22.0,0.02,0.01,16.5,0.0,5.5
reserve_fixed,MSFT,2026-02-09,2026-02-10,executed,417.9684768,16.5,0.02,0.01,16.5,0.0,0.0
fixed,NVDA,2026-02-09,2026-02-10,executed,191.24244344,18.0,0.02,0.01,13.5,0.0,4.5
reserve_fixed,NVDA,2026-02-09,2026-02-10,executed,191.24244344,13.5,0.01,0.01,13.5,0.0,0.0
fixed,AAPL,2026-02-09,2026-02-10,executed,274.77429649,15.0,0.01,0.01,11.25,0.0,3.75
reserve_fixed,AAPL,2026-02-09,2026-02-10,executed,274.77429649,11.25,0.01,0.01,11.25,0.0,0.0
fixed,ASML,2026-02-09,2026-02-10,executed,1434.99536511,10.0,0.01,0.01,7.5,0.0,2.5
reserve_fixed,ASML,2026-02-09,2026-02-10,executed,1434.99536511,7.5,0.01,0.0,7.5,0.0,0.0
fixed,KO,2026-02-09,2026-02-10,executed,75.65628224,5.0,0.01,0.0,3.75,0.0,1.25
reserve_fixed,KO,2026-02-09,2026-02-10,executed,75.65628224,3.75,0.0,0.0,3.75,0.0,0.0
dca_l2_v2,BYDDY,2026-02-09,2026-02-10,executed,12.13738566,11.25,0.01,0.01,11.25,0.0,0.0
dca_l2_v2,MSFT,2026-02-09,2026-02-10,executed,417.9684768,8.25,0.01,0.0,8.25,0.0,0.0
dca_l2_v2,NVDA,2026-02-09,2026-02-10,executed,191.24244344,6.75,0.01,0.0,6.75,0.0,0.0
dca_l2_v2,AAPL,2026-02-09,2026-02-10,executed,274.77429649,5.63,0.01,0.0,5.63,0.0,0.0
dca_l2_v2,ASML,2026-02-09,2026-02-10,executed,1434.99536511,3.75,0.0,0.0,3.75,0.0,0.0
dca_l2_v2,KO,2026-02-09,2026-02-10,executed,75.65628224,1.88,0.0,0.0,1.88,0.0,0.0
fixed,BYDDY,2026-02-13,2026-02-17,executed,12.22699744,30.0,0.03,0.01,22.5,0.0,7.5
reserve_fixed,BYDDY,2026-02-13,2026-02-17,executed,12.22699744,22.5,0.02,0.01,22.5,0.0,0.0
fixed,MSFT,2026-02-13,2026-02-17,executed,397.64877202,22.0,0.02,0.01,16.5,0.0,5.5
reserve_fixed,MSFT,2026-02-13,2026-02-17,executed,397.64877202,16.5,0.02,0.01,16.5,0.0,0.0
fixed,NVDA,2026-02-13,2026-02-17,executed,181.6193603,18.0,0.02,0.01,13.5,0.0,4.5
reserve_fixed,NVDA,2026-02-13,2026-02-17,executed,181.6193603,13.5,0.01,0.01,13.5,0.0,0.0
fixed,AAPL,2026-02-13,2026-02-17,executed,257.94137123,15.0,0.01,0.01,11.25,0.0,3.75
reserve_fixed,AAPL,2026-02-13,2026-02-17,executed,257.94137123,11.25,0.01,0.01,11.25,0.0,0.0
fixed,ASML,2026-02-13,2026-02-17,executed,1388.43399406,10.0,0.01,0.01,7.5,0.0,2.5
reserve_fixed,ASML,2026-02-13,2026-02-17,executed,1388.43399406,7.5,0.01,0.0,7.5,0.0,0.0
fixed,KO,2026-02-13,2026-02-17,executed,77.98629466,5.0,0.01,0.0,3.75,0.0,1.25
reserve_fixed,KO,2026-02-13,2026-02-17,executed,77.98629466,3.75,0.0,0.0,3.75,0.0,0.0
dca_l2_v2,BYDDY,2026-02-13,2026-02-17,executed,12.22699744,11.25,0.01,0.01,11.25,0.0,0.0
dca_l2_v2,MSFT,2026-02-13,2026-02-17,executed,397.64877202,8.25,0.01,0.0,8.25,0.0,0.0
dca_l2_v2,NVDA,2026-02-13,2026-02-17,executed,181.6193603,6.75,0.01,0.0,6.75,0.0,0.0
dca_l2_v2,AAPL,2026-02-13,2026-02-17,executed,257.94137123,5.63,0.01,0.0,5.63,0.0,0.0
dca_l2_v2,ASML,2026-02-13,2026-02-17,executed,1388.43399406,3.75,0.0,0.0,3.75,0.0,0.0
dca_l2_v2,KO,2026-02-13,2026-02-17,executed,77.98629466,1.88,0.0,0.0,1.88,0.0,0.0
fixed,BYDDY,2026-02-23,2026-02-24,executed,12.63522646,30.0,0.03,0.01,22.5,0.0,7.5
reserve_fixed,BYDDY,2026-02-23,2026-02-24,executed,12.63522646,22.5,0.02,0.01,22.5,0.0,0.0
fixed,MSFT,2026-02-23,2026-02-24,executed,383.50147491,22.0,0.02,0.01,16.5,0.0,5.5
reserve_fixed,MSFT,2026-02-23,2026-02-24,executed,383.50147491,16.5,0.02,0.01,16.5,0.0,0.0
fixed,NVDA,2026-02-23,2026-02-24,executed,191.35236637,18.0,0.02,0.01,13.5,0.0,4.5
reserve_fixed,NVDA,2026-02-23,2026-02-24,executed,191.35236637,13.5,0.01,0.01,13.5,0.0,0.0
fixed,AAPL,2026-02-23,2026-02-24,executed,267.74724372,15.0,0.01,0.01,11.25,0.0,3.75
reserve_fixed,AAPL,2026-02-23,2026-02-24,executed,267.74724372,11.25,0.01,0.01,11.25,0.0,0.0
fixed,ASML,2026-02-23,2026-02-24,executed,1495.56490475,10.0,0.01,0.01,7.5,0.0,2.5
reserve_fixed,ASML,2026-02-23,2026-02-24,executed,1495.56490475,7.5,0.01,0.0,7.5,0.0,0.0
fixed,KO,2026-02-23,2026-02-24,executed,79.51660944,4.6,0.0,0.0,3.75,0.0,1.25
reserve_fixed,KO,2026-02-23,2026-02-24,executed,79.51660944,3.75,0.0,0.0,3.75,0.0,0.0
dca_l2_v2,BYDDY,2026-02-23,2026-02-24,executed,12.63522646,11.25,0.01,0.01,11.25,0.0,0.0
dca_l2_v2,MSFT,2026-02-23,2026-02-24,executed,383.50147491,8.25,0.01,0.0,8.25,0.0,0.0
dca_l2_v2,NVDA,2026-02-23,2026-02-24,executed,191.35236637,6.75,0.01,0.0,6.75,0.0,0.0
dca_l2_v2,AAPL,2026-02-23,2026-02-24,executed,267.74724372,5.63,0.01,0.0,5.63,0.0,0.0
dca_l2_v2,ASML,2026-02-23,2026-02-24,executed,1495.56490475,3.75,0.0,0.0,3.75,0.0,0.0
dca_l2_v2,KO,2026-02-23,2026-02-24,executed,79.51660944,1.88,0.0,0.0,1.88,0.0,0.0
fixed,BYDDY,2026-03-02,2026-03-03,executed,12.02785992,24.0,0.02,0.01,18.0,0.0,6.0
reserve_fixed,BYDDY,2026-03-02,2026-03-03,executed,12.02785992,18.0,0.02,0.01,18.0,0.0,0.0
fixed,MSFT,2026-03-02,2026-03-03,executed,392.48649317,17.6,0.02,0.01,13.2,0.0,4.4
reserve_fixed,MSFT,2026-03-02,2026-03-03,executed,392.48649317,13.2,0.01,0.01,13.2,0.0,0.0
fixed,NVDA,2026-03-02,2026-03-03,executed,178.36169728,14.4,0.01,0.01,10.8,0.0,3.6
reserve_fixed,NVDA,2026-03-02,2026-03-03,executed,178.36169728,10.8,0.01,0.01,10.8,0.0,0.0
fixed,AAPL,2026-03-02,2026-03-03,executed,263.36911075,12.0,0.01,0.01,9.0,0.0,3.0
reserve_fixed,AAPL,2026-03-02,2026-03-03,executed,263.36911075,9.0,0.01,0.0,9.0,0.0,0.0
fixed,ASML,2026-03-02,2026-03-03,executed,1353.54795276,8.0,0.01,0.0,6.0,0.0,2.0
reserve_fixed,ASML,2026-03-02,2026-03-03,executed,1353.54795276,6.0,0.01,0.0,6.0,0.0,0.0
fixed,KO,2026-03-02,2026-03-03,executed,78.84524492,4.0,0.0,0.0,3.0,0.0,1.0
reserve_fixed,KO,2026-03-02,2026-03-03,executed,78.84524492,3.0,0.0,0.0,3.0,0.0,0.0
dca_l2_v2,BYDDY,2026-03-02,2026-03-03,executed,12.02785992,9.0,0.01,0.0,9.0,0.0,0.0
dca_l2_v2,MSFT,2026-03-02,2026-03-03,executed,392.48649317,6.6,0.01,0.0,6.6,0.0,0.0
dca_l2_v2,NVDA,2026-03-02,2026-03-03,executed,178.36169728,5.4,0.01,0.0,5.4,0.0,0.0
dca_l2_v2,AAPL,2026-03-02,2026-03-03,executed,263.36911075,4.5,0.0,0.0,4.5,0.0,0.0
dca_l2_v2,ASML,2026-03-02,2026-03-03,executed,1353.54795276,3.0,0.0,0.0,3.0,0.0,0.0
dca_l2_v2,KO,2026-03-02,2026-03-03,executed,78.84524492,1.5,0.0,0.0,1.5,0.0,0.0
fixed,BYDDY,2026-03-09,2026-03-10,executed,12.2469104,24.0,0.02,0.01,18.0,0.0,6.0
reserve_fixed,BYDDY,2026-03-09,2026-03-10,executed,12.2469104,18.0,0.02,0.01,18.0,0.0,0.0
fixed,MSFT,2026-03-09,2026-03-10,executed,409.34841992,17.6,0.02,0.01,13.2,0.0,4.4
reserve_fixed,MSFT,2026-03-09,2026-03-10,executed,409.34841992,13.2,0.01,0.01,13.2,0.0,0.0
fixed,NVDA,2026-03-09,2026-03-10,executed,182.26887289,14.4,0.01,0.01,10.8,0.0,3.6
reserve_fixed,NVDA,2026-03-09,2026-03-10,executed,182.26887289,10.8,0.01,0.01,10.8,0.0,0.0
fixed,AAPL,2026-03-09,2026-03-10,executed,257.54154542,12.0,0.01,0.01,9.0,0.0,3.0
reserve_fixed,AAPL,2026-03-09,2026-03-10,executed,257.54154542,9.0,0.01,0.0,9.0,0.0,0.0
fixed,ASML,2026-03-09,2026-03-10,executed,1370.50745927,8.0,0.01,0.0,6.0,0.0,2.0
reserve_fixed,ASML,2026-03-09,2026-03-10,executed,1370.50745927,6.0,0.01,0.0,6.0,0.0,0.0
fixed,KO,2026-03-09,2026-03-10,executed,76.49548963,4.0,0.0,0.0,3.0,0.0,1.0
reserve_fixed,KO,2026-03-09,2026-03-10,executed,76.49548963,3.0,0.0,0.0,3.0,0.0,0.0
dca_l2_v2,BYDDY,2026-03-09,2026-03-10,executed,12.2469104,9.0,0.01,0.0,9.0,0.0,0.0
dca_l2_v2,MSFT,2026-03-09,2026-03-10,executed,409.34841992,6.6,0.01,0.0,6.6,0.0,0.0
dca_l2_v2,NVDA,2026-03-09,2026-03-10,executed,182.26887289,5.4,0.01,0.0,5.4,0.0,0.0
dca_l2_v2,AAPL,2026-03-09,2026-03-10,executed,257.54154542,4.5,0.0,0.0,4.5,0.0,0.0
dca_l2_v2,ASML,2026-03-09,2026-03-10,executed,1370.50745927,3.0,0.0,0.0,3.0,0.0,0.0
dca_l2_v2,KO,2026-03-09,2026-03-10,executed,76.49548963,1.5,0.0,0.0,1.5,0.0,0.0
fixed,BYDDY,2026-03-16,2026-03-17,executed,13.27246492,24.0,0.02,0.01,18.0,0.0,6.0
reserve_fixed,BYDDY,2026-03-16,2026-03-17,executed,13.27246492,18.0,0.02,0.01,18.0,0.0,0.0
fixed,MSFT,2026-03-16,2026-03-17,executed,399.60461245,17.6,0.02,0.01,13.2,0.0,4.4
reserve_fixed,MSFT,2026-03-16,2026-03-17,executed,399.60461245,13.2,0.01,0.01,13.2,0.0,0.0
fixed,NVDA,2026-03-16,2026-03-17,executed,184.93698428,14.4,0.01,0.01,10.8,0.0,3.6
reserve_fixed,NVDA,2026-03-16,2026-03-17,executed,184.93698428,10.8,0.01,0.01,10.8,0.0,0.0
fixed,AAPL,2026-03-16,2026-03-17,executed,252.85353058,12.0,0.01,0.01,9.0,0.0,3.0
reserve_fixed,AAPL,2026-03-16,2026-03-17,executed,252.85353058,9.0,0.01,0.0,9.0,0.0,0.0
fixed,ASML,2026-03-16,2026-03-17,executed,1380.93643316,8.0,0.01,0.0,6.0,0.0,2.0
reserve_fixed,ASML,2026-03-16,2026-03-17,executed,1380.93643316,6.0,0.01,0.0,6.0,0.0,0.0
fixed,KO,2026-03-16,2026-03-17,executed,77.53838982,4.0,0.0,0.0,3.0,0.0,1.0
reserve_fixed,KO,2026-03-16,2026-03-17,executed,77.53838982,3.0,0.0,0.0,3.0,0.0,0.0
dca_l2_v2,BYDDY,2026-03-16,2026-03-17,executed,13.27246492,9.0,0.01,0.0,9.0,0.0,0.0
dca_l2_v2,MSFT,2026-03-16,2026-03-17,executed,399.60461245,6.6,0.01,0.0,6.6,0.0,0.0
dca_l2_v2,NVDA,2026-03-16,2026-03-17,executed,184.93698428,5.4,0.01,0.0,5.4,0.0,0.0
dca_l2_v2,AAPL,2026-03-16,2026-03-17,executed,252.85353058,4.5,0.0,0.0,4.5,0.0,0.0
dca_l2_v2,ASML,2026-03-16,2026-03-17,executed,1380.93643316,3.0,0.0,0.0,3.0,0.0,0.0
dca_l2_v2,KO,2026-03-16,2026-03-17,executed,77.53838982,1.5,0.0,0.0,1.5,0.0,0.0
fixed,BYDDY,2026-03-23,2026-03-24,executed,13.42181655,24.0,0.02,0.01,18.0,0.0,6.0
reserve_fixed,BYDDY,2026-03-23,2026-03-24,executed,13.42181655,18.0,0.02,0.01,18.0,0.0,0.0
fixed,MSFT,2026-03-23,2026-03-24,executed,381.72438881,17.6,0.02,0.01,13.2,0.0,4.4
reserve_fixed,MSFT,2026-03-23,2026-03-24,executed,381.72438881,13.2,0.01,0.01,13.2,0.0,0.0
fixed,NVDA,2026-03-23,2026-03-24,executed,174.71378123,14.4,0.01,0.01,10.8,0.0,3.6
reserve_fixed,NVDA,2026-03-23,2026-03-24,executed,174.71378123,10.8,0.01,0.01,10.8,0.0,0.0
fixed,AAPL,2026-03-23,2026-03-24,executed,250.24462478,12.0,0.01,0.01,9.0,0.0,3.0
reserve_fixed,AAPL,2026-03-23,2026-03-24,executed,250.24462478,9.0,0.01,0.0,9.0,0.0,0.0
fixed,ASML,2026-03-23,2026-03-24,executed,1345.11315247,8.0,0.01,0.0,6.0,0.0,2.0
reserve_fixed,ASML,2026-03-23,2026-03-24,executed,1345.11315247,6.0,0.01,0.0,6.0,0.0,0.0
fixed,KO,2026-03-23,2026-03-24,executed,74.41697489,4.0,0.0,0.0,3.0,0.0,1.0
reserve_fixed,KO,2026-03-23,2026-03-24,executed,74.41697489,3.0,0.0,0.0,3.0,0.0,0.0
dca_l2_v2,BYDDY,2026-03-23,2026-03-24,executed,13.42181655,9.0,0.01,0.0,9.0,0.0,0.0
