strategy,symbol,signal_date,execution_date,state,base_amount,extra_amount,crash_fund_amount,final_amount,reason_codes,planned_normal,planned_crash,total_planned,unallocated_cash
dca_l2_v2,BYDDY,2021-12-27,2021-12-28,panic_bear_extreme_volatility,11.25,0.0,0.0,11.25,['RECOVERY_LATCH_ACTIVE'],,,,
dca_l2_v2,MSFT,2021-12-27,2021-12-28,panic_bear_extreme_volatility,8.25,0.0,0.0,8.25,['RECOVERY_LATCH_ACTIVE'],,,,
dca_l2_v2,NVDA,2021-12-27,2021-12-28,panic_bear_extreme_volatility,6.75,0.0,0.0,6.75,['RECOVERY_LATCH_ACTIVE'],,,,
dca_l2_v2,AAPL,2021-12-27,2021-12-28,panic_bear_extreme_volatility,5.63,0.0,0.0,5.63,['RECOVERY_LATCH_ACTIVE'],,,,
dca_l2_v2,ASML,2021-12-27,2021-12-28,panic_bear_extreme_volatility,3.75,0.0,0.0,3.75,['RECOVERY_LATCH_ACTIVE'],,,,
dca_l2_v2,KO,2021-12-27,2021-12-28,panic_bear_extreme_volatility,1.88,0.0,0.0,1.88,['RECOVERY_LATCH_ACTIVE'],,,,
dca_l2_v2_portfolio,PORTFOLIO,2021-12-27,2021-12-28,,,,,,,37.51,0.0,37.51,162.93
dca_l2_v2,BYDDY,2022-01-03,2022-01-04,medium_drawdown,22.5,3.97,0.0,26.47,['EXTRA_DIP_BUY'],,,,
dca_l2_v2,MSFT,2022-01-03,2022-01-04,normal,16.5,0.0,0.0,16.5,[],,,,
dca_l2_v2,NVDA,2022-01-03,2022-01-04,small_drawdown,13.5,1.6,0.0,15.1,['EXTRA_DIP_BUY'],,,,
dca_l2_v2,AAPL,2022-01-03,2022-01-04,normal,11.25,0.0,0.0,11.25,[],,,,
dca_l2_v2,ASML,2022-01-03,2022-01-04,small_drawdown,7.5,0.8,0.0,8.3,['EXTRA_DIP_BUY'],,,,
dca_l2_v2,KO,2022-01-03,2022-01-04,normal,3.75,0.0,0.0,3.75,[],,,,
dca_l2_v2_portfolio,PORTFOLIO,2022-01-03,2022-01-04,,,,,,,81.37,0.0,81.37,318.63
dca_l2_v2,BYDDY,2022-01-10,2022-01-11,panic_bear_extreme_volatility,11.25,0.0,0.0,11.25,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,MSFT,2022-01-10,2022-01-11,panic_bear_extreme_volatility,8.25,0.0,0.0,8.25,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,NVDA,2022-01-10,2022-01-11,panic_bear_extreme_volatility,6.75,0.0,0.0,6.75,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,AAPL,2022-01-10,2022-01-11,panic_bear_extreme_volatility,5.63,0.0,0.0,5.63,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,ASML,2022-01-10,2022-01-11,panic_bear_extreme_volatility,3.75,0.0,0.0,3.75,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,KO,2022-01-10,2022-01-11,panic_bear_extreme_volatility,1.88,0.0,0.0,1.88,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2_portfolio,PORTFOLIO,2022-01-10,2022-01-11,,,,,,,37.51,0.0,37.51,281.12
dca_l2_v2,BYDDY,2022-01-14,2022-01-18,panic_bear_extreme_volatility,11.25,0.0,0.0,11.25,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,MSFT,2022-01-14,2022-01-18,panic_bear_extreme_volatility,8.25,0.0,0.0,8.25,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,NVDA,2022-01-14,2022-01-18,panic_bear_extreme_volatility,6.75,0.0,0.0,6.75,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,AAPL,2022-01-14,2022-01-18,panic_bear_extreme_volatility,5.63,0.0,0.0,5.63,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,ASML,2022-01-14,2022-01-18,panic_bear_extreme_volatility,3.75,0.0,0.0,3.75,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,KO,2022-01-14,2022-01-18,panic_bear_extreme_volatility,1.88,0.0,0.0,1.88,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2_portfolio,PORTFOLIO,2022-01-14,2022-01-18,,,,,,,37.51,0.0,37.51,243.61
dca_l2_v2,BYDDY,2022-01-24,2022-01-25,panic_bear_extreme_volatility,11.25,0.0,0.0,11.25,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,MSFT,2022-01-24,2022-01-25,panic_bear_extreme_volatility,8.25,0.0,0.0,8.25,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,NVDA,2022-01-24,2022-01-25,panic_bear_extreme_volatility,6.75,0.0,0.0,6.75,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,AAPL,2022-01-24,2022-01-25,panic_bear_extreme_volatility,5.63,0.0,0.0,5.63,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,ASML,2022-01-24,2022-01-25,panic_bear_extreme_volatility,3.75,0.0,0.0,3.75,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,KO,2022-01-24,2022-01-25,panic_bear_extreme_volatility,1.88,0.0,0.0,1.88,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2_portfolio,PORTFOLIO,2022-01-24,2022-01-25,,,,,,,37.51,0.0,37.51,206.1
dca_l2_v2,BYDDY,2022-01-31,2022-02-01,panic_bear_extreme_volatility,11.25,0.0,0.0,11.25,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,MSFT,2022-01-31,2022-02-01,panic_bear_extreme_volatility,8.25,0.0,0.0,8.25,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,NVDA,2022-01-31,2022-02-01,panic_bear_extreme_volatility,6.75,0.0,0.0,6.75,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,AAPL,2022-01-31,2022-02-01,panic_bear_extreme_volatility,5.63,0.0,0.0,5.63,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,ASML,2022-01-31,2022-02-01,panic_bear_extreme_volatility,3.75,0.0,0.0,3.75,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,KO,2022-01-31,2022-02-01,panic_bear_extreme_volatility,1.88,0.0,0.0,1.88,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2_portfolio,PORTFOLIO,2022-01-31,2022-02-01,,,,,,,37.51,0.0,37.51,362.49
dca_l2_v2,BYDDY,2022-02-07,2022-02-08,panic_bear_extreme_volatility,11.25,0.0,0.0,11.25,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,MSFT,2022-02-07,2022-02-08,panic_bear_extreme_volatility,8.25,0.0,0.0,8.25,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,NVDA,2022-02-07,2022-02-08,panic_bear_extreme_volatility,6.75,0.0,0.0,6.75,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,AAPL,2022-02-07,2022-02-08,panic_bear_extreme_volatility,5.63,0.0,0.0,5.63,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,ASML,2022-02-07,2022-02-08,panic_bear_extreme_volatility,3.75,0.0,0.0,3.75,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,KO,2022-02-07,2022-02-08,panic_bear_extreme_volatility,1.88,0.0,0.0,1.88,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2_portfolio,PORTFOLIO,2022-02-07,2022-02-08,,,,,,,37.51,0.0,37.51,324.98
dca_l2_v2,BYDDY,2022-02-14,2022-02-15,panic_bear_extreme_volatility,11.25,0.0,0.0,11.25,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,MSFT,2022-02-14,2022-02-15,panic_bear_extreme_volatility,8.25,0.0,0.0,8.25,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,NVDA,2022-02-14,2022-02-15,panic_bear_extreme_volatility,6.75,0.0,0.0,6.75,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,AAPL,2022-02-14,2022-02-15,panic_bear_extreme_volatility,5.63,0.0,0.0,5.63,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,ASML,2022-02-14,2022-02-15,panic_bear_extreme_volatility,3.75,0.0,0.0,3.75,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,KO,2022-02-14,2022-02-15,panic_bear_extreme_volatility,1.88,0.0,0.0,1.88,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2_portfolio,PORTFOLIO,2022-02-14,2022-02-15,,,,,,,37.51,0.0,37.51,287.47
dca_l2_v2,BYDDY,2022-02-18,2022-02-22,panic_bear_extreme_volatility,11.25,0.0,0.0,11.25,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,MSFT,2022-02-18,2022-02-22,panic_bear_extreme_volatility,8.25,0.0,0.0,8.25,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,NVDA,2022-02-18,2022-02-22,panic_bear_extreme_volatility,6.75,0.0,0.0,6.75,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,AAPL,2022-02-18,2022-02-22,panic_bear_extreme_volatility,5.63,0.0,0.0,5.63,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,ASML,2022-02-18,2022-02-22,panic_bear_extreme_volatility,3.75,0.0,0.0,3.75,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,KO,2022-02-18,2022-02-22,panic_bear_extreme_volatility,1.88,0.0,0.0,1.88,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2_portfolio,PORTFOLIO,2022-02-18,2022-02-22,,,,,,,37.51,0.0,37.51,249.96
dca_l2_v2,BYDDY,2022-02-28,2022-03-01,panic_bear_extreme_volatility,9.0,0.0,0.0,9.0,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,MSFT,2022-02-28,2022-03-01,panic_bear_extreme_volatility,6.6,0.0,0.0,6.6,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,NVDA,2022-02-28,2022-03-01,panic_bear_extreme_volatility,5.4,0.0,0.0,5.4,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,AAPL,2022-02-28,2022-03-01,panic_bear_extreme_volatility,4.5,0.0,0.0,4.5,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,ASML,2022-02-28,2022-03-01,panic_bear_extreme_volatility,3.0,0.0,0.0,3.0,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,KO,2022-02-28,2022-03-01,panic_bear_extreme_volatility,1.5,0.0,0.0,1.5,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2_portfolio,PORTFOLIO,2022-02-28,2022-03-01,,,,,,,30.0,0.0,30.0,370.0
dca_l2_v2,BYDDY,2022-03-07,2022-03-08,panic_bear_extreme_volatility,9.0,0.0,0.0,9.0,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,MSFT,2022-03-07,2022-03-08,panic_bear_extreme_volatility,6.6,0.0,0.0,6.6,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,NVDA,2022-03-07,2022-03-08,panic_bear_extreme_volatility,5.4,0.0,0.0,5.4,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,AAPL,2022-03-07,2022-03-08,panic_bear_extreme_volatility,4.5,0.0,0.0,4.5,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,ASML,2022-03-07,2022-03-08,panic_bear_extreme_volatility,3.0,0.0,0.0,3.0,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,KO,2022-03-07,2022-03-08,panic_bear_extreme_volatility,1.5,0.0,0.0,1.5,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2_portfolio,PORTFOLIO,2022-03-07,2022-03-08,,,,,,,30.0,0.0,30.0,340.0
dca_l2_v2,BYDDY,2022-03-14,2022-03-15,panic_bear_extreme_volatility,9.0,0.0,0.0,9.0,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,MSFT,2022-03-14,2022-03-15,panic_bear_extreme_volatility,6.6,0.0,0.0,6.6,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,NVDA,2022-03-14,2022-03-15,panic_bear_extreme_volatility,5.4,0.0,0.0,5.4,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,AAPL,2022-03-14,2022-03-15,panic_bear_extreme_volatility,4.5,0.0,0.0,4.5,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,ASML,2022-03-14,2022-03-15,panic_bear_extreme_volatility,3.0,0.0,0.0,3.0,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,KO,2022-03-14,2022-03-15,panic_bear_extreme_volatility,1.5,0.0,0.0,1.5,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2_portfolio,PORTFOLIO,2022-03-14,2022-03-15,,,,,,,30.0,0.0,30.0,310.0
dca_l2_v2,BYDDY,2022-03-21,2022-03-22,panic_bear_extreme_volatility,9.0,0.0,0.0,9.0,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,MSFT,2022-03-21,2022-03-22,panic_bear_extreme_volatility,6.6,0.0,0.0,6.6,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,NVDA,2022-03-21,2022-03-22,panic_bear_extreme_volatility,5.4,0.0,0.0,5.4,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,AAPL,2022-03-21,2022-03-22,panic_bear_extreme_volatility,4.5,0.0,0.0,4.5,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,ASML,2022-03-21,2022-03-22,panic_bear_extreme_volatility,3.0,0.0,0.0,3.0,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,KO,2022-03-21,2022-03-22,panic_bear_extreme_volatility,1.5,0.0,0.0,1.5,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2_portfolio,PORTFOLIO,2022-03-21,2022-03-22,,,,,,,30.0,0.0,30.0,280.0
dca_l2_v2,BYDDY,2022-03-28,2022-03-29,panic_bear_extreme_volatility,9.0,0.0,0.0,9.0,['RECOVERY_LATCH_ACTIVE'],,,,
dca_l2_v2,MSFT,2022-03-28,2022-03-29,panic_bear_extreme_volatility,6.6,0.0,0.0,6.6,['RECOVERY_LATCH_ACTIVE'],,,,
dca_l2_v2,NVDA,2022-03-28,2022-03-29,panic_bear_extreme_volatility,5.4,0.0,0.0,5.4,['RECOVERY_LATCH_ACTIVE'],,,,
dca_l2_v2,AAPL,2022-03-28,2022-03-29,panic_bear_extreme_volatility,4.5,0.0,0.0,4.5,['RECOVERY_LATCH_ACTIVE'],,,,
dca_l2_v2,ASML,2022-03-28,2022-03-29,panic_bear_extreme_volatility,3.0,0.0,0.0,3.0,['RECOVERY_LATCH_ACTIVE'],,,,
dca_l2_v2,KO,2022-03-28,2022-03-29,panic_bear_extreme_volatility,1.5,0.0,0.0,1.5,['RECOVERY_LATCH_ACTIVE'],,,,
dca_l2_v2_portfolio,PORTFOLIO,2022-03-28,2022-03-29,,,,,,,30.0,0.0,30.0,250.0
dca_l2_v2,BYDDY,2022-04-04,2022-04-05,small_drawdown,22.5,0.63,0.0,23.13,['EXTRA_DIP_BUY'],,,,
dca_l2_v2,MSFT,2022-04-04,2022-04-05,normal,16.5,0.0,0.0,16.5,[],,,,
dca_l2_v2,NVDA,2022-04-04,2022-04-05,normal,13.5,0.0,0.0,13.5,[],,,,
dca_l2_v2,AAPL,2022-04-04,2022-04-05,normal,11.25,0.0,0.0,11.25,[],,,,
dca_l2_v2,ASML,2022-04-04,2022-04-05,normal,7.5,0.0,0.0,7.5,[],,,,
dca_l2_v2,KO,2022-04-04,2022-04-05,normal,3.75,0.0,0.0,3.75,[],,,,
dca_l2_v2_portfolio,PORTFOLIO,2022-04-04,2022-04-05,,,,,,,75.63,0.0,75.63,324.37
dca_l2_v2,BYDDY,2022-04-11,2022-04-12,panic_bear_extreme_volatility,11.25,0.0,0.0,11.25,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,MSFT,2022-04-11,2022-04-12,panic_bear_extreme_volatility,8.25,0.0,0.0,8.25,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,NVDA,2022-04-11,2022-04-12,panic_bear_extreme_volatility,6.75,0.0,0.0,6.75,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,AAPL,2022-04-11,2022-04-12,panic_bear_extreme_volatility,5.63,0.0,0.0,5.63,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,ASML,2022-04-11,2022-04-12,panic_bear_extreme_volatility,3.75,0.0,0.0,3.75,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,KO,2022-04-11,2022-04-12,panic_bear_extreme_volatility,1.88,0.0,0.0,1.88,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2_portfolio,PORTFOLIO,2022-04-11,2022-04-12,,,,,,,37.51,0.0,37.51,286.86
dca_l2_v2,BYDDY,2022-04-18,2022-04-19,panic_bear_extreme_volatility,11.25,0.0,0.0,11.25,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,MSFT,2022-04-18,2022-04-19,panic_bear_extreme_volatility,8.25,0.0,0.0,8.25,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,NVDA,2022-04-18,2022-04-19,panic_bear_extreme_volatility,6.75,0.0,0.0,6.75,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,AAPL,2022-04-18,2022-04-19,panic_bear_extreme_volatility,5.63,0.0,0.0,5.63,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,ASML,2022-04-18,2022-04-19,panic_bear_extreme_volatility,3.75,0.0,0.0,3.75,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,KO,2022-04-18,2022-04-19,panic_bear_extreme_volatility,1.88,0.0,0.0,1.88,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2_portfolio,PORTFOLIO,2022-04-18,2022-04-19,,,,,,,37.51,0.0,37.51,249.35
dca_l2_v2,BYDDY,2022-04-25,2022-04-26,panic_bear_extreme_volatility,11.25,0.0,0.0,11.25,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,MSFT,2022-04-25,2022-04-26,panic_bear_extreme_volatility,8.25,0.0,0.0,8.25,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,NVDA,2022-04-25,2022-04-26,panic_bear_extreme_volatility,6.75,0.0,0.0,6.75,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,AAPL,2022-04-25,2022-04-26,panic_bear_extreme_volatility,5.63,0.0,0.0,5.63,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,ASML,2022-04-25,2022-04-26,panic_bear_extreme_volatility,3.75,0.0,0.0,3.75,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,KO,2022-04-25,2022-04-26,panic_bear_extreme_volatility,1.88,0.0,0.0,1.88,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2_portfolio,PORTFOLIO,2022-04-25,2022-04-26,,,,,,,37.51,0.0,37.51,211.84
dca_l2_v2,BYDDY,2022-05-02,2022-05-03,panic_bear_extreme_volatility,9.0,0.0,0.0,9.0,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,MSFT,2022-05-02,2022-05-03,panic_bear_extreme_volatility,6.6,0.0,0.0,6.6,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,NVDA,2022-05-02,2022-05-03,panic_bear_extreme_volatility,5.4,0.0,0.0,5.4,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,AAPL,2022-05-02,2022-05-03,panic_bear_extreme_volatility,4.5,0.0,0.0,4.5,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,ASML,2022-05-02,2022-05-03,panic_bear_extreme_volatility,3.0,0.0,0.0,3.0,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,KO,2022-05-02,2022-05-03,panic_bear_extreme_volatility,1.5,0.0,0.0,1.5,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2_portfolio,PORTFOLIO,2022-05-02,2022-05-03,,,,,,,30.0,0.0,30.0,370.0
dca_l2_v2,BYDDY,2022-05-09,2022-05-10,panic_bear_extreme_volatility,9.0,0.0,0.0,9.0,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,MSFT,2022-05-09,2022-05-10,panic_bear_extreme_volatility,6.6,0.0,0.0,6.6,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,NVDA,2022-05-09,2022-05-10,panic_bear_extreme_volatility,5.4,0.0,0.0,5.4,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,AAPL,2022-05-09,2022-05-10,panic_bear_extreme_volatility,4.5,0.0,0.0,4.5,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,ASML,2022-05-09,2022-05-10,panic_bear_extreme_volatility,3.0,0.0,0.0,3.0,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,KO,2022-05-09,2022-05-10,panic_bear_extreme_volatility,1.5,0.0,0.0,1.5,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2_portfolio,PORTFOLIO,2022-05-09,2022-05-10,,,,,,,30.0,0.0,30.0,340.0
dca_l2_v2,BYDDY,2022-05-16,2022-05-17,panic_bear_extreme_volatility,9.0,0.0,0.0,9.0,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,MSFT,2022-05-16,2022-05-17,panic_bear_extreme_volatility,6.6,0.0,0.0,6.6,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,NVDA,2022-05-16,2022-05-17,panic_bear_extreme_volatility,5.4,0.0,0.0,5.4,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,AAPL,2022-05-16,2022-05-17,panic_bear_extreme_volatility,4.5,0.0,0.0,4.5,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,ASML,2022-05-16,2022-05-17,panic_bear_extreme_volatility,3.0,0.0,0.0,3.0,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,KO,2022-05-16,2022-05-17,panic_bear_extreme_volatility,1.5,0.0,0.0,1.5,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2_portfolio,PORTFOLIO,2022-05-16,2022-05-17,,,,,,,30.0,0.0,30.0,310.0
dca_l2_v2,BYDDY,2022-05-23,2022-05-24,panic_bear_extreme_volatility,9.0,0.0,0.0,9.0,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,MSFT,2022-05-23,2022-05-24,panic_bear_extreme_volatility,6.6,0.0,0.0,6.6,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,NVDA,2022-05-23,2022-05-24,panic_bear_extreme_volatility,5.4,0.0,0.0,5.4,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,AAPL,2022-05-23,2022-05-24,panic_bear_extreme_volatility,4.5,0.0,0.0,4.5,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,ASML,2022-05-23,2022-05-24,panic_bear_extreme_volatility,3.0,0.0,0.0,3.0,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,KO,2022-05-23,2022-05-24,panic_bear_extreme_volatility,1.5,0.0,0.0,1.5,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2_portfolio,PORTFOLIO,2022-05-23,2022-05-24,,,,,,,30.0,0.0,30.0,280.0
dca_l2_v2,BYDDY,2022-05-27,2022-05-31,panic_bear_extreme_volatility,9.0,0.0,0.0,9.0,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,MSFT,2022-05-27,2022-05-31,panic_bear_extreme_volatility,6.6,0.0,0.0,6.6,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,NVDA,2022-05-27,2022-05-31,panic_bear_extreme_volatility,5.4,0.0,0.0,5.4,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,AAPL,2022-05-27,2022-05-31,panic_bear_extreme_volatility,4.5,0.0,0.0,4.5,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,ASML,2022-05-27,2022-05-31,panic_bear_extreme_volatility,3.0,0.0,0.0,3.0,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,KO,2022-05-27,2022-05-31,panic_bear_extreme_volatility,1.5,0.0,0.0,1.5,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2_portfolio,PORTFOLIO,2022-05-27,2022-05-31,,,,,,,30.0,0.0,30.0,250.0
dca_l2_v2,BYDDY,2022-06-06,2022-06-07,panic_bear_extreme_volatility,11.25,0.0,0.0,11.25,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,MSFT,2022-06-06,2022-06-07,panic_bear_extreme_volatility,8.25,0.0,0.0,8.25,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,NVDA,2022-06-06,2022-06-07,panic_bear_extreme_volatility,6.75,0.0,0.0,6.75,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,AAPL,2022-06-06,2022-06-07,panic_bear_extreme_volatility,5.63,0.0,0.0,5.63,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,ASML,2022-06-06,2022-06-07,panic_bear_extreme_volatility,3.75,0.0,0.0,3.75,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,KO,2022-06-06,2022-06-07,panic_bear_extreme_volatility,1.88,0.0,0.0,1.88,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2_portfolio,PORTFOLIO,2022-06-06,2022-06-07,,,,,,,37.51,0.0,37.51,362.49
dca_l2_v2,BYDDY,2022-06-13,2022-06-14,panic_bear_extreme_volatility,11.25,0.0,0.0,11.25,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,MSFT,2022-06-13,2022-06-14,panic_bear_extreme_volatility,8.25,0.0,0.0,8.25,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,NVDA,2022-06-13,2022-06-14,panic_bear_extreme_volatility,6.75,0.0,0.0,6.75,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,AAPL,2022-06-13,2022-06-14,panic_bear_extreme_volatility,5.63,0.0,0.0,5.63,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,ASML,2022-06-13,2022-06-14,panic_bear_extreme_volatility,3.75,0.0,0.0,3.75,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,KO,2022-06-13,2022-06-14,panic_bear_extreme_volatility,1.88,0.0,0.0,1.88,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2_portfolio,PORTFOLIO,2022-06-13,2022-06-14,,,,,,,37.51,0.0,37.51,324.98
dca_l2_v2,BYDDY,2022-06-17,2022-06-21,panic_bear_extreme_volatility,11.25,0.0,0.0,11.25,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,MSFT,2022-06-17,2022-06-21,panic_bear_extreme_volatility,8.25,0.0,0.0,8.25,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,NVDA,2022-06-17,2022-06-21,panic_bear_extreme_volatility,6.75,0.0,0.0,6.75,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,AAPL,2022-06-17,2022-06-21,panic_bear_extreme_volatility,5.63,0.0,0.0,5.63,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,ASML,2022-06-17,2022-06-21,panic_bear_extreme_volatility,3.75,0.0,0.0,3.75,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,KO,2022-06-17,2022-06-21,panic_bear_extreme_volatility,1.88,0.0,0.0,1.88,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2_portfolio,PORTFOLIO,2022-06-17,2022-06-21,,,,,,,37.51,0.0,37.51,287.47
dca_l2_v2,BYDDY,2022-06-27,2022-06-28,panic_bear_extreme_volatility,11.25,0.0,0.0,11.25,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,MSFT,2022-06-27,2022-06-28,panic_bear_extreme_volatility,8.25,0.0,0.0,8.25,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,NVDA,2022-06-27,2022-06-28,panic_bear_extreme_volatility,6.75,0.0,0.0,6.75,['DEFENSIVE_BASE_50'],,,,
