parameter_set,balanced_score,avg_total_return_pct,avg_max_drawdown_pct,avg_volatility_pct,avg_calmar_ratio,avg_cash_usage_pct,ticker_return_stddev_pct,sensitivity,min_multiplier,max_multiplier,target_weekly_vol,extreme_drawdown_cap,consecutive_decline_cap,combined_stress_cap
s4_min0.3_max2_tv0.1_dd1_cd1.4_cs1.5,0.345673,72.38,23.28,19.94,0.627,92.35,101.44,4.0,0.3,2.0,0.1,1.0,1.4,1.5
s4_min0.3_max2.4_tv0.1_dd1_cd1.4_cs1.1,0.345673,72.38,23.28,19.94,0.627,92.35,101.44,4.0,0.3,2.4,0.1,1.0,1.4,1.1
s4_min0.3_max2.4_tv0.1_dd1_cd1.4_cs1.3,0.345673,72.38,23.28,19.94,0.627,92.35,101.44,4.0,0.3,2.4,0.1,1.0,1.4,1.3
s4_min0.3_max2.4_tv0.1_dd1_cd1.4_cs1.5,0.345673,72.38,23.28,19.94,0.627,92.35,101.44,4.0,0.3,2.4,0.1,1.0,1.4,1.5
s4_min0.3_max1.6_tv0.1_dd1_cd1.4_cs1.1,0.345657,72.38,23.27,19.93,0.627,92.33,101.43,4.0,0.3,1.6,0.1,1.0,1.4,1.1
s4_min0.3_max1.6_tv0.1_dd1_cd1.4_cs1.3,0.345657,72.38,23.27,19.93,0.627,92.33,101.43,4.0,0.3,1.6,0.1,1.0,1.4,1.3
s4_min0.3_max1.6_tv0.1_dd1_cd1.4_cs1.5,0.345657,72.38,23.27,19.93,0.627,92.33,101.43,4.0,0.3,1.6,0.1,1.0,1.4,1.5
s5_min0.5_max1.6_tv0.1_dd1_cd1.2_cs1.1,0.345629,72.14,23.25,19.92,0.628,92.24,100.77,5.0,0.5,1.6,0.1,1.0,1.2,1.1
s5_min0.5_max1.6_tv0.1_dd1_cd1.2_cs1.3,0.345629,72.14,23.25,19.92,0.628,92.24,100.77,5.0,0.5,1.6,0.1,1.0,1.2,1.3
s5_min0.5_max1.6_tv0.1_dd1_cd1.2_cs1.5,0.345629,72.14,23.25,19.92,0.628,92.24,100.77,5.0,0.5,1.6,0.1,1.0,1.2,1.5
s4_min0.3_max2_tv0.1_dd1_cd1.2_cs1.1,0.345592,72.38,23.28,19.94,0.627,92.35,101.44,4.0,0.3,2.0,0.1,1.0,1.2,1.1
s4_min0.3_max2_tv0.1_dd1_cd1.2_cs1.3,0.345592,72.38,23.28,19.94,0.627,92.35,101.44,4.0,0.3,2.0,0.1,1.0,1.2,1.3
s4_min0.3_max2_tv0.1_dd1_cd1.2_cs1.5,0.345592,72.38,23.28,19.94,0.627,92.35,101.44,4.0,0.3,2.0,0.1,1.0,1.2,1.5
s4_min0.3_max2.4_tv0.1_dd1_cd1.2_cs1.1,0.345592,72.38,23.28,19.94,0.627,92.35,101.44,4.0,0.3,2.4,0.1,1.0,1.2,1.1
s4_min0.3_max2.4_tv0.1_dd1_cd1.2_cs1.3,0.345592,72.38,23.28,19.94,0.627,92.35,101.44,4.0,0.3,2.4,0.1,1.0,1.2,1.3
s4_min0.3_max2.4_tv0.1_dd1_cd1.2_cs1.5,0.345592,72.38,23.28,19.94,0.627,92.35,101.44,4.0,0.3,2.4,0.1,1.0,1.2,1.5
s4_min0.3_max1.6_tv0.1_dd1_cd1.2_cs1.1,0.345576,72.37,23.27,19.93,0.627,92.33,101.43,4.0,0.3,1.6,0.1,1.0,1.2,1.1
s4_min0.3_max1.6_tv0.1_dd1_cd1.2_cs1.3,0.345576,72.37,23.27,19.93,0.627,92.33,101.43,4.0,0.3,1.6,0.1,1.0,1.2,1.3
s4_min0.3_max1.6_tv0.1_dd1_cd1.2_cs1.5,0.345576,72.37,23.27,19.93,0.627,92.33,101.43,4.0,0.3,1.6,0.1,1.0,1.2,1.5
s5_min0.5_max1.6_tv0.1_dd1_cd1_cs1.1,0.345523,72.13,23.25,19.91,0.627,92.24,100.78,5.0,0.5,1.6,0.1,1.0,1.0,1.1
s5_min0.5_max1.6_tv0.1_dd1_cd1_cs1.3,0.345523,72.13,23.25,19.91,0.627,92.24,100.78,5.0,0.5,1.6,0.1,1.0,1.0,1.3
s5_min0.5_max1.6_tv0.1_dd1_cd1_cs1.5,0.345523,72.13,23.25,19.91,0.627,92.24,100.78,5.0,0.5,1.6,0.1,1.0,1.0,1.5
s4_min0.3_max2_tv0.1_dd1_cd1_cs1.1,0.345518,72.37,23.27,19.93,0.627,92.35,101.45,4.0,0.3,2.0,0.1,1.0,1.0,1.1
s4_min0.3_max2_tv0.1_dd1_cd1_cs1.3,0.345518,72.37,23.27,19.93,0.627,92.35,101.45,4.0,0.3,2.0,0.1,1.0,1.0,1.3
s4_min0.3_max2_tv0.1_dd1_cd1_cs1.5,0.345518,72.37,23.27,19.93,0.627,92.35,101.45,4.0,0.3,2.0,0.1,1.0,1.0,1.5
s4_min0.3_max2.4_tv0.1_dd1_cd1_cs1.1,0.345518,72.37,23.27,19.93,0.627,92.35,101.45,4.0,0.3,2.4,0.1,1.0,1.0,1.1
s4_min0.3_max2.4_tv0.1_dd1_cd1_cs1.3,0.345518,72.37,23.27,19.93,0.627,92.35,101.45,4.0,0.3,2.4,0.1,1.0,1.0,1.3
s4_min0.3_max2.4_tv0.1_dd1_cd1_cs1.5,0.345518,72.37,23.27,19.93,0.627,92.35,101.45,4.0,0.3,2.4,0.1,1.0,1.0,1.5
s4_min0.3_max1.6_tv0.1_dd1_cd1_cs1.1,0.345502,72.36,23.27,19.92,0.627,92.33,101.44,4.0,0.3,1.6,0.1,1.0,1.0,1.1
s4_min0.3_max1.6_tv0.1_dd1_cd1_cs1.3,0.345502,72.36,23.27,19.92,0.627,92.33,101.44,4.0,0.3,1.6,0.1,1.0,1.0,1.3
s4_min0.3_max1.6_tv0.1_dd1_cd1_cs1.5,0.345502,72.36,23.27,19.92,0.627,92.33,101.44,4.0,0.3,1.6,0.1,1.0,1.0,1.5
s5_min0.5_max2_tv0.07_dd1.1_cd1.4_cs1.1,0.345178,71.59,23.0,19.65,0.627,91.08,99.25,5.0,0.5,2.0,0.07,1.1,1.4,1.1
s5_min0.5_max2_tv0.07_dd1.1_cd1.4_cs1.3,0.345178,71.59,23.0,19.65,0.627,91.08,99.25,5.0,0.5,2.0,0.07,1.1,1.4,1.3
s5_min0.5_max2_tv0.07_dd1.1_cd1.4_cs1.5,0.345178,71.59,23.0,19.65,0.627,91.08,99.25,5.0,0.5,2.0,0.07,1.1,1.4,1.5
s5_min0.5_max2.4_tv0.07_dd1.1_cd1.4_cs1.1,0.345178,71.59,23.0,19.65,0.627,91.08,99.25,5.0,0.5,2.4,0.07,1.1,1.4,1.1
s5_min0.5_max2.4_tv0.07_dd1.1_cd1.4_cs1.3,0.345178,71.59,23.0,19.65,0.627,91.08,99.25,5.0,0.5,2.4,0.07,1.1,1.4,1.3
s5_min0.5_max2.4_tv0.07_dd1.1_cd1.4_cs1.5,0.345178,71.59,23.0,19.65,0.627,91.08,99.25,5.0,0.5,2.4,0.07,1.1,1.4,1.5
s5_min0.5_max2_tv0.07_dd1.1_cd1.2_cs1.1,0.345071,71.58,23.0,19.64,0.627,91.08,99.25,5.0,0.5,2.0,0.07,1.1,1.2,1.1
s5_min0.5_max2_tv0.07_dd1.1_cd1.2_cs1.3,0.345071,71.58,23.0,19.64,0.627,91.08,99.25,5.0,0.5,2.0,0.07,1.1,1.2,1.3
s5_min0.5_max2_tv0.07_dd1.1_cd1.2_cs1.5,0.345071,71.58,23.0,19.64,0.627,91.08,99.25,5.0,0.5,2.0,0.07,1.1,1.2,1.5
s5_min0.5_max2.4_tv0.07_dd1.1_cd1.2_cs1.1,0.345071,71.58,23.0,19.64,0.627,91.08,99.25,5.0,0.5,2.4,0.07,1.1,1.2,1.1
s5_min0.5_max2.4_tv0.07_dd1.1_cd1.2_cs1.3,0.345071,71.58,23.0,19.64,0.627,91.08,99.25,5.0,0.5,2.4,0.07,1.1,1.2,1.3
s5_min0.5_max2.4_tv0.07_dd1.1_cd1.2_cs1.5,0.345071,71.58,23.0,19.64,0.627,91.08,99.25,5.0,0.5,2.4,0.07,1.1,1.2,1.5
s5_min0.5_max1.6_tv0.07_dd1.1_cd1.4_cs1.1,0.345052,71.53,22.98,19.62,0.627,91.03,99.1,5.0,0.5,1.6,0.07,1.1,1.4,1.1
s5_min0.5_max1.6_tv0.07_dd1.1_cd1.4_cs1.3,0.345052,71.53,22.98,19.62,0.627,91.03,99.1,5.0,0.5,1.6,0.07,1.1,1.4,1.3
s5_min0.5_max1.6_tv0.07_dd1.1_cd1.4_cs1.5,0.345052,71.53,22.98,19.62,0.627,91.03,99.1,5.0,0.5,1.6,0.07,1.1,1.4,1.5
s5_min0.5_max2_tv0.07_dd1.1_cd1_cs1.1,0.344984,71.58,22.99,19.64,0.627,91.08,99.25,5.0,0.5,2.0,0.07,1.1,1.0,1.1
s5_min0.5_max2_tv0.07_dd1.1_cd1_cs1.3,0.344984,71.58,22.99,19.64,0.627,91.08,99.25,5.0,0.5,2.0,0.07,1.1,1.0,1.3
s5_min0.5_max2_tv0.07_dd1.1_cd1_cs1.5,0.344984,71.58,22.99,19.64,0.627,91.08,99.25,5.0,0.5,2.0,0.07,1.1,1.0,1.5
s5_min0.5_max2.4_tv0.07_dd1.1_cd1_cs1.1,0.344984,71.58,22.99,19.64,0.627,91.08,99.25,5.0,0.5,2.4,0.07,1.1,1.0,1.1
s5_min0.5_max2.4_tv0.07_dd1.1_cd1_cs1.3,0.344984,71.58,22.99,19.64,0.627,91.08,99.25,5.0,0.5,2.4,0.07,1.1,1.0,1.3
s5_min0.5_max2.4_tv0.07_dd1.1_cd1_cs1.5,0.344984,71.58,22.99,19.64,0.627,91.08,99.25,5.0,0.5,2.4,0.07,1.1,1.0,1.5
s5_min0.5_max1.6_tv0.07_dd1.1_cd1.2_cs1.1,0.344968,71.52,22.98,19.62,0.627,91.03,99.1,5.0,0.5,1.6,0.07,1.1,1.2,1.1
s5_min0.5_max1.6_tv0.07_dd1.1_cd1.2_cs1.3,0.344968,71.52,22.98,19.62,0.627,91.03,99.1,5.0,0.5,1.6,0.07,1.1,1.2,1.3
s5_min0.5_max1.6_tv0.07_dd1.1_cd1.2_cs1.5,0.344968,71.52,22.98,19.62,0.627,91.03,99.1,5.0,0.5,1.6,0.07,1.1,1.2,1.5
s5_min0.5_max1.6_tv0.07_dd1.1_cd1_cs1.1,0.344862,71.51,22.97,19.61,0.627,91.03,99.1,5.0,0.5,1.6,0.07,1.1,1.0,1.1
s5_min0.5_max1.6_tv0.07_dd1.1_cd1_cs1.3,0.344862,71.51,22.97,19.61,0.627,91.03,99.1,5.0,0.5,1.6,0.07,1.1,1.0,1.3
s5_min0.5_max1.6_tv0.07_dd1.1_cd1_cs1.5,0.344862,71.51,22.97,19.61,0.627,91.03,99.1,5.0,0.5,1.6,0.07,1.1,1.0,1.5
s4_min0.5_max1.6_tv0.07_dd1.1_cd1.4_cs1.1,0.344428,71.66,23.01,19.64,0.626,91.14,99.5,4.0,0.5,1.6,0.07,1.1,1.4,1.1
s4_min0.5_max1.6_tv0.07_dd1.1_cd1.4_cs1.3,0.344428,71.66,23.01,19.64,0.626,91.14,99.5,4.0,0.5,1.6,0.07,1.1,1.4,1.3
s4_min0.5_max1.6_tv0.07_dd1.1_cd1.4_cs1.5,0.344428,71.66,23.01,19.64,0.626,91.14,99.5,4.0,0.5,1.6,0.07,1.1,1.4,1.5
s4_min0.5_max2_tv0.07_dd1.1_cd1.4_cs1.1,0.344408,71.66,23.01,19.65,0.626,91.14,99.51,4.0,0.5,2.0,0.07,1.1,1.4,1.1
s4_min0.5_max2_tv0.07_dd1.1_cd1.4_cs1.3,0.344408,71.66,23.01,19.65,0.626,91.14,99.51,4.0,0.5,2.0,0.07,1.1,1.4,1.3
s4_min0.5_max2_tv0.07_dd1.1_cd1.4_cs1.5,0.344408,71.66,23.01,19.65,0.626,91.14,99.51,4.0,0.5,2.0,0.07,1.1,1.4,1.5
s4_min0.5_max2.4_tv0.07_dd1.1_cd1.4_cs1.1,0.344408,71.66,23.01,19.65,0.626,91.14,99.51,4.0,0.5,2.4,0.07,1.1,1.4,1.1
s4_min0.5_max2.4_tv0.07_dd1.1_cd1.4_cs1.3,0.344408,71.66,23.01,19.65,0.626,91.14,99.51,4.0,0.5,2.4,0.07,1.1,1.4,1.3
s4_min0.5_max2.4_tv0.07_dd1.1_cd1.4_cs1.5,0.344408,71.66,23.01,19.65,0.626,91.14,99.51,4.0,0.5,2.4,0.07,1.1,1.4,1.5
s4_min0.5_max1.6_tv0.07_dd1.1_cd1.2_cs1.1,0.344347,71.65,23.01,19.64,0.625,91.14,99.51,4.0,0.5,1.6,0.07,1.1,1.2,1.1
s4_min0.5_max1.6_tv0.07_dd1.1_cd1.2_cs1.3,0.344347,71.65,23.01,19.64,0.625,91.14,99.51,4.0,0.5,1.6,0.07,1.1,1.2,1.3
s4_min0.5_max1.6_tv0.07_dd1.1_cd1.2_cs1.5,0.344347,71.65,23.01,19.64,0.625,91.14,99.51,4.0,0.5,1.6,0.07,1.1,1.2,1.5
s3_min0.5_max1.6_tv0.07_dd1.1_cd1.4_cs1.1,0.344327,71.87,23.04,19.67,0.625,91.29,100.04,3.0,0.5,1.6,0.07,1.1,1.4,1.1
s3_min0.5_max1.6_tv0.07_dd1.1_cd1.4_cs1.3,0.344327,71.87,23.04,19.67,0.625,91.29,100.04,3.0,0.5,1.6,0.07,1.1,1.4,1.3
s3_min0.5_max1.6_tv0.07_dd1.1_cd1.4_cs1.5,0.344327,71.87,23.04,19.67,0.625,91.29,100.04,3.0,0.5,1.6,0.07,1.1,1.4,1.5
s3_min0.5_max2_tv0.07_dd1.1_cd1.4_cs1.1,0.344327,71.87,23.04,19.67,0.625,91.29,100.04,3.0,0.5,2.0,0.07,1.1,1.4,1.1
s3_min0.5_max2_tv0.07_dd1.1_cd1.4_cs1.3,0.344327,71.87,23.04,19.67,0.625,91.29,100.04,3.0,0.5,2.0,0.07,1.1,1.4,1.3
s3_min0.5_max2_tv0.07_dd1.1_cd1.4_cs1.5,0.344327,71.87,23.04,19.67,0.625,91.29,100.04,3.0,0.5,2.0,0.07,1.1,1.4,1.5
s3_min0.5_max2.4_tv0.07_dd1.1_cd1.4_cs1.1,0.344327,71.87,23.04,19.67,0.625,91.29,100.04,3.0,0.5,2.4,0.07,1.1,1.4,1.1
s3_min0.5_max2.4_tv0.07_dd1.1_cd1.4_cs1.3,0.344327,71.87,23.04,19.67,0.625,91.29,100.04,3.0,0.5,2.4,0.07,1.1,1.4,1.3
s3_min0.5_max2.4_tv0.07_dd1.1_cd1.4_cs1.5,0.344327,71.87,23.04,19.67,0.625,91.29,100.04,3.0,0.5,2.4,0.07,1.1,1.4,1.5
s4_min0.5_max2_tv0.07_dd1.1_cd1.2_cs1.1,0.344327,71.65,23.01,19.64,0.625,91.14,99.51,4.0,0.5,2.0,0.07,1.1,1.2,1.1
s4_min0.5_max2_tv0.07_dd1.1_cd1.2_cs1.3,0.344327,71.65,23.01,19.64,0.625,91.14,99.51,4.0,0.5,2.0,0.07,1.1,1.2,1.3
s4_min0.5_max2_tv0.07_dd1.1_cd1.2_cs1.5,0.344327,71.65,23.01,19.64,0.625,91.14,99.51,4.0,0.5,2.0,0.07,1.1,1.2,1.5
s4_min0.5_max2.4_tv0.07_dd1.1_cd1.2_cs1.1,0.344327,71.65,23.01,19.64,0.625,91.14,99.51,4.0,0.5,2.4,0.07,1.1,1.2,1.1
s4_min0.5_max2.4_tv0.07_dd1.1_cd1.2_cs1.3,0.344327,71.65,23.01,19.64,0.625,91.14,99.51,4.0,0.5,2.4,0.07,1.1,1.2,1.3
s4_min0.5_max2.4_tv0.07_dd1.1_cd1.2_cs1.5,0.344327,71.65,23.01,19.64,0.625,91.14,99.51,4.0,0.5,2.4,0.07,1.1,1.2,1.5
s3_min0.5_max1.6_tv0.07_dd1.1_cd1.2_cs1.1,0.34431,71.86,23.04,19.67,0.625,91.29,100.04,3.0,0.5,1.6,0.07,1.1,1.2,1.1
s3_min0.5_max1.6_tv0.07_dd1.1_cd1.2_cs1.3,0.34431,71.86,23.04,19.67,0.625,91.29,100.04,3.0,0.5,1.6,0.07,1.1,1.2,1.3
s3_min0.5_max1.6_tv0.07_dd1.1_cd1.2_cs1.5,0.34431,71.86,23.04,19.67,0.625,91.29,100.04,3.0,0.5,1.6,0.07,1.1,1.2,1.5
s3_min0.5_max2_tv0.07_dd1.1_cd1.2_cs1.1,0.34431,71.86,23.04,19.67,0.625,91.29,100.04,3.0,0.5,2.0,0.07,1.1,1.2,1.1
s3_min0.5_max2_tv0.07_dd1.1_cd1.2_cs1.3,0.34431,71.86,23.04,19.67,0.625,91.29,100.04,3.0,0.5,2.0,0.07,1.1,1.2,1.3
s3_min0.5_max2_tv0.07_dd1.1_cd1.2_cs1.5,0.34431,71.86,23.04,19.67,0.625,91.29,100.04,3.0,0.5,2.0,0.07,1.1,1.2,1.5
s3_min0.5_max2.4_tv0.07_dd1.1_cd1.2_cs1.1,0.34431,71.86,23.04,19.67,0.625,91.29,100.04,3.0,0.5,2.4,0.07,1.1,1.2,1.1
s3_min0.5_max2.4_tv0.07_dd1.1_cd1.2_cs1.3,0.34431,71.86,23.04,19.67,0.625,91.29,100.04,3.0,0.5,2.4,0.07,1.1,1.2,1.3
s3_min0.5_max2.4_tv0.07_dd1.1_cd1.2_cs1.5,0.34431,71.86,23.04,19.67,0.625,91.29,100.04,3.0,0.5,2.4,0.07,1.1,1.2,1.5
s4_min0.5_max1.6_tv0.07_dd1.1_cd1_cs1.1,0.344273,71.64,23.01,19.63,0.625,91.14,99.51,4.0,0.5,1.6,0.07,1.1,1.0,1.1
s4_min0.5_max1.6_tv0.07_dd1.1_cd1_cs1.3,0.344273,71.64,23.01,19.63,0.625,91.14,99.51,4.0,0.5,1.6,0.07,1.1,1.0,1.3
s4_min0.5_max1.6_tv0.07_dd1.1_cd1_cs1.5,0.344273,71.64,23.01,19.63,0.625,91.14,99.51,4.0,0.5,1.6,0.07,1.1,1.0,1.5
s4_min0.5_max2_tv0.07_dd1.1_cd1_cs1.1,0.344253,71.64,23.01,19.64,0.625,91.14,99.51,4.0,0.5,2.0,0.07,1.1,1.0,1.1
s4_min0.5_max2_tv0.07_dd1.1_cd1_cs1.3,0.344253,71.64,23.01,19.64,0.625,91.14,99.51,4.0,0.5,2.0,0.07,1.1,1.0,1.3
s4_min0.5_max2_tv0.07_dd1.1_cd1_cs1.5,0.344253,71.64,23.01,19.64,0.625,91.14,99.51,4.0,0.5,2.0,0.07,1.1,1.0,1.5
s4_min0.5_max2.4_tv0.07_dd1.1_cd1_cs1.1,0.344253,71.64,23.01,19.64,0.625,91.14,99.51,4.0,0.5,2.4,0.07,1.1,1.0,1.1
s4_min0.5_max2.4_tv0.07_dd1.1_cd1_cs1.3,0.344253,71.64,23.01,19.64,0.625,91.14,99.51,4.0,0.5,2.4,0.07,1.1,1.0,1.3
s4_min0.5_max2.4_tv0.07_dd1.1_cd1_cs1.5,0.344253,71.64,23.01,19.64,0.625,91.14,99.51,4.0,0.5,2.4,0.07,1.1,1.0,1.5
s3_min0.5_max1.6_tv0.07_dd1.1_cd1_cs1.1,0.3442,71.85,23.04,19.66,0.624,91.29,100.04,3.0,0.5,1.6,0.07,1.1,1.0,1.1
s3_min0.5_max1.6_tv0.07_dd1.1_cd1_cs1.3,0.3442,71.85,23.04,19.66,0.624,91.29,100.04,3.0,0.5,1.6,0.07,1.1,1.0,1.3
s3_min0.5_max1.6_tv0.07_dd1.1_cd1_cs1.5,0.3442,71.85,23.04,19.66,0.624,91.29,100.04,3.0,0.5,1.6,0.07,1.1,1.0,1.5
s3_min0.5_max2_tv0.07_dd1.1_cd1_cs1.1,0.3442,71.85,23.04,19.66,0.624,91.29,100.04,3.0,0.5,2.0,0.07,1.1,1.0,1.1
s3_min0.5_max2_tv0.07_dd1.1_cd1_cs1.3,0.3442,71.85,23.04,19.66,0.624,91.29,100.04,3.0,0.5,2.0,0.07,1.1,1.0,1.3
s3_min0.5_max2_tv0.07_dd1.1_cd1_cs1.5,0.3442,71.85,23.04,19.66,0.624,91.29,100.04,3.0,0.5,2.0,0.07,1.1,1.0,1.5
s3_min0.5_max2.4_tv0.07_dd1.1_cd1_cs1.1,0.3442,71.85,23.04,19.66,0.624,91.29,100.04,3.0,0.5,2.4,0.07,1.1,1.0,1.1
s3_min0.5_max2.4_tv0.07_dd1.1_cd1_cs1.3,0.3442,71.85,23.04,19.66,0.624,91.29,100.04,3.0,0.5,2.4,0.07,1.1,1.0,1.3
s3_min0.5_max2.4_tv0.07_dd1.1_cd1_cs1.5,0.3442,71.85,23.04,19.66,0.624,91.29,100.04,3.0,0.5,2.4,0.07,1.1,1.0,1.5
s5_min0.3_max2_tv0.1_dd1_cd1.4_cs1.1,0.344161,71.8,23.23,19.89,0.626,92.1,100.06,5.0,0.3,2.0,0.1,1.0,1.4,1.1
s5_min0.3_max2_tv0.1_dd1_cd1.4_cs1.3,0.344161,71.8,23.23,19.89,0.626,92.1,100.06,5.0,0.3,2.0,0.1,1.0,1.4,1.3
s5_min0.3_max2_tv0.1_dd1_cd1.4_cs1.5,0.344161,71.8,23.23,19.89,0.626,92.1,100.06,5.0,0.3,2.0,0.1,1.0,1.4,1.5
s5_min0.3_max2.4_tv0.1_dd1_cd1.4_cs1.1,0.344154,71.8,23.24,19.89,0.626,92.1,100.06,5.0,0.3,2.4,0.1,1.0,1.4,1.1
s5_min0.3_max2.4_tv0.1_dd1_cd1.4_cs1.3,0.344154,71.8,23.24,19.89,0.626,92.1,100.06,5.0,0.3,2.4,0.1,1.0,1.4,1.3
s5_min0.3_max2.4_tv0.1_dd1_cd1.4_cs1.5,0.344154,71.8,23.24,19.89,0.626,92.1,100.06,5.0,0.3,2.4,0.1,1.0,1.4,1.5
s5_min0.3_max2_tv0.1_dd1_cd1.2_cs1.1,0.344051,71.79,23.23,19.88,0.626,92.1,100.07,5.0,0.3,2.0,0.1,1.0,1.2,1.1
s5_min0.3_max2_tv0.1_dd1_cd1.2_cs1.3,0.344051,71.79,23.23,19.88,0.626,92.1,100.07,5.0,0.3,2.0,0.1,1.0,1.2,1.3
s5_min0.3_max2_tv0.1_dd1_cd1.2_cs1.5,0.344051,71.79,23.23,19.88,0.626,92.1,100.07,5.0,0.3,2.0,0.1,1.0,1.2,1.5
s5_min0.3_max2.4_tv0.1_dd1_cd1.2_cs1.1,0.344044,71.79,23.23,19.89,0.626,92.1,100.07,5.0,0.3,2.4,0.1,1.0,1.2,1.1
s5_min0.3_max2.4_tv0.1_dd1_cd1.2_cs1.3,0.344044,71.79,23.23,19.89,0.626,92.1,100.07,5.0,0.3,2.4,0.1,1.0,1.2,1.3
s5_min0.3_max2.4_tv0.1_dd1_cd1.2_cs1.5,0.344044,71.79,23.23,19.89,0.626,92.1,100.07,5.0,0.3,2.4,0.1,1.0,1.2,1.5
s3_min0.3_max1.6_tv0.07_dd1.1_cd1.4_cs1.1,0.344007,71.8,23.03,19.65,0.624,91.21,99.92,3.0,0.3,1.6,0.07,1.1,1.4,1.1
s3_min0.3_max1.6_tv0.07_dd1.1_cd1.4_cs1.3,0.344007,71.8,23.03,19.65,0.624,91.21,99.92,3.0,0.3,1.6,0.07,1.1,1.4,1.3
s3_min0.3_max1.6_tv0.07_dd1.1_cd1.4_cs1.5,0.344007,71.8,23.03,19.65,0.624,91.21,99.92,3.0,0.3,1.6,0.07,1.1,1.4,1.5
s3_min0.3_max2_tv0.07_dd1.1_cd1.4_cs1.1,0.344007,71.8,23.03,19.65,0.624,91.21,99.92,3.0,0.3,2.0,0.07,1.1,1.4,1.1
s3_min0.3_max2_tv0.07_dd1.1_cd1.4_cs1.3,0.344007,71.8,23.03,19.65,0.624,91.21,99.92,3.0,0.3,2.0,0.07,1.1,1.4,1.3
s3_min0.3_max2_tv0.07_dd1.1_cd1.4_cs1.5,0.344007,71.8,23.03,19.65,0.624,91.21,99.92,3.0,0.3,2.0,0.07,1.1,1.4,1.5
s3_min0.3_max2.4_tv0.07_dd1.1_cd1.4_cs1.1,0.344007,71.8,23.03,19.65,0.624,91.21,99.92,3.0,0.3,2.4,0.07,1.1,1.4,1.1
s3_min0.3_max2.4_tv0.07_dd1.1_cd1.4_cs1.3,0.344007,71.8,23.03,19.65,0.624,91.21,99.92,3.0,0.3,2.4,0.07,1.1,1.4,1.3
s3_min0.3_max2.4_tv0.07_dd1.1_cd1.4_cs1.5,0.344007,71.8,23.03,19.65,0.624,91.21,99.92,3.0,0.3,2.4,0.07,1.1,1.4,1.5
s3_min0.3_max1.6_tv0.07_dd1.1_cd1.2_cs1.1,0.34399,71.79,23.03,19.65,0.624,91.21,99.92,3.0,0.3,1.6,0.07,1.1,1.2,1.1
s3_min0.3_max1.6_tv0.07_dd1.1_cd1.2_cs1.3,0.34399,71.79,23.03,19.65,0.624,91.21,99.92,3.0,0.3,1.6,0.07,1.1,1.2,1.3
s3_min0.3_max1.6_tv0.07_dd1.1_cd1.2_cs1.5,0.34399,71.79,23.03,19.65,0.624,91.21,99.92,3.0,0.3,1.6,0.07,1.1,1.2,1.5
s3_min0.3_max2_tv0.07_dd1.1_cd1.2_cs1.1,0.34399,71.79,23.03,19.65,0.624,91.21,99.92,3.0,0.3,2.0,0.07,1.1,1.2,1.1
s3_min0.3_max2_tv0.07_dd1.1_cd1.2_cs1.3,0.34399,71.79,23.03,19.65,0.624,91.21,99.92,3.0,0.3,2.0,0.07,1.1,1.2,1.3
s3_min0.3_max2_tv0.07_dd1.1_cd1.2_cs1.5,0.34399,71.79,23.03,19.65,0.624,91.21,99.92,3.0,0.3,2.0,0.07,1.1,1.2,1.5
s3_min0.3_max2.4_tv0.07_dd1.1_cd1.2_cs1.1,0.34399,71.79,23.03,19.65,0.624,91.21,99.92,3.0,0.3,2.4,0.07,1.1,1.2,1.1
s3_min0.3_max2.4_tv0.07_dd1.1_cd1.2_cs1.3,0.34399,71.79,23.03,19.65,0.624,91.21,99.92,3.0,0.3,2.4,0.07,1.1,1.2,1.3
s3_min0.3_max2.4_tv0.07_dd1.1_cd1.2_cs1.5,0.34399,71.79,23.03,19.65,0.624,91.21,99.92,3.0,0.3,2.4,0.07,1.1,1.2,1.5
s5_min0.3_max1.6_tv0.1_dd1_cd1.4_cs1.1,0.34397,71.71,23.2,19.85,0.626,92.02,99.89,5.0,0.3,1.6,0.1,1.0,1.4,1.1
s5_min0.3_max1.6_tv0.1_dd1_cd1.4_cs1.3,0.34397,71.71,23.2,19.85,0.626,92.02,99.89,5.0,0.3,1.6,0.1,1.0,1.4,1.3
s5_min0.3_max1.6_tv0.1_dd1_cd1.4_cs1.5,0.34397,71.71,23.2,19.85,0.626,92.02,99.89,5.0,0.3,1.6,0.1,1.0,1.4,1.5
s5_min0.3_max2_tv0.1_dd1_cd1_cs1.1,0.343965,71.78,23.23,19.88,0.626,92.1,100.07,5.0,0.3,2.0,0.1,1.0,1.0,1.1
s5_min0.3_max2_tv0.1_dd1_cd1_cs1.3,0.343965,71.78,23.23,19.88,0.626,92.1,100.07,5.0,0.3,2.0,0.1,1.0,1.0,1.3
s5_min0.3_max2_tv0.1_dd1_cd1_cs1.5,0.343965,71.78,23.23,19.88,0.626,92.1,100.07,5.0,0.3,2.0,0.1,1.0,1.0,1.5
s5_min0.3_max2.4_tv0.1_dd1_cd1_cs1.1,0.343958,71.78,23.23,19.88,0.626,92.1,100.07,5.0,0.3,2.4,0.1,1.0,1.0,1.1
s5_min0.3_max2.4_tv0.1_dd1_cd1_cs1.3,0.343958,71.78,23.23,19.88,0.626,92.1,100.07,5.0,0.3,2.4,0.1,1.0,1.0,1.3
