ticker,window,window_description,start_date,end_date,strategy,final_value,total_return_pct,cagr_pct,max_drawdown_pct,volatility_pct,sharpe_ratio,calmar_ratio,number_of_buy_actions,average_buy_amount,cash_remaining,cash_usage_pct,worst_period,worst_period_return_pct,total_invested,parameter_set,sensitivity,min_multiplier,max_multiplier,target_weekly_vol,extreme_drawdown_cap,consecutive_decline_cap,combined_stress_cap
BYDDY,major_drawdown_window,Detected window around the ticker's largest price drawdown.,2022-01-10,2023-05-22,risk_adjusted_candidate,9948.32,-0.52,-0.37,15.4,13.23,0.037,-0.024,72,73.37,4712.22,52.88,2022-08-01 to 2022-08-29,-7.62,5287.78,s3_min0.3_max1.6_tv0.07_dd1.1_cd1.2_cs1.5,3.0,0.3,1.6,0.07,1.1,1.2,1.5
BYDDY,high_volatility_window,Detected 104-week window around the highest 52-week realized volatility.,2022-01-17,2024-01-01,risk_adjusted_candidate,9006.18,-9.94,-5.15,18.97,16.79,-0.234,-0.271,103,78.92,1862.87,81.37,2023-11-13 to 2023-12-11,-13.27,8137.13,s3_min0.3_max1.6_tv0.07_dd1.1_cd1.2_cs1.5,3.0,0.3,1.6,0.07,1.1,1.2,1.5
NVDA,full_available,All local history available for this ticker.,2021-06-14,2026-06-05,risk_adjusted_candidate,83142.99,731.43,52.5,36.12,37.68,1.313,1.454,180,55.5,0.0,100.0,2024-03-18 to 2024-04-15,-19.18,10000.0,s3_min0.3_max1.6_tv0.07_dd1.1_cd1.4_cs1.1,3.0,0.3,1.6,0.07,1.1,1.4,1.1
NVDA,major_drawdown_window,Detected window around the ticker's largest price drawdown.,2021-06-14,2023-04-10,risk_adjusted_candidate,11943.67,19.44,10.1,33.65,21.47,0.558,0.3,96,71.23,3155.16,68.45,2022-03-28 to 2022-04-25,-13.75,6844.84,s3_min0.3_max1.6_tv0.07_dd1.1_cd1.4_cs1.1,3.0,0.3,1.6,0.07,1.1,1.4,1.1
NVDA,high_volatility_window,Detected 104-week window around the highest 52-week realized volatility.,2022-02-28,2024-02-12,risk_adjusted_candidate,22153.29,121.53,49.42,11.63,20.26,2.107,4.249,103,71.76,2601.11,73.99,2023-08-28 to 2023-09-25,-7.06,7398.89,s3_min0.3_max1.6_tv0.07_dd1.1_cd1.4_cs1.1,3.0,0.3,1.6,0.07,1.1,1.4,1.1
MSFT,full_available,All local history available for this ticker.,2021-06-14,2026-06-05,risk_adjusted_candidate,14916.72,49.17,8.29,31.93,21.55,0.477,0.26,148,67.5,0.0,100.0,2026-01-05 to 2026-02-02,-16.3,10000.0,s3_min0.3_max1.6_tv0.07_dd1.1_cd1.4_cs1.1,3.0,0.3,1.6,0.07,1.1,1.4,1.1
MSFT,major_drawdown_window,Detected window around the ticker's largest price drawdown.,2021-06-14,2023-05-01,risk_adjusted_candidate,11131.08,11.31,5.79,19.29,17.82,0.406,0.3,99,98.4,248.26,97.52,2022-08-15 to 2022-09-12,-9.53,9751.74,s3_min0.3_max1.6_tv0.07_dd1.1_cd1.4_cs1.1,3.0,0.3,1.6,0.07,1.1,1.4,1.1
MSFT,high_volatility_window,Detected 104-week window around the highest 52-week realized volatility.,2022-05-02,2024-04-15,risk_adjusted_candidate,13660.93,36.61,17.06,6.9,13.11,1.28,2.472,103,96.88,10.92,99.89,2024-03-18 to 2024-04-15,-6.9,9989.08,s3_min0.3_max1.6_tv0.07_dd1.1_cd1.4_cs1.1,3.0,0.3,1.6,0.07,1.1,1.4,1.1
AAPL,full_available,All local history available for this ticker.,2021-06-14,2026-06-05,risk_adjusted_candidate,20235.23,102.35,15.08,26.3,23.0,0.729,0.573,146,68.42,0.0,100.0,2025-03-03 to 2025-03-31,-21.2,10000.0,s3_min0.3_max1.6_tv0.07_dd1.1_cd1.4_cs1.1,3.0,0.3,1.6,0.07,1.1,1.4,1.1
AAPL,major_drawdown_window,Detected window around the ticker's largest price drawdown.,2021-06-14,2023-07-03,risk_adjusted_candidate,12554.32,25.54,11.58,18.47,16.67,0.747,0.627,108,92.49,1.57,99.98,2022-11-28 to 2022-12-26,-9.8,9998.43,s3_min0.3_max1.6_tv0.07_dd1.1_cd1.4_cs1.1,3.0,0.3,1.6,0.07,1.1,1.4,1.1
AAPL,high_volatility_window,Detected 104-week window around the highest 52-week realized volatility.,2021-11-15,2023-10-30,risk_adjusted_candidate,11108.24,11.08,5.45,13.59,15.21,0.428,0.401,103,96.9,9.09,99.91,2023-08-28 to 2023-09-25,-9.49,9990.91,s3_min0.3_max1.6_tv0.07_dd1.1_cd1.4_cs1.1,3.0,0.3,1.6,0.07,1.1,1.4,1.1
ASML,full_available,All local history available for this ticker.,2021-06-14,2026-06-05,risk_adjusted_candidate,24975.76,149.76,20.0,44.2,31.82,0.736,0.453,167,59.82,0.0,100.0,2024-07-01 to 2024-07-29,-24.68,10000.0,s3_min0.3_max1.6_tv0.07_dd1.1_cd1.4_cs1.1,3.0,0.3,1.6,0.07,1.1,1.4,1.1
ASML,major_drawdown_window,Detected window around the ticker's largest price drawdown.,2021-06-14,2023-04-10,risk_adjusted_candidate,10143.12,1.43,0.77,26.53,20.19,0.136,0.029,96,77.54,2549.06,74.51,2022-08-01 to 2022-08-29,-9.37,7450.94,s3_min0.3_max1.6_tv0.07_dd1.1_cd1.4_cs1.1,3.0,0.3,1.6,0.07,1.1,1.4,1.1
ASML,high_volatility_window,Detected 104-week window around the highest 52-week realized volatility.,2022-01-17,2024-01-01,risk_adjusted_candidate,11365.08,13.65,6.67,17.7,17.79,0.454,0.377,103,90.58,660.67,93.39,2023-07-10 to 2023-08-07,-8.94,9339.33,s3_min0.3_max1.6_tv0.07_dd1.1_cd1.4_cs1.1,3.0,0.3,1.6,0.07,1.1,1.4,1.1
KO,full_available,All local history available for this ticker.,2021-06-14,2026-06-05,risk_adjusted_candidate,13332.24,33.32,5.9,17.54,13.21,0.501,0.336,148,67.5,0.0,100.0,2024-10-14 to 2024-11-11,-12.35,10000.0,s3_min0.3_max1.6_tv0.07_dd1.1_cd1.4_cs1.1,3.0,0.3,1.6,0.07,1.1,1.4,1.1
KO,major_drawdown_window,Detected window around the ticker's largest price drawdown.,2021-11-15,2024-04-08,risk_adjusted_candidate,9547.45,-4.53,-1.89,16.68,9.77,-0.148,-0.113,126,79.29,0.0,100.0,2023-09-04 to 2023-10-02,-8.84,10000.0,s3_min0.3_max1.6_tv0.07_dd1.1_cd1.4_cs1.1,3.0,0.3,1.6,0.07,1.1,1.4,1.1
KO,high_volatility_window,Detected 104-week window around the highest 52-week realized volatility.,2021-11-15,2023-10-30,risk_adjusted_candidate,9295.32,-7.05,-3.62,16.68,9.56,-0.342,-0.217,103,96.92,7.69,99.92,2023-09-04 to 2023-10-02,-8.84,9992.31,s3_min0.3_max1.6_tv0.07_dd1.1_cd1.4_cs1.1,3.0,0.3,1.6,0.07,1.1,1.4,1.1
BYDDY,full_available,All local history available for this ticker.,2021-06-14,2026-06-05,risk_adjusted_candidate,10772.98,7.73,1.49,42.88,34.57,0.215,0.035,171,58.42,0.0,100.0,2025-05-19 to 2025-06-16,-18.53,10000.0,s3_min0.3_max1.6_tv0.07_dd1.1_cd1.4_cs1.1,3.0,0.3,1.6,0.07,1.1,1.4,1.1
BYDDY,major_drawdown_window,Detected window around the ticker's largest price drawdown.,2022-01-10,2023-05-22,risk_adjusted_candidate,9948.32,-0.52,-0.37,15.4,13.23,0.037,-0.024,72,73.37,4712.22,52.88,2022-08-01 to 2022-08-29,-7.62,5287.78,s3_min0.3_max1.6_tv0.07_dd1.1_cd1.4_cs1.1,3.0,0.3,1.6,0.07,1.1,1.4,1.1
BYDDY,high_volatility_window,Detected 104-week window around the highest 52-week realized volatility.,2022-01-17,2024-01-01,risk_adjusted_candidate,9006.18,-9.94,-5.15,18.97,16.79,-0.234,-0.271,103,78.92,1862.87,81.37,2023-11-13 to 2023-12-11,-13.27,8137.13,s3_min0.3_max1.6_tv0.07_dd1.1_cd1.4_cs1.1,3.0,0.3,1.6,0.07,1.1,1.4,1.1
NVDA,full_available,All local history available for this ticker.,2021-06-14,2026-06-05,risk_adjusted_candidate,83142.99,731.43,52.5,36.12,37.68,1.313,1.454,180,55.5,0.0,100.0,2024-03-18 to 2024-04-15,-19.18,10000.0,s3_min0.3_max1.6_tv0.07_dd1.1_cd1.4_cs1.3,3.0,0.3,1.6,0.07,1.1,1.4,1.3
NVDA,major_drawdown_window,Detected window around the ticker's largest price drawdown.,2021-06-14,2023-04-10,risk_adjusted_candidate,11943.67,19.44,10.1,33.65,21.47,0.558,0.3,96,71.23,3155.16,68.45,2022-03-28 to 2022-04-25,-13.75,6844.84,s3_min0.3_max1.6_tv0.07_dd1.1_cd1.4_cs1.3,3.0,0.3,1.6,0.07,1.1,1.4,1.3
NVDA,high_volatility_window,Detected 104-week window around the highest 52-week realized volatility.,2022-02-28,2024-02-12,risk_adjusted_candidate,22153.29,121.53,49.42,11.63,20.26,2.107,4.249,103,71.76,2601.11,73.99,2023-08-28 to 2023-09-25,-7.06,7398.89,s3_min0.3_max1.6_tv0.07_dd1.1_cd1.4_cs1.3,3.0,0.3,1.6,0.07,1.1,1.4,1.3
MSFT,full_available,All local history available for this ticker.,2021-06-14,2026-06-05,risk_adjusted_candidate,14916.72,49.17,8.29,31.93,21.55,0.477,0.26,148,67.5,0.0,100.0,2026-01-05 to 2026-02-02,-16.3,10000.0,s3_min0.3_max1.6_tv0.07_dd1.1_cd1.4_cs1.3,3.0,0.3,1.6,0.07,1.1,1.4,1.3
MSFT,major_drawdown_window,Detected window around the ticker's largest price drawdown.,2021-06-14,2023-05-01,risk_adjusted_candidate,11131.08,11.31,5.79,19.29,17.82,0.406,0.3,99,98.4,248.26,97.52,2022-08-15 to 2022-09-12,-9.53,9751.74,s3_min0.3_max1.6_tv0.07_dd1.1_cd1.4_cs1.3,3.0,0.3,1.6,0.07,1.1,1.4,1.3
MSFT,high_volatility_window,Detected 104-week window around the highest 52-week realized volatility.,2022-05-02,2024-04-15,risk_adjusted_candidate,13660.93,36.61,17.06,6.9,13.11,1.28,2.472,103,96.88,10.92,99.89,2024-03-18 to 2024-04-15,-6.9,9989.08,s3_min0.3_max1.6_tv0.07_dd1.1_cd1.4_cs1.3,3.0,0.3,1.6,0.07,1.1,1.4,1.3
AAPL,full_available,All local history available for this ticker.,2021-06-14,2026-06-05,risk_adjusted_candidate,20235.23,102.35,15.08,26.3,23.0,0.729,0.573,146,68.42,0.0,100.0,2025-03-03 to 2025-03-31,-21.2,10000.0,s3_min0.3_max1.6_tv0.07_dd1.1_cd1.4_cs1.3,3.0,0.3,1.6,0.07,1.1,1.4,1.3
AAPL,major_drawdown_window,Detected window around the ticker's largest price drawdown.,2021-06-14,2023-07-03,risk_adjusted_candidate,12554.32,25.54,11.58,18.47,16.67,0.747,0.627,108,92.49,1.57,99.98,2022-11-28 to 2022-12-26,-9.8,9998.43,s3_min0.3_max1.6_tv0.07_dd1.1_cd1.4_cs1.3,3.0,0.3,1.6,0.07,1.1,1.4,1.3
AAPL,high_volatility_window,Detected 104-week window around the highest 52-week realized volatility.,2021-11-15,2023-10-30,risk_adjusted_candidate,11108.24,11.08,5.45,13.59,15.21,0.428,0.401,103,96.9,9.09,99.91,2023-08-28 to 2023-09-25,-9.49,9990.91,s3_min0.3_max1.6_tv0.07_dd1.1_cd1.4_cs1.3,3.0,0.3,1.6,0.07,1.1,1.4,1.3
ASML,full_available,All local history available for this ticker.,2021-06-14,2026-06-05,risk_adjusted_candidate,24975.76,149.76,20.0,44.2,31.82,0.736,0.453,167,59.82,0.0,100.0,2024-07-01 to 2024-07-29,-24.68,10000.0,s3_min0.3_max1.6_tv0.07_dd1.1_cd1.4_cs1.3,3.0,0.3,1.6,0.07,1.1,1.4,1.3
ASML,major_drawdown_window,Detected window around the ticker's largest price drawdown.,2021-06-14,2023-04-10,risk_adjusted_candidate,10143.12,1.43,0.77,26.53,20.19,0.136,0.029,96,77.54,2549.06,74.51,2022-08-01 to 2022-08-29,-9.37,7450.94,s3_min0.3_max1.6_tv0.07_dd1.1_cd1.4_cs1.3,3.0,0.3,1.6,0.07,1.1,1.4,1.3
ASML,high_volatility_window,Detected 104-week window around the highest 52-week realized volatility.,2022-01-17,2024-01-01,risk_adjusted_candidate,11365.08,13.65,6.67,17.7,17.79,0.454,0.377,103,90.58,660.67,93.39,2023-07-10 to 2023-08-07,-8.94,9339.33,s3_min0.3_max1.6_tv0.07_dd1.1_cd1.4_cs1.3,3.0,0.3,1.6,0.07,1.1,1.4,1.3
KO,full_available,All local history available for this ticker.,2021-06-14,2026-06-05,risk_adjusted_candidate,13332.24,33.32,5.9,17.54,13.21,0.501,0.336,148,67.5,0.0,100.0,2024-10-14 to 2024-11-11,-12.35,10000.0,s3_min0.3_max1.6_tv0.07_dd1.1_cd1.4_cs1.3,3.0,0.3,1.6,0.07,1.1,1.4,1.3
KO,major_drawdown_window,Detected window around the ticker's largest price drawdown.,2021-11-15,2024-04-08,risk_adjusted_candidate,9547.45,-4.53,-1.89,16.68,9.77,-0.148,-0.113,126,79.29,0.0,100.0,2023-09-04 to 2023-10-02,-8.84,10000.0,s3_min0.3_max1.6_tv0.07_dd1.1_cd1.4_cs1.3,3.0,0.3,1.6,0.07,1.1,1.4,1.3
KO,high_volatility_window,Detected 104-week window around the highest 52-week realized volatility.,2021-11-15,2023-10-30,risk_adjusted_candidate,9295.32,-7.05,-3.62,16.68,9.56,-0.342,-0.217,103,96.92,7.69,99.92,2023-09-04 to 2023-10-02,-8.84,9992.31,s3_min0.3_max1.6_tv0.07_dd1.1_cd1.4_cs1.3,3.0,0.3,1.6,0.07,1.1,1.4,1.3
BYDDY,full_available,All local history available for this ticker.,2021-06-14,2026-06-05,risk_adjusted_candidate,10772.98,7.73,1.49,42.88,34.57,0.215,0.035,171,58.42,0.0,100.0,2025-05-19 to 2025-06-16,-18.53,10000.0,s3_min0.3_max1.6_tv0.07_dd1.1_cd1.4_cs1.3,3.0,0.3,1.6,0.07,1.1,1.4,1.3
BYDDY,major_drawdown_window,Detected window around the ticker's largest price drawdown.,2022-01-10,2023-05-22,risk_adjusted_candidate,9948.32,-0.52,-0.37,15.4,13.23,0.037,-0.024,72,73.37,4712.22,52.88,2022-08-01 to 2022-08-29,-7.62,5287.78,s3_min0.3_max1.6_tv0.07_dd1.1_cd1.4_cs1.3,3.0,0.3,1.6,0.07,1.1,1.4,1.3
BYDDY,high_volatility_window,Detected 104-week window around the highest 52-week realized volatility.,2022-01-17,2024-01-01,risk_adjusted_candidate,9006.18,-9.94,-5.15,18.97,16.79,-0.234,-0.271,103,78.92,1862.87,81.37,2023-11-13 to 2023-12-11,-13.27,8137.13,s3_min0.3_max1.6_tv0.07_dd1.1_cd1.4_cs1.3,3.0,0.3,1.6,0.07,1.1,1.4,1.3
NVDA,full_available,All local history available for this ticker.,2021-06-14,2026-06-05,risk_adjusted_candidate,83142.99,731.43,52.5,36.12,37.68,1.313,1.454,180,55.5,0.0,100.0,2024-03-18 to 2024-04-15,-19.18,10000.0,s3_min0.3_max1.6_tv0.07_dd1.1_cd1.4_cs1.5,3.0,0.3,1.6,0.07,1.1,1.4,1.5
NVDA,major_drawdown_window,Detected window around the ticker's largest price drawdown.,2021-06-14,2023-04-10,risk_adjusted_candidate,11943.67,19.44,10.1,33.65,21.47,0.558,0.3,96,71.23,3155.16,68.45,2022-03-28 to 2022-04-25,-13.75,6844.84,s3_min0.3_max1.6_tv0.07_dd1.1_cd1.4_cs1.5,3.0,0.3,1.6,0.07,1.1,1.4,1.5
NVDA,high_volatility_window,Detected 104-week window around the highest 52-week realized volatility.,2022-02-28,2024-02-12,risk_adjusted_candidate,22153.29,121.53,49.42,11.63,20.26,2.107,4.249,103,71.76,2601.11,73.99,2023-08-28 to 2023-09-25,-7.06,7398.89,s3_min0.3_max1.6_tv0.07_dd1.1_cd1.4_cs1.5,3.0,0.3,1.6,0.07,1.1,1.4,1.5
MSFT,full_available,All local history available for this ticker.,2021-06-14,2026-06-05,risk_adjusted_candidate,14916.72,49.17,8.29,31.93,21.55,0.477,0.26,148,67.5,0.0,100.0,2026-01-05 to 2026-02-02,-16.3,10000.0,s3_min0.3_max1.6_tv0.07_dd1.1_cd1.4_cs1.5,3.0,0.3,1.6,0.07,1.1,1.4,1.5
MSFT,major_drawdown_window,Detected window around the ticker's largest price drawdown.,2021-06-14,2023-05-01,risk_adjusted_candidate,11131.08,11.31,5.79,19.29,17.82,0.406,0.3,99,98.4,248.26,97.52,2022-08-15 to 2022-09-12,-9.53,9751.74,s3_min0.3_max1.6_tv0.07_dd1.1_cd1.4_cs1.5,3.0,0.3,1.6,0.07,1.1,1.4,1.5
MSFT,high_volatility_window,Detected 104-week window around the highest 52-week realized volatility.,2022-05-02,2024-04-15,risk_adjusted_candidate,13660.93,36.61,17.06,6.9,13.11,1.28,2.472,103,96.88,10.92,99.89,2024-03-18 to 2024-04-15,-6.9,9989.08,s3_min0.3_max1.6_tv0.07_dd1.1_cd1.4_cs1.5,3.0,0.3,1.6,0.07,1.1,1.4,1.5
AAPL,full_available,All local history available for this ticker.,2021-06-14,2026-06-05,risk_adjusted_candidate,20235.23,102.35,15.08,26.3,23.0,0.729,0.573,146,68.42,0.0,100.0,2025-03-03 to 2025-03-31,-21.2,10000.0,s3_min0.3_max1.6_tv0.07_dd1.1_cd1.4_cs1.5,3.0,0.3,1.6,0.07,1.1,1.4,1.5
AAPL,major_drawdown_window,Detected window around the ticker's largest price drawdown.,2021-06-14,2023-07-03,risk_adjusted_candidate,12554.32,25.54,11.58,18.47,16.67,0.747,0.627,108,92.49,1.57,99.98,2022-11-28 to 2022-12-26,-9.8,9998.43,s3_min0.3_max1.6_tv0.07_dd1.1_cd1.4_cs1.5,3.0,0.3,1.6,0.07,1.1,1.4,1.5
AAPL,high_volatility_window,Detected 104-week window around the highest 52-week realized volatility.,2021-11-15,2023-10-30,risk_adjusted_candidate,11108.24,11.08,5.45,13.59,15.21,0.428,0.401,103,96.9,9.09,99.91,2023-08-28 to 2023-09-25,-9.49,9990.91,s3_min0.3_max1.6_tv0.07_dd1.1_cd1.4_cs1.5,3.0,0.3,1.6,0.07,1.1,1.4,1.5
ASML,full_available,All local history available for this ticker.,2021-06-14,2026-06-05,risk_adjusted_candidate,24975.76,149.76,20.0,44.2,31.82,0.736,0.453,167,59.82,0.0,100.0,2024-07-01 to 2024-07-29,-24.68,10000.0,s3_min0.3_max1.6_tv0.07_dd1.1_cd1.4_cs1.5,3.0,0.3,1.6,0.07,1.1,1.4,1.5
ASML,major_drawdown_window,Detected window around the ticker's largest price drawdown.,2021-06-14,2023-04-10,risk_adjusted_candidate,10143.12,1.43,0.77,26.53,20.19,0.136,0.029,96,77.54,2549.06,74.51,2022-08-01 to 2022-08-29,-9.37,7450.94,s3_min0.3_max1.6_tv0.07_dd1.1_cd1.4_cs1.5,3.0,0.3,1.6,0.07,1.1,1.4,1.5
ASML,high_volatility_window,Detected 104-week window around the highest 52-week realized volatility.,2022-01-17,2024-01-01,risk_adjusted_candidate,11365.08,13.65,6.67,17.7,17.79,0.454,0.377,103,90.58,660.67,93.39,2023-07-10 to 2023-08-07,-8.94,9339.33,s3_min0.3_max1.6_tv0.07_dd1.1_cd1.4_cs1.5,3.0,0.3,1.6,0.07,1.1,1.4,1.5
KO,full_available,All local history available for this ticker.,2021-06-14,2026-06-05,risk_adjusted_candidate,13332.24,33.32,5.9,17.54,13.21,0.501,0.336,148,67.5,0.0,100.0,2024-10-14 to 2024-11-11,-12.35,10000.0,s3_min0.3_max1.6_tv0.07_dd1.1_cd1.4_cs1.5,3.0,0.3,1.6,0.07,1.1,1.4,1.5
KO,major_drawdown_window,Detected window around the ticker's largest price drawdown.,2021-11-15,2024-04-08,risk_adjusted_candidate,9547.45,-4.53,-1.89,16.68,9.77,-0.148,-0.113,126,79.29,0.0,100.0,2023-09-04 to 2023-10-02,-8.84,10000.0,s3_min0.3_max1.6_tv0.07_dd1.1_cd1.4_cs1.5,3.0,0.3,1.6,0.07,1.1,1.4,1.5
KO,high_volatility_window,Detected 104-week window around the highest 52-week realized volatility.,2021-11-15,2023-10-30,risk_adjusted_candidate,9295.32,-7.05,-3.62,16.68,9.56,-0.342,-0.217,103,96.92,7.69,99.92,2023-09-04 to 2023-10-02,-8.84,9992.31,s3_min0.3_max1.6_tv0.07_dd1.1_cd1.4_cs1.5,3.0,0.3,1.6,0.07,1.1,1.4,1.5
BYDDY,full_available,All local history available for this ticker.,2021-06-14,2026-06-05,risk_adjusted_candidate,10772.98,7.73,1.49,42.88,34.57,0.215,0.035,171,58.42,0.0,100.0,2025-05-19 to 2025-06-16,-18.53,10000.0,s3_min0.3_max1.6_tv0.07_dd1.1_cd1.4_cs1.5,3.0,0.3,1.6,0.07,1.1,1.4,1.5
BYDDY,major_drawdown_window,Detected window around the ticker's largest price drawdown.,2022-01-10,2023-05-22,risk_adjusted_candidate,9948.32,-0.52,-0.37,15.4,13.23,0.037,-0.024,72,73.37,4712.22,52.88,2022-08-01 to 2022-08-29,-7.62,5287.78,s3_min0.3_max1.6_tv0.07_dd1.1_cd1.4_cs1.5,3.0,0.3,1.6,0.07,1.1,1.4,1.5
BYDDY,high_volatility_window,Detected 104-week window around the highest 52-week realized volatility.,2022-01-17,2024-01-01,risk_adjusted_candidate,9006.18,-9.94,-5.15,18.97,16.79,-0.234,-0.271,103,78.92,1862.87,81.37,2023-11-13 to 2023-12-11,-13.27,8137.13,s3_min0.3_max1.6_tv0.07_dd1.1_cd1.4_cs1.5,3.0,0.3,1.6,0.07,1.1,1.4,1.5
NVDA,full_available,All local history available for this ticker.,2021-06-14,2026-06-05,risk_adjusted_candidate,83723.6,737.24,52.71,36.12,37.76,1.315,1.459,179,55.81,0.0,100.0,2024-03-18 to 2024-04-15,-19.18,10000.0,s3_min0.3_max1.6_tv0.07_dd1.3_cd1_cs1.1,3.0,0.3,1.6,0.07,1.3,1.0,1.1
NVDA,major_drawdown_window,Detected window around the ticker's largest price drawdown.,2021-06-14,2023-04-10,risk_adjusted_candidate,11987.48,19.87,10.32,33.85,21.7,0.564,0.305,96,71.96,3084.59,69.15,2022-03-28 to 2022-04-25,-13.76,6915.41,s3_min0.3_max1.6_tv0.07_dd1.3_cd1_cs1.1,3.0,0.3,1.6,0.07,1.3,1.0,1.1
NVDA,high_volatility_window,Detected 104-week window around the highest 52-week realized volatility.,2022-02-28,2024-02-12,risk_adjusted_candidate,22186.86,121.87,49.53,11.65,20.29,2.108,4.253,103,71.84,2593.1,74.07,2023-08-28 to 2023-09-25,-7.06,7406.9,s3_min0.3_max1.6_tv0.07_dd1.3_cd1_cs1.1,3.0,0.3,1.6,0.07,1.3,1.0,1.1
MSFT,full_available,All local history available for this ticker.,2021-06-14,2026-06-05,risk_adjusted_candidate,14920.86,49.21,8.3,31.93,21.55,0.478,0.26,148,67.5,0.0,100.0,2026-01-05 to 2026-02-02,-16.3,10000.0,s3_min0.3_max1.6_tv0.07_dd1.3_cd1_cs1.1,3.0,0.3,1.6,0.07,1.3,1.0,1.1
MSFT,major_drawdown_window,Detected window around the ticker's largest price drawdown.,2021-06-14,2023-05-01,risk_adjusted_candidate,11133.89,11.34,5.8,19.29,17.83,0.406,0.301,99,98.47,241.25,97.59,2022-08-15 to 2022-09-12,-9.53,9758.75,s3_min0.3_max1.6_tv0.07_dd1.3_cd1_cs1.1,3.0,0.3,1.6,0.07,1.3,1.0,1.1
MSFT,high_volatility_window,Detected 104-week window around the highest 52-week realized volatility.,2022-05-02,2024-04-15,risk_adjusted_candidate,13660.93,36.61,17.06,6.9,13.11,1.28,2.472,103,96.88,10.92,99.89,2024-03-18 to 2024-04-15,-6.9,9989.08,s3_min0.3_max1.6_tv0.07_dd1.3_cd1_cs1.1,3.0,0.3,1.6,0.07,1.3,1.0,1.1
AAPL,full_available,All local history available for this ticker.,2021-06-14,2026-06-05,risk_adjusted_candidate,20225.13,102.25,15.07,26.3,22.99,0.729,0.573,146,68.42,0.0,100.0,2025-03-03 to 2025-03-31,-21.2,10000.0,s3_min0.3_max1.6_tv0.07_dd1.3_cd1_cs1.1,3.0,0.3,1.6,0.07,1.3,1.0,1.1
AAPL,major_drawdown_window,Detected window around the ticker's largest price drawdown.,2021-06-14,2023-07-03,risk_adjusted_candidate,12548.06,25.48,11.55,18.41,16.62,0.747,0.627,108,92.48,1.73,99.98,2022-11-28 to 2022-12-26,-9.77,9998.27,s3_min0.3_max1.6_tv0.07_dd1.3_cd1_cs1.1,3.0,0.3,1.6,0.07,1.3,1.0,1.1
AAPL,high_volatility_window,Detected 104-week window around the highest 52-week realized volatility.,2021-11-15,2023-10-30,risk_adjusted_candidate,11101.28,11.01,5.42,13.57,15.15,0.427,0.399,103,96.89,10.1,99.9,2023-08-28 to 2023-09-25,-9.47,9989.9,s3_min0.3_max1.6_tv0.07_dd1.3_cd1_cs1.1,3.0,0.3,1.6,0.07,1.3,1.0,1.1
ASML,full_available,All local history available for this ticker.,2021-06-14,2026-06-05,risk_adjusted_candidate,25057.2,150.57,20.08,44.2,31.92,0.736,0.454,165,60.55,0.0,100.0,2024-07-01 to 2024-07-29,-24.68,10000.0,s3_min0.3_max1.6_tv0.07_dd1.3_cd1_cs1.1,3.0,0.3,1.6,0.07,1.3,1.0,1.1
ASML,major_drawdown_window,Detected window around the ticker's largest price drawdown.,2021-06-14,2023-04-10,risk_adjusted_candidate,10183.89,1.84,0.99,26.72,20.52,0.148,0.037,96,78.58,2448.96,75.51,2022-08-01 to 2022-08-29,-9.49,7551.04,s3_min0.3_max1.6_tv0.07_dd1.3_cd1_cs1.1,3.0,0.3,1.6,0.07,1.3,1.0,1.1
ASML,high_volatility_window,Detected 104-week window around the highest 52-week realized volatility.,2022-01-17,2024-01-01,risk_adjusted_candidate,11399.77,14.0,6.84,17.83,17.98,0.46,0.383,103,91.15,602.61,93.97,2023-07-10 to 2023-08-07,-9.01,9397.39,s3_min0.3_max1.6_tv0.07_dd1.3_cd1_cs1.1,3.0,0.3,1.6,0.07,1.3,1.0,1.1
KO,full_available,All local history available for this ticker.,2021-06-14,2026-06-05,risk_adjusted_candidate,13332.24,33.32,5.9,17.54,13.21,0.501,0.336,148,67.5,0.0,100.0,2024-10-14 to 2024-11-11,-12.35,10000.0,s3_min0.3_max1.6_tv0.07_dd1.3_cd1_cs1.1,3.0,0.3,1.6,0.07,1.3,1.0,1.1
KO,major_drawdown_window,Detected window around the ticker's largest price drawdown.,2021-11-15,2024-04-08,risk_adjusted_candidate,9547.45,-4.53,-1.89,16.68,9.77,-0.148,-0.113,126,79.29,0.0,100.0,2023-09-04 to 2023-10-02,-8.84,10000.0,s3_min0.3_max1.6_tv0.07_dd1.3_cd1_cs1.1,3.0,0.3,1.6,0.07,1.3,1.0,1.1
KO,high_volatility_window,Detected 104-week window around the highest 52-week realized volatility.,2021-11-15,2023-10-30,risk_adjusted_candidate,9295.32,-7.05,-3.62,16.68,9.56,-0.342,-0.217,103,96.92,7.69,99.92,2023-09-04 to 2023-10-02,-8.84,9992.31,s3_min0.3_max1.6_tv0.07_dd1.3_cd1_cs1.1,3.0,0.3,1.6,0.07,1.3,1.0,1.1
BYDDY,full_available,All local history available for this ticker.,2021-06-14,2026-06-05,risk_adjusted_candidate,10788.51,7.89,1.52,42.88,34.6,0.216,0.036,171,58.42,0.0,100.0,2025-05-19 to 2025-06-16,-18.53,10000.0,s3_min0.3_max1.6_tv0.07_dd1.3_cd1_cs1.1,3.0,0.3,1.6,0.07,1.3,1.0,1.1
